company_name,sector,period_end,revenue,gross_profit,ebit,ebitda,net_income_before_minority,net_income,shares_diluted,total_equity,cash,current_assets,current_liabilities,short_term_debt,long_term_debt,shares_outstanding,ocf,dividends_paid,da_cf_reconcile,wc_change_cf,capex
Veidekke ASA (VEI.OL),Construction & Engineering,2004-12-31,3817.1,3817.1,122.7,169.8,115.7,102.9,140.01,1496.0,400.5,3668.6,3549.9,292.6,304.6,143.04,179.3,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2005-03-31,2870.2,2870.2,-5.1,41.4,29.6,26.8,143.04,1501.0,489.0,3842.0,3586.0,333.0,417.0,143.04,-13.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2005-06-30,3982.5,3982.5,178.6,225.7,129.6,127.4,143.04,1437.3,397.3,4087.9,3755.3,63.5,596.2,143.04,278.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2005-09-30,3788.3,3788.3,273.4,320.0,199.0,194.5,143.04,1634.2,283.1,4220.2,3870.9,39.7,485.9,143.04,138.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2005-12-31,3938.2,3938.2,208.8,282.1,213.3,209.2,143.04,1417.0,344.8,4360.8,4185.4,313.9,326.6,143.04,248.1,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2006-03-31,3262.9,3262.9,117.1,168.8,110.1,107.1,143.04,1524.3,315.5,4386.7,4082.4,541.1,377.6,143.04,-268.5,,51.7,,80.4
Veidekke ASA (VEI.OL),Construction & Engineering,2006-06-30,4023.1,4023.1,209.8,264.3,152.8,146.9,143.04,1383.8,253.4,4863.0,4822.1,568.7,398.1,143.04,274.1,,54.5,,70.0
Veidekke ASA (VEI.OL),Construction & Engineering,2006-09-30,4035.3,4035.3,278.6,337.8,196.6,191.5,143.04,1575.3,261.0,5405.0,5160.3,631.8,454.9,143.04,37.2,,59.2,,151.0
Veidekke ASA (VEI.OL),Construction & Engineering,2006-12-31,5121.0,5121.0,313.6,369.6,263.3,262.8,142.91,1747.9,330.6,6031.1,6360.2,331.2,716.9,140.93,181.3,,68.2,,
Veidekke ASA (VEI.OL),Construction & Engineering,2007-03-31,4155.0,4155.0,49.5,103.7,40.8,35.8,142.91,1749.0,250.7,5801.0,5239.1,528.3,612.9,140.93,-57.2,,54.2,,57.5
Veidekke ASA (VEI.OL),Construction & Engineering,2007-06-30,4791.8,4791.8,211.8,267.4,192.4,187.7,142.91,1575.0,205.2,6489.6,5761.0,808.2,1017.4,140.93,-10.3,,55.6,,124.6
Veidekke ASA (VEI.OL),Construction & Engineering,2007-09-30,4849.6,4849.6,311.1,370.6,258.3,253.7,140.94,1792.2,258.0,6968.9,6079.5,577.8,1106.6,139.61,341.3,,59.5,,167.6
Veidekke ASA (VEI.OL),Construction & Engineering,2007-12-31,5470.8,5470.8,299.9,364.2,509.6,512.2,133.23,2252.4,272.4,5893.9,6445.4,163.2,457.9,139.03,1176.4,,64.3,,190.9
Veidekke ASA (VEI.OL),Construction & Engineering,2008-03-31,4337.4,4337.4,3.8,70.5,12.5,8.9,137.37,2113.0,357.2,5830.3,5325.7,147.4,771.0,136.17,-73.5,0.0,66.7,-103.8,103.2
Veidekke ASA (VEI.OL),Construction & Engineering,2008-06-30,5580.7,5580.7,266.4,337.7,222.0,216.3,144.2,1734.7,266.7,6256.4,5830.6,16.6,1310.3,134.53,217.0,543.8,71.3,-114.9,193.9
Veidekke ASA (VEI.OL),Construction & Engineering,2008-09-30,5028.9,5028.9,335.2,413.6,205.1,210.0,131.25,1888.5,257.7,6830.2,5818.0,9.9,1656.4,133.7,133.2,0.0,-207.8,-219.6,
Veidekke ASA (VEI.OL),Construction & Engineering,2008-12-31,5278.7,5278.7,369.2,735.0,347.2,347.4,126.91,1948.1,354.0,5853.0,5891.8,0.4,884.4,133.7,1103.5,0.0,365.8,,311.6
Veidekke ASA (VEI.OL),Construction & Engineering,2009-03-31,3357.7,3357.7,-97.0,-16.5,-111.6,-112.3,142.44,1772.6,196.0,5210.5,5642.4,0.0,555.5,133.7,271.0,0.0,80.5,,150.5
Veidekke ASA (VEI.OL),Construction & Engineering,2009-06-30,4413.8,4413.8,247.9,328.6,226.6,225.7,141.06,1669.6,218.2,5701.4,5517.5,0.0,1343.7,133.7,-314.0,334.3,80.7,,84.3
Veidekke ASA (VEI.OL),Construction & Engineering,2009-09-30,4154.1,4154.1,259.8,337.8,228.0,227.2,138.15,1880.3,168.3,5722.0,5643.5,0.0,1076.7,133.7,241.8,0.0,78.0,,41.4
Veidekke ASA (VEI.OL),Construction & Engineering,2009-12-31,3997.8,3997.8,182.2,278.6,166.9,160.1,113.15,1986.4,144.1,4559.7,5063.3,1.1,305.6,133.7,962.1,0.0,96.4,,
Veidekke ASA (VEI.OL),Construction & Engineering,2010-03-31,3110.5,3110.5,-29.3,55.5,-21.7,-22.0,110.0,1943.8,179.1,4988.5,5070.1,0.0,872.3,133.7,-458.6,0.0,84.3,,74.0
Veidekke ASA (VEI.OL),Construction & Engineering,2010-06-30,4189.9,4189.9,131.2,218.4,104.8,103.0,128.75,1691.7,158.7,5563.6,5564.0,46.1,1260.2,133.7,6.6,334.3,87.2,,112.2
Veidekke ASA (VEI.OL),Construction & Engineering,2010-09-30,4389.3,4389.3,232.8,312.0,200.5,198.2,128.75,1886.9,107.1,5751.3,5716.7,8.0,971.1,133.7,293.4,0.0,79.2,,50.0
Veidekke ASA (VEI.OL),Construction & Engineering,2010-12-31,4055.2,4055.2,101.0,212.3,70.2,66.1,133.7,1979.2,152.1,4847.4,6253.9,1.7,562.5,133.7,629.3,0.0,111.3,,
Veidekke ASA (VEI.OL),Construction & Engineering,2011-03-31,3440.7,3440.7,-98.0,-14.2,-70.2,-70.1,133.7,1924.2,173.8,5080.7,5173.7,2.4,914.5,133.7,-261.0,0.0,83.8,,80.5
Veidekke ASA (VEI.OL),Construction & Engineering,2011-06-30,4315.1,4315.1,67.7,155.3,276.1,274.1,130.52,1833.5,176.3,6957.1,6132.6,1.4,1319.7,133.7,-208.8,334.3,87.6,,103.6
Veidekke ASA (VEI.OL),Construction & Engineering,2011-09-30,4539.1,4539.1,206.4,282.9,181.4,179.4,133.7,1982.7,199.7,7595.7,6516.2,1.4,1522.9,133.7,24.0,0.0,76.5,,84.5
Veidekke ASA (VEI.OL),Construction & Engineering,2011-12-31,5432.4,5432.4,229.3,308.7,257.5,254.3,133.7,1822.6,276.0,6857.3,6060.9,1.9,803.0,133.7,907.8,0.0,79.4,,44.8
Veidekke ASA (VEI.OL),Construction & Engineering,2012-03-31,4035.7,4035.7,-122.5,-51.8,-73.8,-72.6,133.7,2147.9,177.2,6634.6,5909.1,101.5,1274.5,133.7,-266.8,0.0,70.7,,30.6
Veidekke ASA (VEI.OL),Construction & Engineering,2012-06-30,4971.2,4971.2,128.4,199.8,103.8,100.8,133.7,1449.3,261.4,7812.2,6711.5,1.0,2167.0,133.7,-48.8,367.7,71.4,,123.0
Veidekke ASA (VEI.OL),Construction & Engineering,2012-09-30,5258.5,5258.5,227.1,300.2,178.6,177.0,136.1,1606.7,177.8,8948.5,7430.3,13.7,2487.7,133.7,-273.5,0.0,73.1,,111.3
Veidekke ASA (VEI.OL),Construction & Engineering,2012-12-31,5573.6,5573.6,379.3,469.3,329.4,322.0,124.4,2118.1,205.5,7549.7,6634.7,217.5,1855.6,133.7,232.8,0.0,90.0,,183.6
Veidekke ASA (VEI.OL),Construction & Engineering,2013-03-31,4234.2,4234.2,-86.5,-13.3,-58.7,-55.0,133.7,2087.7,138.5,7374.6,7172.3,616.9,1198.1,133.7,205.6,0.0,73.2,,34.9
Veidekke ASA (VEI.OL),Construction & Engineering,2013-06-30,5453.1,5453.1,72.4,147.4,73.1,69.7,133.7,1831.9,118.3,8223.2,8061.7,716.0,1504.5,133.7,10.4,334.3,75.0,,75.6
Veidekke ASA (VEI.OL),Construction & Engineering,2013-09-30,5511.3,5511.3,316.0,399.1,267.9,263.8,131.9,2145.0,120.0,8767.0,8209.0,713.0,1673.0,133.7,-115.1,0.0,83.1,,17.2
Veidekke ASA (VEI.OL),Construction & Engineering,2013-12-31,6582.3,6582.3,335.9,425.8,273.4,265.1,137.0,2404.0,764.0,7676.0,7802.0,672.0,803.0,133.7,1546.9,,89.8,,131.3
Veidekke ASA (VEI.OL),Construction & Engineering,2014-03-31,5306.2,5306.2,7.6,88.9,30.7,29.0,133.7,2409.6,868.8,7405.1,7252.9,471.9,1094.2,133.7,233.8,0.0,81.3,,72.0
Veidekke ASA (VEI.OL),Construction & Engineering,2014-06-30,6218.3,6218.3,180.4,260.5,199.0,192.6,137.57,2153.5,862.9,7663.3,7511.6,467.6,1512.7,133.7,165.6,401.1,78.9,,157.6
Veidekke ASA (VEI.OL),Construction & Engineering,2014-09-30,5784.0,5784.0,302.0,389.0,295.0,289.0,131.36,2418.0,1378.0,8455.0,7775.0,465.0,1826.0,133.7,275.0,0.0,87.0,,77.0
Veidekke ASA (VEI.OL),Construction & Engineering,2014-12-31,6718.0,6718.0,338.0,429.0,334.0,332.0,133.69,2673.0,847.0,7966.0,7967.0,55.0,823.0,133.7,1079.0,0.0,91.0,,95.0
Veidekke ASA (VEI.OL),Construction & Engineering,2015-03-31,4967.0,4967.0,-70.0,16.0,-10.0,-11.0,110.0,2623.0,727.0,8001.0,8098.0,441.0,822.0,133.7,-351.0,0.0,86.0,,86.0
Veidekke ASA (VEI.OL),Construction & Engineering,2015-06-30,6339.0,6339.0,259.0,348.0,231.0,226.0,132.94,2397.0,736.0,8928.0,9248.0,1194.0,826.0,133.7,-143.0,468.0,89.0,,75.0
Veidekke ASA (VEI.OL),Construction & Engineering,2015-09-30,5548.0,5548.0,281.0,371.0,241.0,236.0,133.7,2702.0,729.0,10207.0,10552.0,1140.0,830.0,133.7,220.0,0.0,90.0,,75.0
Veidekke ASA (VEI.OL),Construction & Engineering,2015-12-31,7370.0,7370.0,344.0,450.0,321.0,314.0,133.7,3073.0,402.0,9238.0,9261.0,43.0,1267.0,133.7,1045.0,0.0,106.0,,221.0
Veidekke ASA (VEI.OL),Construction & Engineering,2016-03-31,5489.0,5489.0,-173.0,-66.0,-92.0,-97.0,133.7,2922.0,402.0,10067.0,9479.0,44.0,1788.0,133.7,-531.0,0.0,107.0,,153.0
Veidekke ASA (VEI.OL),Construction & Engineering,2016-06-30,7955.0,7955.0,349.0,460.0,333.0,314.0,133.7,2655.0,415.0,11101.0,10691.0,113.0,2129.0,133.7,551.0,535.0,111.0,,205.0
Veidekke ASA (VEI.OL),Construction & Engineering,2016-09-30,7045.0,7045.0,461.0,580.0,419.0,417.0,133.7,3009.0,337.0,11394.0,11203.0,67.0,1744.0,133.7,538.0,0.0,119.0,,136.0
Veidekke ASA (VEI.OL),Construction & Engineering,2016-12-31,8124.0,8124.0,227.0,356.0,261.0,252.0,133.69,3286.0,644.0,11470.0,12005.0,44.0,962.0,133.7,1322.0,0.0,129.0,,224.0
Veidekke ASA (VEI.OL),Construction & Engineering,2017-03-31,6438.0,6438.0,-69.0,54.0,-2.0,-5.0,122.5,3562.0,298.0,9196.0,9273.0,199.0,1430.0,133.7,-784.0,,123.0,,130.0
Veidekke ASA (VEI.OL),Construction & Engineering,2017-06-30,8205.0,8205.0,314.0,439.0,316.0,304.0,130.87,3339.0,412.0,10788.0,11741.0,1195.0,570.0,133.7,672.0,602.0,125.0,,177.0
Veidekke ASA (VEI.OL),Construction & Engineering,2017-09-30,7799.0,7799.0,391.0,522.0,412.0,404.0,134.67,3646.0,317.0,11262.0,11709.0,1288.0,870.0,133.7,-307.0,0.0,131.0,,211.0
Veidekke ASA (VEI.OL),Construction & Engineering,2017-12-31,8734.0,8734.0,320.0,458.0,479.0,474.0,136.31,4198.0,392.0,10546.0,11122.0,760.0,613.0,133.7,1122.0,0.0,144.0,,251.0
Veidekke ASA (VEI.OL),Construction & Engineering,2018-03-31,7023.0,7023.0,-81.0,58.0,-57.0,-65.0,130.0,3853.0,476.0,11051.0,10894.0,758.0,1542.0,133.7,-567.0,0.0,139.0,,155.0
Veidekke ASA (VEI.OL),Construction & Engineering,2018-06-30,9465.0,9465.0,-208.0,-65.0,-135.0,-144.0,130.91,2887.0,583.0,12174.0,11574.0,25.0,3243.0,133.7,494.0,668.0,143.0,,323.0
Veidekke ASA (VEI.OL),Construction & Engineering,2018-09-30,8684.0,8684.0,404.0,551.0,448.0,435.0,131.82,3359.0,434.0,11798.0,11483.0,23.0,2452.0,133.7,865.0,0.0,147.0,,181.0
Veidekke ASA (VEI.OL),Construction & Engineering,2018-12-31,8802.0,8802.0,0.0,166.0,318.0,314.0,133.7,3958.0,197.0,11597.0,11744.0,36.0,1848.0,133.7,608.0,0.0,166.0,,482.0
Veidekke ASA (VEI.OL),Construction & Engineering,2019-03-31,8076.0,8076.0,-128.0,86.0,-99.0,-101.0,140.0,3442.0,194.0,13494.0,12293.0,890.0,3790.0,133.7,-384.0,0.0,214.0,,113.0
Veidekke ASA (VEI.OL),Construction & Engineering,2019-06-30,9502.0,9502.0,318.0,532.0,441.0,425.0,133.7,3147.0,220.0,15153.0,14218.0,1941.0,3601.0,133.7,218.0,669.0,214.0,,120.0
Veidekke ASA (VEI.OL),Construction & Engineering,2019-09-30,8952.0,8952.0,423.0,652.0,395.0,379.0,130.0,3542.0,229.0,15641.0,13393.0,1959.0,4188.0,133.7,-488.0,,229.0,,110.0
Veidekke ASA (VEI.OL),Construction & Engineering,2019-12-31,9077.0,9077.0,-43.0,188.0,273.0,304.0,161.33,3807.0,241.0,6522.0,10520.0,12.0,3107.0,134.96,2157.0,25.0,231.0,,321.0
Veidekke ASA (VEI.OL),Construction & Engineering,2020-03-31,8443.0,8443.0,-114.0,112.0,-80.0,-94.0,134.96,3880.0,725.0,7186.0,10848.0,11.0,3544.0,134.96,229.0,0.0,226.0,,123.0
Veidekke ASA (VEI.OL),Construction & Engineering,2020-06-30,9890.0,9890.0,319.0,549.0,441.0,417.0,134.96,4264.0,101.0,7058.0,11598.0,9.0,2386.0,134.96,639.0,0.0,230.0,,177.0
Veidekke ASA (VEI.OL),Construction & Engineering,2020-09-30,9534.0,9534.0,616.0,843.0,1536.0,1513.0,134.96,5683.0,6142.0,13827.0,11732.0,24.0,768.0,134.96,616.0,0.0,227.0,,112.0
Veidekke ASA (VEI.OL),Construction & Engineering,2020-12-31,10274.0,10274.0,389.0,616.0,289.0,270.0,135.13,2852.0,3759.0,11089.0,11633.0,29.0,798.0,134.96,865.0,3072.0,226.0,,473.0
Veidekke ASA (VEI.OL),Construction & Engineering,2021-03-31,8311.0,8311.0,24.0,243.0,22.0,1.0,134.96,2796.0,3442.0,10284.0,10776.0,26.0,788.0,134.96,-185.0,0.0,219.0,,93.0
Veidekke ASA (VEI.OL),Construction & Engineering,2021-06-30,9810.0,9810.0,389.0,620.0,303.0,265.0,134.96,2279.0,3207.0,10876.0,11809.0,45.0,810.0,134.96,739.0,776.0,231.0,,46.0
Veidekke ASA (VEI.OL),Construction & Engineering,2021-09-30,9295.0,9295.0,550.0,768.0,407.0,388.0,134.96,2687.0,3880.0,11307.0,11732.0,14.0,794.0,134.96,784.0,0.0,219.0,,78.0
Veidekke ASA (VEI.OL),Construction & Engineering,2021-12-31,10176.0,10176.0,410.0,650.0,297.0,303.0,135.13,2848.0,4353.0,10992.0,11153.0,13.0,762.0,134.96,856.0,0.0,250.0,,534.0
Veidekke ASA (VEI.OL),Construction & Engineering,2022-03-31,8369.0,8369.0,-15.0,206.0,-43.0,-54.0,135.0,2786.0,3668.0,10128.0,10827.0,16.0,395.0,134.96,1.0,0.0,221.0,,79.0
Veidekke ASA (VEI.OL),Construction & Engineering,2022-06-30,9902.0,9902.0,399.0,621.0,275.0,251.0,132.11,2137.0,2379.0,10549.0,12465.0,15.0,368.0,134.96,27.0,945.0,222.0,,145.0
Veidekke ASA (VEI.OL),Construction & Engineering,2022-09-30,9550.0,9550.0,563.0,788.0,422.0,404.0,134.67,2576.0,2685.0,11482.0,12797.0,13.0,355.0,134.96,474.0,0.0,225.0,,115.0
Veidekke ASA (VEI.OL),Construction & Engineering,2022-12-31,10837.0,10837.0,560.0,830.0,504.0,490.0,137.93,2973.0,3237.0,10743.0,12336.0,14.0,387.0,134.9,907.0,0.0,271.0,,446.0
Veidekke ASA (VEI.OL),Construction & Engineering,2023-03-31,9461.0,9461.0,-61.0,187.0,-115.0,-120.0,133.33,2923.0,2820.0,10416.0,12197.0,4.0,345.0,134.9,320.0,,248.0,,113.0
Veidekke ASA (VEI.OL),Construction & Engineering,2023-06-30,11165.0,11165.0,381.0,638.0,302.0,275.0,134.9,2129.0,1448.0,9583.0,12217.0,0.0,332.0,134.9,179.0,1051.0,257.0,,222.0
Veidekke ASA (VEI.OL),Construction & Engineering,2023-09-30,10387.0,10387.0,603.0,861.0,469.0,441.0,133.64,2501.0,1735.0,11080.0,13387.0,0.0,295.0,134.9,589.0,0.0,258.0,,152.0
Veidekke ASA (VEI.OL),Construction & Engineering,2023-12-31,12134.0,12134.0,572.0,853.0,495.0,475.0,134.89,3053.0,2988.0,10894.0,12733.0,2.0,506.0,134.96,1852.0,0.0,280.0,,182.0
Veidekke ASA (VEI.OL),Construction & Engineering,2024-03-31,9478.0,9478.0,-16.0,242.0,20.0,9.0,90.0,3092.0,2331.0,10564.0,12656.0,193.0,286.0,134.96,-339.0,,258.0,,165.0
Veidekke ASA (VEI.OL),Construction & Engineering,2024-06-30,10780.0,10780.0,459.0,717.0,377.0,358.0,132.59,2356.0,1157.0,10137.0,12867.0,218.0,372.0,134.96,216.0,1066.0,258.0,,145.0
Veidekke ASA (VEI.OL),Construction & Engineering,2024-09-30,9656.0,9656.0,588.0,850.0,480.0,465.0,137.06,2865.0,2450.0,10400.0,12579.0,209.0,339.0,134.96,1165.0,0.0,262.0,,50.0
Veidekke ASA (VEI.OL),Construction & Engineering,2024-12-31,11489.0,11489.0,524.0,853.0,475.0,430.0,138.7,3305.0,2959.0,10334.0,12644.0,237.0,408.0,134.96,1183.0,0.0,328.0,,335.0
Veidekke ASA (VEI.OL),Construction & Engineering,2025-03-31,9036.0,9036.0,-49.0,213.0,-17.0,-21.0,105.0,3266.0,2800.0,9688.0,12087.0,42.0,358.0,134.96,313.0,0.0,262.0,,80.0
Veidekke ASA (VEI.OL),Construction & Engineering,2025-06-30,11327.0,11327.0,517.0,791.0,420.0,395.0,136.21,2471.0,1292.0,9840.0,13033.0,41.0,336.0,134.96,-167.0,1215.0,274.0,,102.0
Veidekke ASA (VEI.OL),Construction & Engineering,2025-09-30,10655.0,10655.0,712.0,1003.0,562.0,546.0,136.5,3014.0,2672.0,10620.0,13309.0,1.0,232.0,134.96,1650.0,0.0,291.0,,140.0
Veidekke ASA (VEI.OL),Construction & Engineering,2025-12-31,12124.0,12124.0,796.0,1073.0,662.0,633.0,134.68,3680.0,4042.0,11149.0,13320.0,131.0,145.0,134.96,1494.0,0.0,277.0,,77.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2009-03-31,45.0,9.0,-12.0,5.0,25.0,25.0,220.0,645.0,165.0,188.0,212.0,155.0,1025.0,220.0,27.0,,,,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2009-06-30,32.0,-2.0,-21.0,-2.0,163.0,163.0,220.0,822.0,292.0,321.0,166.0,117.0,1247.0,220.0,38.0,,,,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2009-09-30,37.0,4.0,-14.0,6.0,18.0,18.0,225.0,858.0,283.0,338.0,153.0,105.0,1232.0,220.0,15.0,,,,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2009-12-31,45.0,6.0,-17.0,3.0,71.0,71.0,215.0,895.0,476.0,512.0,154.0,115.0,1283.0,220.0,47.0,,,,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2010-03-31,34.0,-1.0,-1.0,18.0,-6.0,-6.0,220.0,896.0,450.0,490.0,119.0,92.0,1258.0,220.0,-22.0,,19.0,-17.0,3.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2010-06-30,52.0,18.0,-6.0,13.0,-16.0,-16.0,220.0,1073.0,604.0,632.0,142.0,89.0,1203.0,220.0,11.0,,20.0,24.0,22.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2010-09-30,58.0,23.0,4.0,23.0,-68.0,-68.0,220.0,1008.0,591.0,636.0,217.0,143.0,1141.0,220.0,23.0,,-19.0,18.0,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2010-12-31,68.0,29.0,11.0,69.0,102.0,102.0,220.65,1107.0,582.0,622.0,288.0,214.0,1106.0,220.0,26.0,0.0,58.0,-39.0,76.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2011-03-31,65.0,28.0,10.0,30.0,25.0,25.0,220.0,1134.0,577.0,642.0,333.0,240.0,1233.0,220.0,13.0,,17.0,6.0,155.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2011-06-30,71.0,32.0,11.0,46.0,20.0,20.0,220.0,1135.0,397.0,445.0,242.0,130.0,1280.0,220.0,29.0,,18.0,-7.0,123.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2011-09-30,84.0,43.0,25.0,45.0,29.0,29.0,220.0,1161.0,409.0,456.0,252.0,171.0,1281.0,220.0,13.0,0.0,20.0,-1.0,60.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2011-12-31,89.0,49.0,27.0,48.0,68.0,68.0,220.0,1207.0,402.0,438.0,305.0,230.0,1253.0,220.0,22.0,19.0,21.0,6.0,60.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2012-03-31,100.0,62.0,39.0,63.0,88.0,88.0,220.0,1284.0,358.0,417.0,209.0,135.0,1367.0,220.0,27.0,,20.0,-6.0,100.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2012-06-30,107.0,67.0,44.0,64.0,70.0,70.0,220.0,1329.0,371.0,407.0,205.0,94.0,1399.0,220.0,87.0,,20.0,27.0,73.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2012-09-30,101.0,59.0,38.0,61.0,214.0,214.0,220.0,1543.0,612.0,648.0,221.0,78.0,1446.0,220.0,57.0,,23.0,6.0,49.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2012-12-31,88.0,47.0,24.0,45.0,37.0,37.0,220.0,1544.0,474.0,511.0,161.0,117.0,1417.0,220.0,0.0,38.0,20.0,-14.0,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2013-03-31,77.0,34.0,12.0,33.0,54.0,54.0,220.0,1596.0,442.0,503.0,146.0,92.0,1377.0,220.0,2.0,,21.0,-8.0,8.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2013-06-30,86.0,45.0,22.0,43.0,92.0,92.0,220.0,1538.0,419.0,447.0,137.0,51.0,1446.0,220.0,67.0,150.0,21.0,6.0,21.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2013-09-30,77.0,37.0,14.0,34.0,61.0,61.0,220.0,1600.0,442.0,472.0,137.0,33.0,1438.0,220.0,10.0,,20.0,-13.0,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2013-12-31,83.0,44.0,23.0,43.0,67.0,67.0,220.0,1632.0,411.0,436.0,229.0,182.0,1320.0,220.0,35.0,27.0,20.0,6.0,19.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2014-03-31,72.0,33.0,11.0,30.0,31.0,31.0,220.0,1669.0,428.0,478.0,230.0,167.0,1308.0,220.0,23.0,,19.0,9.0,8.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2014-06-30,68.0,33.0,3.0,22.0,25.0,25.0,220.0,1658.0,450.0,484.0,259.0,136.0,1308.0,220.0,58.0,37.0,19.0,19.0,13.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2014-09-30,71.0,35.0,15.0,34.0,54.0,54.0,220.0,1709.0,465.0,520.0,262.0,108.0,1309.0,220.0,6.0,,19.0,-11.0,9.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2014-12-31,75.0,35.0,30.0,53.0,55.0,55.0,220.0,1707.0,375.0,398.0,145.0,90.0,1236.0,220.0,60.0,32.0,23.0,-33.0,5.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2015-03-31,76.0,40.0,25.0,44.0,56.0,56.0,220.0,1761.0,408.0,469.0,176.0,74.0,1231.0,220.0,21.0,,19.0,-4.0,68.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2015-06-30,79.0,42.0,25.0,46.0,70.0,70.0,220.0,1806.0,408.0,439.0,187.0,52.0,1277.0,220.0,64.0,28.0,21.0,-3.0,73.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2015-09-30,77.0,40.0,25.0,45.0,-213.0,-213.0,220.0,1588.0,378.0,402.0,201.0,31.0,1239.0,220.0,6.0,,20.0,-11.0,11.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2015-12-31,80.0,46.0,31.0,51.0,82.0,82.0,220.0,1655.0,350.0,373.0,285.0,184.0,1135.0,220.0,29.0,13.0,20.0,-3.0,3.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2016-03-31,69.0,34.0,15.0,35.0,104.0,104.0,220.0,1762.0,338.0,403.0,270.0,152.0,1125.0,220.0,19.0,,20.0,0.0,13.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2016-06-30,66.0,31.0,15.0,35.0,392.0,392.0,220.0,1430.0,406.0,427.0,300.0,125.0,1245.0,220.0,105.0,17.0,20.0,31.0,130.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2016-09-30,57.0,20.0,7.0,28.0,25.0,25.0,220.0,1455.0,411.0,428.0,301.0,106.0,1259.0,220.0,4.0,,21.0,14.0,4.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2016-12-31,66.0,30.0,9.0,30.0,-21.0,-21.0,220.0,1435.0,283.0,305.0,204.0,115.0,1205.0,220.0,11.0,0.0,21.0,-25.0,2.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2017-03-31,59.0,24.0,10.0,30.0,26.0,26.0,220.0,1462.0,271.0,287.0,166.0,88.0,1155.0,220.0,0.0,,20.0,-23.0,
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2017-06-30,974.0,974.0,85.0,168.0,-20.0,-24.0,416.67,2454.0,755.0,1344.0,1301.0,200.0,3424.0,423.1,154.0,,83.0,27.0,48.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2017-09-30,958.0,958.0,108.0,192.0,55.0,51.0,425.0,2484.0,820.0,1440.0,1414.0,146.0,3205.0,423.1,96.0,,84.0,-57.0,18.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2017-12-31,1033.0,1033.0,95.0,180.0,86.0,83.0,148.65,2622.0,796.0,1487.0,1458.0,,3103.0,423.1,28.0,,85.0,-22.0,17.0
Wallenius Wilhelmsen ASA (WAWI.OL),Freight & Logistics Services,2018-03-31,968.0,968.0,0.0,85.0,-30.0,-30.0,423.1,2595.0,649.0,1410.0,1621.0,717.0,2908.0,423.1,57.0,,85.0,23.0,50.0
