FormationYear,Exchange,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Copenhagen,Method3_ConservativeQuality,1,Q1,12,72527.25,-0.6117527928464971,-0.5017461659325969,-0.6773841602781056,0.00813905172157362,0.9202787156066844,0.1957402434283015
2010,Copenhagen,Method3_ConservativeQuality,2,Q2,12,27682.23,-0.01898037447987372,-0.009688347453872502,-0.0715419869009129,0.08288339105606339,0.5220118263088492,0.16535430397692544
2010,Copenhagen,Method3_ConservativeQuality,3,Q3,11,248130.59000000003,0.09129294230769402,0.09168583908409689,0.0680227247978311,0.057276696131638064,0.14535675176123633,0.10293974694219861
2010,Copenhagen,Method3_ConservativeQuality,4,Q4,12,32643.160000000003,0.23992541970392725,0.22288967941570728,0.1993081340256151,0.2019595915869049,0.06485335947473807,0.13576192684769411
2010,Copenhagen,Method3_ConservativeQuality,5,Q5,12,334595.19,0.7595338478433787,0.7249377427774334,0.7373837233754492,0.8731434627179673,0.0017949508588746045,0.09789860885815643
2010,Copenhagen,Method4_ProbabilisticQuality,1,Q1,11,74205.84,-0.6273417433313249,-0.5343687939196096,-0.672111235394538,0.0006544704536912404,0.9775036856467036,0.1486139972093837
2010,Copenhagen,Method4_ProbabilisticQuality,5,Q5,11,312828.94,0.7992372178302424,0.7626362139685788,0.7772691654176587,0.91411190559948,0.0010864681157498688,0.09625434873275056
2010,Helsinki,Method1_ObservedQuality,1,Q1,16,71382.94,-0.7663724880565387,-0.6496180391296699,-0.8085857408476381,0.012875638436270239,0.7770176337309856,0.14803094517291213
2010,Helsinki,Method1_ObservedQuality,2,Q2,16,80060.8,0.0355555425034782,0.0451048396030917,-0.006130821588928557,0.05643125682232557,0.3122474985516796,0.1469261397784268
2010,Helsinki,Method1_ObservedQuality,3,Q3,15,284226.45,0.1335304806277267,0.13197198912069388,0.10964229910857837,0.07387391948352279,0.09873103338697206,0.10307441444629077
2010,Helsinki,Method1_ObservedQuality,4,Q4,16,221518.38999999998,0.2686647315566105,0.2592007469213616,0.24318276551743148,0.2851889490036242,0.0386326580361146,0.11014035662408145
2010,Helsinki,Method1_ObservedQuality,5,Q5,16,378582.33999999997,0.7174907944233317,0.6343323458107646,0.6646949858507013,0.8681382679736467,0.007584567720192576,0.17359252010599738
2010,Helsinki,Method2_LatentQuality,1,Q1,16,95911.84,-0.7661427080615838,-0.6502015912580029,-0.8063724686647974,0.01030243146873952,0.7766619786432726,0.1438082235443886
2010,Helsinki,Method2_LatentQuality,2,Q2,16,55531.9,0.03532576250852337,0.04568839173142477,-0.00834409377176935,0.059004463789856285,0.3126031536393927,0.15114886140695033
2010,Helsinki,Method2_LatentQuality,3,Q3,15,284226.45,0.1335304806277267,0.13197198912069388,0.10964229910857837,0.07387391948352279,0.09873103338697206,0.10307441444629077
2010,Helsinki,Method2_LatentQuality,4,Q4,16,219827.56,0.2764913690971056,0.2573089518353412,0.24097053751749653,0.28849058085548207,0.04455994064590922,0.1305606747563142
2010,Helsinki,Method2_LatentQuality,5,Q5,16,380273.17,0.7096641568828367,0.636224140896785,0.6669072138506363,0.8648366361217887,0.0016572851103979552,0.15317220197376466
2010,Helsinki,Method3_ConservativeQuality,1,Q1,16,71482.82,-0.7619848489107752,-0.6423546955736653,-0.8128160609946502,0.02376620297776395,0.764099897720718,0.16727703374022904
2010,Helsinki,Method3_ConservativeQuality,2,Q2,16,75319.29000000001,0.03349437031253265,0.04015081354628261,-0.005673552661114932,0.06356338737026294,0.3498632607684171,0.14350171993407182
2010,Helsinki,Method3_ConservativeQuality,3,Q3,15,110003.55,0.13197395445211144,0.12981272210028005,0.11086256467468623,0.07038541305232694,0.08405246749882671,0.09714364341793923
2010,Helsinki,Method3_ConservativeQuality,4,Q4,16,398692.09,0.2756241454319269,0.25702394716778365,0.24359958976846888,0.2737383605452971,0.033623069959575695,0.12029910387243184
2010,Helsinki,Method3_ConservativeQuality,5,Q5,16,380273.17,0.7096641568828367,0.636224140896785,0.6669072138506363,0.8648366361217887,0.0016572851103979552,0.15317220197376466
2010,Helsinki,Method4_ProbabilisticQuality,1,Q1,15,70562.93,-0.8143986109086678,-0.6913974917372114,-0.8556090623042192,0.010541352780412435,0.7950201090475385,0.14543286078344067
2010,Helsinki,Method4_ProbabilisticQuality,5,Q5,15,378335.57,0.7401292417180064,0.6522271535558618,0.6850316169516282,0.88785901578626,0.008025723068549121,0.178492581201559
2010,Oslo,Method1_ObservedQuality,1,Q1,13,37953.5,-0.5075153602224564,-0.41823210280942114,-0.5476579500731444,0.004820242714365931,0.8668413041969144,0.14409515375082235
2010,Oslo,Method1_ObservedQuality,2,Q2,12,84364.07,-0.02807264348209047,-0.015816741031606192,-0.061949773814979216,0.02701917537237423,0.45375937045718623,0.13030901921388963
2010,Oslo,Method1_ObservedQuality,3,Q3,12,106334.54,0.09962406179158866,0.10135421079080485,0.05209146591656255,0.10797437419477905,0.20260664033094986,0.15506136635909815
2010,Oslo,Method1_ObservedQuality,4,Q4,12,188249.66,0.21870209251741266,0.21518830061008284,0.20263458970036052,0.14875291469301619,0.038777115976804624,0.08706642234210558
2010,Oslo,Method1_ObservedQuality,5,Q5,12,576864.36,0.45180686441160184,0.41430472876342245,0.40711821601915615,0.6585710162736346,0.022877724789174964,0.154844066761912
2010,Oslo,Method2_LatentQuality,1,Q1,13,37953.5,-0.5075153602224564,-0.41823210280942114,-0.5476579500731444,0.004820242714365931,0.8668413041969144,0.14409515375082235
2010,Oslo,Method2_LatentQuality,2,Q2,12,84364.07,-0.02807264348209047,-0.015816741031606192,-0.061949773814979216,0.02701917537237423,0.45375937045718623,0.13030901921388963
2010,Oslo,Method2_LatentQuality,3,Q3,12,106334.54,0.09962406179158866,0.10135421079080485,0.05209146591656255,0.10797437419477905,0.20260664033094986,0.15506136635909815
2010,Oslo,Method2_LatentQuality,4,Q4,12,192212.53,0.22231509005250907,0.2122565025821651,0.19447946703628285,0.1748269208000565,0.054073057203572174,0.11339471794534896
2010,Oslo,Method2_LatentQuality,5,Q5,12,572901.49,0.44819386687650536,0.4172365267913401,0.41527333868323385,0.6324970101665942,0.0075817835624074105,0.1285157711586686
2010,Oslo,Method3_ConservativeQuality,1,Q1,13,37993.83,-0.5047626751026549,-0.4138113182967833,-0.5481424304142138,0.006370876357465798,0.8449682064183187,0.15281767596484302
2010,Oslo,Method3_ConservativeQuality,2,Q2,12,86234.78,-0.029424339744760452,-0.018002750266162427,-0.06503967300395233,0.03575039893316916,0.48401318651087966,0.13219959619443447
2010,Oslo,Method3_ConservativeQuality,3,Q3,12,105023.18000000001,0.1002460105545297,0.10066841916637242,0.05480762524146495,0.1111653768283985,0.20960796376804144,0.15344227447709252
2010,Oslo,Method3_ConservativeQuality,4,Q4,12,191612.85,0.22006276200578637,0.21033912021912948,0.19537806060317886,0.16122484149228392,0.04051377363959912,0.10367383378162065
2010,Oslo,Method3_ConservativeQuality,5,Q5,12,572901.49,0.44819386687650536,0.4172365267913401,0.41527333868323385,0.6324970101665942,0.0075817835624074105,0.1285157711586686
2010,Oslo,Method4_ProbabilisticQuality,1,Q1,12,37935.46,-0.5399154556919943,-0.4457939168243706,-0.5789515623401648,0.0034931462847587673,0.8865643331556564,0.14113400172558005
2010,Oslo,Method4_ProbabilisticQuality,5,Q5,12,576864.36,0.45180686441160184,0.41430472876342245,0.40711821601915615,0.6585710162736346,0.022877724789174964,0.154844066761912
2010,Stockholm,Method1_ObservedQuality,1,Q1,22,466030.34,-0.31595733592586106,-0.24532040655702517,-0.37137920280010817,0.02717137605222419,0.6275872538403319,0.1770471182871571
2010,Stockholm,Method1_ObservedQuality,2,Q2,22,48682.11,0.09193222627174694,0.09368948056445894,0.05270848485443254,0.06894042126586014,0.18224710544611786,0.13652880790262348
2010,Stockholm,Method1_ObservedQuality,3,Q3,22,334109.11,0.18666290399372745,0.1825957317072706,0.15980515109054186,0.12487399801664921,0.07356902225804528,0.10829701228240834
2010,Stockholm,Method1_ObservedQuality,4,Q4,22,331551.97,0.28747421502168113,0.2770982479624529,0.2613608475433752,0.32191612808588593,0.03047637711962865,0.11140567555158822
2010,Stockholm,Method1_ObservedQuality,5,Q5,22,830900.51,0.6726196133940646,0.5856205166781172,0.6209454886302588,0.756768491619015,0.022044157339026902,0.16435423611842362
2010,Stockholm,Method2_LatentQuality,1,Q1,22,466030.34,-0.31595733592586106,-0.24532040655702517,-0.37137920280010817,0.02717137605222419,0.6275872538403319,0.1770471182871571
2010,Stockholm,Method2_LatentQuality,2,Q2,22,48682.11,0.09193222627174694,0.09368948056445894,0.05270848485443254,0.06894042126586014,0.18224710544611786,0.13652880790262348
2010,Stockholm,Method2_LatentQuality,3,Q3,22,334001.62,0.18764590170960507,0.18109919313137082,0.15314732558228022,0.1428867842602941,0.08897803692407812,0.12389754619622911
2010,Stockholm,Method2_LatentQuality,4,Q4,22,323461.39999999997,0.2882161340858948,0.2698985445176349,0.25318962365509623,0.306391775851043,0.03198318409945651,0.13068388012036236
2010,Stockholm,Method2_LatentQuality,5,Q5,22,839098.5700000001,0.6708946966139733,0.5943167586988349,0.6357745380267994,0.7542800576102132,0.0051283356931662,0.12947549763582875
2010,Stockholm,Method3_ConservativeQuality,1,Q1,22,460775.07,-0.3070857557000657,-0.23564046680548117,-0.3785258586517488,0.05108537759296782,0.6258332968884515,0.2096868565002609
2010,Stockholm,Method3_ConservativeQuality,2,Q2,22,88452.75,0.08681714560775244,0.08680066810885341,0.05305089669224464,0.07784077344032482,0.21656144846840714,0.12935090369351918
2010,Stockholm,Method3_ConservativeQuality,3,Q3,22,294006.45,0.1969323471393504,0.1819988365471694,0.15850298592585624,0.14979526183445363,0.07041732068553459,0.1281541325946753
2010,Stockholm,Method3_ConservativeQuality,4,Q4,22,155071.0,0.27599190831875525,0.2663362578324589,0.25437451841409414,0.26907203120609213,0.018787756269345066,0.10378020933021617
2010,Stockholm,Method3_ConservativeQuality,5,Q5,22,1012968.77,0.6700759773895665,0.594188274672274,0.6360382269380541,0.7518769709657963,0.004324093691412332,0.12666074802352928
2010,Stockholm,Method4_ProbabilisticQuality,1,Q1,22,461359.78,-0.31317066202012467,-0.24190692834124194,-0.3746707358312962,0.037457269474933795,0.6289515891657012,0.18883772196280268
2010,Stockholm,Method4_ProbabilisticQuality,5,Q5,22,834249.1900000001,0.6724389486076747,0.5896251132484187,0.6275659205547165,0.7569636915031666,0.014753753518738267,0.15107157002897717
2011,Copenhagen,Method1_ObservedQuality,1,Q1,13,100210.99,-0.31378298690688583,-0.2480727767832704,-0.35607613150029394,0.03393455431955476,0.7830917592070036,0.134123155276501
2011,Copenhagen,Method1_ObservedQuality,2,Q2,12,18718.97,0.027337817066826902,0.03966502656389914,-0.015433907621532865,0.11039828236206613,0.3731643026883192,0.134300161989131
2011,Copenhagen,Method1_ObservedQuality,3,Q3,12,83377.37,0.12419123182871848,0.12322246140362371,0.08113013070718457,0.194980657831752,0.2749669101329396,0.14198971811109815
2011,Copenhagen,Method1_ObservedQuality,4,Q4,12,253811.21999999997,0.2525470357916552,0.24293352615122743,0.22121865989688663,0.3006727704140641,0.1303215294207056,0.11347461794280554
2011,Copenhagen,Method1_ObservedQuality,5,Q5,12,479997.58,0.71112644641708,0.6638441538537293,0.6738105141139782,0.8550081267652571,0.0355083282938583,0.11936847028951718
2011,Copenhagen,Method2_LatentQuality,1,Q1,13,100210.99,-0.31378298690688583,-0.2480727767832704,-0.35607613150029394,0.03393455431955476,0.7830917592070036,0.134123155276501
2011,Copenhagen,Method2_LatentQuality,2,Q2,12,18718.97,0.027337817066826902,0.03966502656389914,-0.015433907621532865,0.11039828236206613,0.3731643026883192,0.134300161989131
2011,Copenhagen,Method2_LatentQuality,3,Q3,12,83377.37,0.12419123182871848,0.12322246140362371,0.08113013070718457,0.194980657831752,0.2749669101329396,0.14198971811109815
2011,Copenhagen,Method2_LatentQuality,4,Q4,12,253811.21999999997,0.2525470357916552,0.24293352615122743,0.22121865989688663,0.3006727704140641,0.1303215294207056,0.11347461794280554
2011,Copenhagen,Method2_LatentQuality,5,Q5,12,479997.58,0.71112644641708,0.6638441538537293,0.6738105141139782,0.8550081267652571,0.0355083282938583,0.11936847028951718
2011,Copenhagen,Method3_ConservativeQuality,1,Q1,13,102522.07,-0.3077931554961222,-0.23512717798081234,-0.3694381802413779,0.07212203216937493,0.7649473171389314,0.172578012847676
2011,Copenhagen,Method3_ConservativeQuality,2,Q2,12,19737.65,0.028953692743083473,0.033074716156289395,-0.008644313924216177,0.11313554798437504,0.43009444045734463,0.12620560229452274
2011,Copenhagen,Method3_ConservativeQuality,3,Q3,12,79639.20999999999,0.12017156939589917,0.11865730200799011,0.08687166233701384,0.16767109468355693,0.24612045730240992,0.12000214115773805
2011,Copenhagen,Method3_ConservativeQuality,4,Q4,12,254219.61999999997,0.2484618385198906,0.24006459725180784,0.2231630873725817,0.2838753002693118,0.12189432338928811,0.1018973255553343
2011,Copenhagen,Method3_ConservativeQuality,5,Q5,12,479997.58,0.71112644641708,0.6638441538537293,0.6738105141139782,0.8550081267652571,0.0355083282938583,0.11936847028951718
2011,Copenhagen,Method4_ProbabilisticQuality,1,Q1,12,100181.82,-0.33530193951949666,-0.26633722595089765,-0.376097621253528,0.025087651290523653,0.8040935648174742,0.13003635179421502
2011,Copenhagen,Method4_ProbabilisticQuality,5,Q5,12,479997.58,0.71112644641708,0.6638441538537293,0.6738105141139782,0.8550081267652571,0.0355083282938583,0.11936847028951718
2011,Helsinki,Method1_ObservedQuality,1,Q1,16,90792.98999999999,-0.16660485539079842,-0.13934969561541996,-0.20843768687032244,0.07526703887965587,0.6323782850264968,0.14083586167497522
2011,Helsinki,Method1_ObservedQuality,2,Q2,16,118846.7,0.09563379702378962,0.09821773055859859,0.0649874537335853,0.14040636317838256,0.28975483325301454,0.11802084988198114
2011,Helsinki,Method1_ObservedQuality,3,Q3,16,81932.72,0.1950452692450607,0.1910135527259944,0.1701221031053341,0.2028294826341597,0.15277138719277006,0.10272224987162183
2011,Helsinki,Method1_ObservedQuality,4,Q4,16,512584.28,0.3254005846509106,0.31513461145867716,0.3026790988598211,0.4360894045688083,0.06712533806638189,0.09393547524275714
2011,Helsinki,Method1_ObservedQuality,5,Q5,16,336034.79,0.8050210898293727,0.7282296237544594,0.7583345751716396,0.8899173041597588,0.023498511313804312,0.15346848196094806
2011,Helsinki,Method2_LatentQuality,1,Q1,16,90792.98999999999,-0.16660485539079842,-0.13934969561541996,-0.20843768687032244,0.07526703887965587,0.6323782850264968,0.14083586167497522
2011,Helsinki,Method2_LatentQuality,2,Q2,16,118846.7,0.09563379702378962,0.09821773055859859,0.0649874537335853,0.14040636317838256,0.28975483325301454,0.11802084988198114
2011,Helsinki,Method2_LatentQuality,3,Q3,16,84916.87,0.19567271087694066,0.19062722344341615,0.16773602093333678,0.2066056494815527,0.15810541366972738,0.10819932464070933
2011,Helsinki,Method2_LatentQuality,4,Q4,16,492000.67000000004,0.33227094055713136,0.31202464244832523,0.3001807499228541,0.4238515147835608,0.08106719885727842,0.11480374060520955
2011,Helsinki,Method2_LatentQuality,5,Q5,16,353634.25,0.797523292291272,0.7317259220473896,0.7632190062806039,0.8983790270976134,0.0042226240459504434,0.12712314182940815
2011,Helsinki,Method3_ConservativeQuality,1,Q1,16,90890.51,-0.1665462572582785,-0.13873849987380057,-0.21106084947387033,0.08200591593874014,0.6344240495855713,0.1459503311795919
2011,Helsinki,Method3_ConservativeQuality,2,Q2,16,84137.63,0.0987548507632461,0.09997684110089644,0.06358068861288216,0.16640446806758216,0.31576850539743817,0.12987593734247346
2011,Helsinki,Method3_ConservativeQuality,3,Q3,16,98641.7,0.19470013955681256,0.18899881235293609,0.16918593155251163,0.2102650209428517,0.15413428652894298,0.10493784655360232
2011,Helsinki,Method3_ConservativeQuality,4,Q4,16,512887.39,0.33006386000528304,0.311282747254888,0.3027607670279303,0.38745516137397795,0.05697888929456474,0.10109566172720756
2011,Helsinki,Method3_ConservativeQuality,5,Q5,16,353634.25,0.797523292291272,0.7317259220473896,0.7632190062806039,0.8983790270976134,0.0042226240459504434,0.12712314182940815
2011,Helsinki,Method4_ProbabilisticQuality,1,Q1,16,90890.51,-0.1665462572582785,-0.13873849987380057,-0.21106084947387033,0.08200591593874014,0.6344240495855713,0.1459503311795919
2011,Helsinki,Method4_ProbabilisticQuality,5,Q5,16,353634.25,0.797523292291272,0.7317259220473896,0.7632190062806039,0.8983790270976134,0.0042226240459504434,0.12712314182940815
2011,Oslo,Method1_ObservedQuality,1,Q1,13,7471.4800000000005,-1.8848990183062886,-1.552811472696694,-1.9349880209537398,0.01125505126155554,0.908254944360785,0.15667371526331828
2011,Oslo,Method1_ObservedQuality,2,Q2,13,36759.19,-0.09520674135298578,-0.07799191586949442,-0.12669842086626534,0.05332896528371865,0.6138760880916578,0.12075201280348528
2011,Oslo,Method1_ObservedQuality,3,Q3,12,163001.6,0.04886698544030351,0.05203355689289866,0.025317710838704585,0.08921207114193452,0.36158961969429226,0.10077022024305606
2011,Oslo,Method1_ObservedQuality,4,Q4,13,250067.47000000003,0.17281867672490123,0.168018460292273,0.13655133013568393,0.207387449333557,0.18497582292519507,0.1229285305762897
2011,Oslo,Method1_ObservedQuality,5,Q5,13,615036.63,0.430400097443895,0.392548263329777,0.3920005450768166,0.5646699351378179,0.06916247085065343,0.13426337004585212
2011,Oslo,Method2_LatentQuality,1,Q1,13,7471.4800000000005,-1.8848990183062886,-1.552811472696694,-1.9349880209537398,0.01125505126155554,0.908254944360785,0.15667371526331828
2011,Oslo,Method2_LatentQuality,2,Q2,13,40104.32,-0.0949789763061397,-0.0789198276534606,-0.12293715165383963,0.04200260155947806,0.6096487636292178,0.11162655266242955
2011,Oslo,Method2_LatentQuality,3,Q3,12,159656.46999999997,0.048620239972886926,0.05303879465886202,0.0212430025252434,0.1014822985098618,0.3661692211952688,0.11065613539586645
2011,Oslo,Method2_LatentQuality,4,Q4,13,250067.47000000003,0.17281867672490123,0.168018460292273,0.13655133013568393,0.207387449333557,0.18497582292519507,0.1229285305762897
2011,Oslo,Method2_LatentQuality,5,Q5,13,615036.63,0.430400097443895,0.392548263329777,0.3920005450768166,0.5646699351378179,0.06916247085065343,0.13426337004585212
2011,Oslo,Method3_ConservativeQuality,1,Q1,13,7471.4800000000005,-1.8848990183062886,-1.552811472696694,-1.9349880209537398,0.01125505126155554,0.908254944360785,0.15667371526331828
2011,Oslo,Method3_ConservativeQuality,2,Q2,13,36759.19,-0.09520674135298578,-0.07799191586949442,-0.12669842086626534,0.05332896528371865,0.6138760880916578,0.12075201280348528
2011,Oslo,Method3_ConservativeQuality,3,Q3,12,156333.72999999998,0.057524699526658944,0.05962836944829042,0.021832063712495308,0.12562817004917712,0.37560703635441994,0.12472838832781458
2011,Oslo,Method3_ConservativeQuality,4,Q4,13,256735.34000000003,0.16482694064518852,0.16100786408729595,0.13976885055987712,0.17377258880379462,0.17203666908507717,0.10081329849805108
2011,Oslo,Method3_ConservativeQuality,5,Q5,13,615036.63,0.430400097443895,0.392548263329777,0.3920005450768166,0.5646699351378179,0.06916247085065343,0.13426337004585212
2011,Oslo,Method4_ProbabilisticQuality,1,Q1,12,7389.76,-2.013410771623624,-1.6618792851913433,-2.0605810838415164,0.007054495912747351,0.920827562677348,0.150887745089396
2011,Oslo,Method4_ProbabilisticQuality,5,Q5,12,619850.94,0.4457177958472444,0.404041669576471,0.4012106772454484,0.5985760489785111,0.08228822345786116,0.14701560096261848
2011,Stockholm,Method1_ObservedQuality,1,Q1,23,358218.74,-0.44913087422878406,-0.3761878238882147,-0.5175440552372014,0.09467429868272105,0.6211196512034661,0.18762559391747527
2011,Stockholm,Method1_ObservedQuality,2,Q2,23,70017.95999999999,0.11626687524727197,0.11668061874603014,0.08910265793504148,0.1371436886303721,0.23565089520898064,0.1062966577886535
2011,Stockholm,Method1_ObservedQuality,3,Q3,22,350418.79,0.20341612640314394,0.19776709303745152,0.17715164590134166,0.203946332017614,0.13653063140511093,0.10287963585171611
2011,Stockholm,Method1_ObservedQuality,4,Q4,23,670132.35,0.3007433261428369,0.2903980989903673,0.2777214870371612,0.3893557036389012,0.07673246215458736,0.1016200180432862
2011,Stockholm,Method1_ObservedQuality,5,Q5,23,1136444.9,0.6295458399083148,0.5618214730927186,0.5841151198874028,0.7010059616349131,0.0518735381803572,0.14465902116988935
2011,Stockholm,Method2_LatentQuality,1,Q1,23,357558.94,-0.44888978686091674,-0.37730669946926004,-0.5083964461930518,0.08047971203489089,0.6119537461567609,0.17008908296278596
2011,Stockholm,Method2_LatentQuality,2,Q2,23,70677.76,0.11602578787940467,0.11779949432707554,0.07995504889089189,0.15133827527820226,0.24481680025568578,0.12383316874334277
2011,Stockholm,Method2_LatentQuality,3,Q3,22,350418.79,0.20341612640314394,0.19776709303745152,0.17715164590134166,0.203946332017614,0.13653063140511093,0.10287963585171611
2011,Stockholm,Method2_LatentQuality,4,Q4,23,668900.89,0.301068671054047,0.2886165774061888,0.274679204988936,0.38886892199723894,0.08486501850475855,0.10913625847205935
2011,Stockholm,Method2_LatentQuality,5,Q5,23,1137676.36,0.6292204949971046,0.5636029946768971,0.587157401935628,0.7014927432765754,0.043740981830186,0.13714278074111624
2011,Stockholm,Method3_ConservativeQuality,1,Q1,23,341010.79,-0.44416101044610956,-0.3709817467966786,-0.5191829368601518,0.11634746680315879,0.6266101330602641,0.20147678006009617
2011,Stockholm,Method3_ConservativeQuality,2,Q2,23,75724.59,0.11516292246179426,0.114341198180431,0.08802031432822802,0.14886156053945826,0.2575832567853113,0.10918327386996694
2011,Stockholm,Method3_ConservativeQuality,3,Q3,22,361112.65,0.20092901263571547,0.19533083227174444,0.1788265353048773,0.1875292911869433,0.1179513085155678,0.09307583637589087
2011,Stockholm,Method3_ConservativeQuality,4,Q4,23,613923.51,0.30646554041313206,0.2885624908490041,0.2748106984689663,0.38120106775866963,0.08905454997877744,0.11820550615953299
2011,Stockholm,Method3_ConservativeQuality,5,Q5,23,1193461.2,0.6223366930270589,0.5631207610927342,0.5881450655602406,0.6914728139323494,0.029900133165210032,0.12071327815441062
2011,Stockholm,Method4_ProbabilisticQuality,1,Q1,22,340572.63,-0.46517753523232735,-0.3887695489607388,-0.5432311338466185,0.12124905617260782,0.6378887840992459,0.20775277868474193
2011,Stockholm,Method4_ProbabilisticQuality,5,Q5,22,1136291.2,0.6407817577441798,0.5737371254159928,0.599261161797467,0.7097644122119697,0.039635411793409785,0.13556716763975862
2012,Copenhagen,Method1_ObservedQuality,1,Q1,13,82076.62,-0.3999600006446856,-0.3075782499932058,-0.4529119232540811,0.014459285529997552,0.8205046690285098,0.140382477769694
2012,Copenhagen,Method1_ObservedQuality,2,Q2,13,18967.25,0.03435061612473819,0.04206282026443951,-0.0021075212674713626,0.03850112564523681,0.29120816792131066,0.10430801509021571
2012,Copenhagen,Method1_ObservedQuality,3,Q3,12,21578.46,0.12209658624965565,0.11971199525886471,0.09269921845433794,0.07488781081628942,0.16311304365774607,0.10520308813883282
2012,Copenhagen,Method1_ObservedQuality,4,Q4,13,47595.75000000001,0.25226122218211433,0.2372178252910439,0.21060285425617253,0.2747212332373196,0.07291009507175429,0.12626393902299113
2012,Copenhagen,Method1_ObservedQuality,5,Q5,13,640893.88,0.6047383396055982,0.5668032838617002,0.5699208138131927,0.8971866868616628,0.012623483355605427,0.10237125445865385
2012,Copenhagen,Method2_LatentQuality,1,Q1,13,82076.62,-0.3999600006446856,-0.3075782499932058,-0.4529119232540811,0.014459285529997552,0.8205046690285098,0.140382477769694
2012,Copenhagen,Method2_LatentQuality,2,Q2,13,18967.25,0.03435061612473819,0.04206282026443951,-0.0021075212674713626,0.03850112564523681,0.29120816792131066,0.10430801509021571
2012,Copenhagen,Method2_LatentQuality,3,Q3,12,21578.46,0.12209658624965565,0.11971199525886471,0.09269921845433794,0.07488781081628942,0.16311304365774607,0.10520308813883282
2012,Copenhagen,Method2_LatentQuality,4,Q4,13,44711.57000000001,0.2540908268362326,0.23509101206762614,0.20670851750623712,0.2772870891752149,0.07913338119605332,0.13630352654150585
2012,Copenhagen,Method2_LatentQuality,5,Q5,13,643778.06,0.60290873495148,0.5689300970851179,0.5738151505631282,0.8946208309237675,0.006400197231306403,0.09233166694013911
2012,Copenhagen,Method3_ConservativeQuality,1,Q1,13,82571.72,-0.39374955748443347,-0.2978962858539115,-0.4614731400347371,0.032946870724839324,0.7946513404331944,0.16666403779039354
2012,Copenhagen,Method3_ConservativeQuality,2,Q2,13,25425.05,0.038049143667919394,0.039746241483215705,0.0026848119582302227,0.05176318212123583,0.3451993028606504,0.10574828959950569
2012,Copenhagen,Method3_ConservativeQuality,3,Q3,12,21315.77,0.1149932156156195,0.11273898798546061,0.08873408034026538,0.06703844224978962,0.15432147743139155,0.0958924449944117
2012,Copenhagen,Method3_ConservativeQuality,4,Q4,13,38021.36,0.25073881364114026,0.2341622488080825,0.21413752855110466,0.25278301848883544,0.05911086675327925,0.11717613183713581
2012,Copenhagen,Method3_ConservativeQuality,5,Q5,13,643778.06,0.60290873495148,0.5689300970851179,0.5738151505631282,0.8946208309237675,0.006400197231306403,0.09233166694013911
2012,Copenhagen,Method4_ProbabilisticQuality,1,Q1,12,81033.84,-0.4296475823395069,-0.3314253317456885,-0.48178493886768264,0.01214838434116599,0.8424234806861834,0.13783210386647018
2012,Copenhagen,Method4_ProbabilisticQuality,5,Q5,12,640702.2,0.6243875790047125,0.5885425476406195,0.59443447606602,0.9273235152389049,0.006775758836451429,0.09269268579409111
