sigma_firm,baseline,sigma0_half,sigma0_double,tau_double,nu_loose,betas_3x_wider
41,0.061622990192022796,0.06118625387029323,0.0616246025125918,0.06149366663228139,0.06125454014896739,0.061492275462586926
43,0.03308063505035182,0.03275627395522142,0.03282376577249872,0.03294995712449617,0.032958279294213404,0.033089487026042544
44,0.020291651425079965,0.01996556443593153,0.020155777317816044,0.020135342176203965,0.020166793064541853,0.02004657118919417
45,0.029891363507737335,0.02999423469096414,0.02969122285862248,0.029964350777429767,0.030161672695147287,0.029838022523312337
46,0.03392089028856683,0.03370059151747821,0.03381993319858446,0.033924749036511194,0.033549185035101334,0.033582935779941175
47,0.04361965168157092,0.043769240901099765,0.04396561029841592,0.04395770039982581,0.04356884181088586,0.043793468792801916
48,0.07845927914300653,0.07863473952032661,0.07847840433415543,0.07823816619761856,0.07876824897368045,0.07859006385099322
49,0.04544025151754491,0.045610871321608064,0.045496548232034126,0.045685696258154315,0.04557685025962461,0.04525955905815917
51,0.032574627953010166,0.03241354385133935,0.03241732913273806,0.03249518750408957,0.032515072458444434,0.03252914555307155
52,0.014668903611939788,0.014676804036553475,0.014682362003148697,0.014702391834086968,0.014767845626005596,0.014819133724777752
53,0.029979722471429035,0.029761339631261933,0.030252362486534196,0.030010424551768108,0.029948647941078918,0.030135446213337014
54,0.0364985187084458,0.03638107874976751,0.03656243918899464,0.03663629673451662,0.036564746364132664,0.03666328140941398
55,0.017721507899224994,0.0178622011525763,0.017878338648462493,0.017913767747257805,0.01790710954411831,0.01800976872220327
56,0.11229720610506447,0.11148186050972983,0.11241814946135187,0.11246427838100037,0.11183060810794915,0.11228523959561718
57,0.09835762786308754,0.09766803526848299,0.09850612965605521,0.09826820756365852,0.09814974110064556,0.09814903628514313
58,0.022110721938948346,0.021921189685684777,0.022183793301677787,0.022043444288130574,0.02214234439984358,0.02198531998657668
59,0.019649473828772274,0.01960070380980753,0.01961861173004985,0.019685821255521013,0.019665697954565752,0.01953982254767221
60,0.03813284492742552,0.03815367536887612,0.03836225147326248,0.03837617474744147,0.03822618037825822,0.038370046926221715
61,0.04159380361745456,0.04129638697738261,0.04167684281708418,0.041380731695639404,0.041534647918982766,0.041606779451584155
63,0.03724362449153065,0.036908210459280874,0.03713002191859108,0.03732504063301183,0.0371701121268335,0.0373433718751089
64,0.025427480123198096,0.025347766650081337,0.025432860540910342,0.02526126313781708,0.025476271163184305,0.025492427301147893
65,0.05033461473663636,0.05047886777509439,0.050977209389250454,0.05063291472062599,0.050360003769055584,0.05110261828547567
66,0.06970266554400661,0.06956366259403697,0.07023799605592176,0.06989490338734025,0.06990680212215626,0.0697047506367804
67,0.02779563908510476,0.027359757939916365,0.02729464840990883,0.0276250958794144,0.027610211650724747,0.027382502868115836
68,0.06351381669893526,0.06321871716513366,0.0634092146204853,0.06325245708224128,0.06325010724995739,0.06323460496106226
69,0.04233110365185257,0.04229858405357891,0.04213111514293005,0.042307593423975366,0.0423524141899225,0.042213655615371944
70,0.17120860849978548,0.1690703751431987,0.1710090240436216,0.17107921488255304,0.17124122311229403,0.1701826986543497
71,0.0479110101770006,0.047847248645437726,0.04782071032195322,0.04780463626524258,0.04787054452694627,0.047730478550767834
72,0.029840239766697828,0.030003178021900216,0.029816563218503817,0.02980714042254773,0.029835862674824996,0.02987408610728146
73,0.054795420944501357,0.05461057434787787,0.05526802591638055,0.05477475383310389,0.054868936033908196,0.05511947662979879
75,0.03342298632834274,0.03339708536377253,0.03372604738247502,0.033711587545724314,0.03376475938650941,0.03378855691493421
76,0.05607592038639086,0.05585144773509378,0.05620569695985721,0.05607514890399269,0.05639018275155242,0.05628559037840838
77,0.09832859530978293,0.09779147049139496,0.09829517309321484,0.09830849283861284,0.09833568074465199,0.09843899637615093
78,0.12314296780941784,0.12195691711423857,0.1229015977504029,0.12272540290047468,0.12229642390619792,0.12285649337743378
79,0.08108717879694165,0.08094121095449572,0.08131788443002941,0.08064212117969134,0.08136379002888741,0.08116779684593564
80,0.03815582343696142,0.03848618492458802,0.03860543137547047,0.03810740291867223,0.03830001384434183,0.03828864726367242
81,0.047465961732504953,0.04733431973347177,0.047402920313927066,0.047493442149065306,0.04732771580862282,0.04697966675885297
82,0.02421693190514515,0.024004537335950624,0.02445357026746957,0.024554505772803797,0.023983533286238607,0.024318035088487084
83,0.20121977662256424,0.20050575619470049,0.20210814363392232,0.20213033866868724,0.20253054289055225,0.20160394950095678
84,0.10989087368503674,0.10901233599931956,0.10993459642357355,0.10992248008607004,0.10974118627279719,0.10972128823440633
85,0.018236296112680375,0.018231552700808454,0.01826900838540134,0.018441934425809575,0.018245608449242258,0.018189778394349376
86,0.008158724051127244,0.0081867933921568,0.008134324277558577,0.008041756945799028,0.008178973425231408,0.008060434206400464
87,0.0741914126785455,0.07362455812426259,0.07409590271379406,0.0734306024917539,0.07361873164396036,0.07341980377763929
88,0.1799797336362144,0.1771660215608917,0.17938532702373317,0.17877701702766316,0.17930112197263653,0.17903373200784575
89,0.11167655533951457,0.11160880478167441,0.11278819207051878,0.11250132343990904,0.11224200205154117,0.11244621314005622
90,0.02243996875692341,0.02229956526460268,0.022277093541652852,0.0223894066025385,0.02267268257847497,0.02230383942693403
91,0.10252999488504878,0.10230557049316145,0.10283085195425264,0.10280093095551462,0.10246932923402825,0.10305105239504246
92,0.07978567642372077,0.0801152483240931,0.08004804632002702,0.08006748621895368,0.07974160059753536,0.07970350432159899
93,0.048488104004391894,0.04829476023236707,0.0486890266648223,0.048732513177270904,0.04853160113800656,0.048588973511961106
94,0.07057241725768262,0.07003008856531462,0.07055100042333896,0.07035846381646095,0.07018699584627631,0.07046045482446955
95,0.06624574915054296,0.06620178528270017,0.06666776484418085,0.06589124664306895,0.06615647797816392,0.06636412703708854
96,0.017175906346562637,0.017370838433118704,0.017207787135149324,0.017313756813115182,0.017242298023616733,0.017209567642308826
97,0.03957890165042971,0.03927888048949233,0.03967313482590511,0.039566437143409114,0.03936979391034233,0.03944760219142569
98,0.051176748763041756,0.050795109811243216,0.05126184342739798,0.05117160537113724,0.051275965208675854,0.050974809830612
99,0.05993812221995603,0.05960316061037026,0.060301983717203696,0.05931979112545582,0.06020091332883773,0.06002633899801696
100,0.04675506869394452,0.04658265610010901,0.046774086659611504,0.04674074047421298,0.04685803506955215,0.046520737483851195
101,0.04566239365922353,0.04524782382985561,0.04565385498508358,0.045318292888288314,0.04532007034665888,0.04514320181259898
102,0.04526268445690572,0.04537423952842185,0.04557567023002783,0.04506841634734885,0.04536646011045918,0.04564376298291718
103,0.030284716582500933,0.030296331719199838,0.030166728446743417,0.030483579259680923,0.03044629254778454,0.03054094994196167
104,0.032637402030150475,0.03263696616146449,0.032740999115218564,0.03234929605663789,0.03267400187148717,0.032770062170995984
105,0.05530027564401383,0.05489063594187936,0.05527810248026665,0.05499137859506948,0.0551623362743705,0.05512323961273646
106,0.046017754781345045,0.046162353172786545,0.04643909109888756,0.04605162224248785,0.046143566379167306,0.046459758703676274
107,0.07354485097834432,0.07337104993046692,0.07340881658980905,0.07342657146048512,0.07341233130818538,0.0733613740090746
108,0.028236610685506276,0.0281151021127009,0.028396761026332016,0.028310608588741484,0.028042259498296022,0.02812210908295601
109,0.004330393653593583,0.004282164593143212,0.004378753772671728,0.004349919024323661,0.004394060324580233,0.004528491154136344
110,0.01798800859538662,0.017857780953509154,0.018096846537756606,0.017957430317645292,0.018036118355933977,0.017916544377113323
111,0.014973494317157414,0.014863566384433815,0.014860642645208387,0.014936311279810028,0.01495725874428413,0.01503101765328297
112,0.07644642054182586,0.07626214872303201,0.07627634277513645,0.0761774707472417,0.07658274211340965,0.0765789111808122
113,0.063650155976793,0.06356680346443577,0.06374057584086126,0.06375838166244248,0.06409160454571505,0.06389754280546912
114,0.04980219012863915,0.04973332149769327,0.04973963571631334,0.04985902864543115,0.0499436819272774,0.049717577116925704
115,0.05847874384222505,0.05814277178042081,0.05838487425975136,0.05832120681167486,0.058198811456567114,0.05840156046762194
116,0.03473096789315781,0.0347267429976498,0.0345035700968753,0.03462925433583144,0.03468756710458754,0.03488523551655655
118,0.10352431992730564,0.10173482838352318,0.10258383901800676,0.10258134375266041,0.10310106736076176,0.10220302700254319
119,0.21079523555264704,0.20909597348003453,0.21030647481459525,0.210628032242824,0.2107861043574557,0.21074062829284831
122,0.011337231641879839,0.01131628131204589,0.011410232850244052,0.01141728468720147,0.011424119865683256,0.011541573475075593
123,0.029202682114998494,0.02912588563410921,0.029309813910493743,0.028977440526446917,0.029310763477042704,0.02907586312923149
124,0.01636363283630145,0.01657222856318603,0.016613557947530177,0.01651849388007667,0.016540807321457074,0.016538906839047046
125,0.08997840727771049,0.09013726845366965,0.09065924090224337,0.08978694737086729,0.09005028017171274,0.08973958732405657
127,0.06467800985500749,0.06462861164247673,0.06455776956768673,0.06452822638314126,0.0641990909241746,0.06453170708691201
128,0.05157902545467793,0.05129173759345146,0.051456235977096906,0.05134419844042673,0.05179312613298911,0.05178946017296635
129,0.04426629780885443,0.04411468523649633,0.04439083008194934,0.04408904104772716,0.0442948466855554,0.04413504292119589
130,0.06470702944092521,0.06414981932929262,0.06444986759354189,0.06495236005871863,0.06456110990850354,0.0639799623411815
134,0.028310846578130773,0.028155879528841854,0.028356094699581284,0.028020962077767345,0.028010620628106095,0.02808130892420152
135,0.020944022312409077,0.020684642758149106,0.020726095529882034,0.020937291166308488,0.020881920416996724,0.020834288653823647
137,0.03530508650548303,0.035288772071652784,0.035456670877149814,0.03540356564966196,0.03538641138734741,0.03562728013581849
138,0.08101238751196776,0.08100037052254896,0.08160638055023711,0.08107636346036787,0.0813604300361117,0.08086158736823988
139,0.04928815507970518,0.04958571047125405,0.049737354966743565,0.04976339023274714,0.0492692839658479,0.0491912073439707
140,0.0415064388254123,0.04144832763086409,0.041738550666255966,0.04190824697062161,0.041777442450636595,0.04176931255121391
141,0.02667487875687997,0.026810395599027766,0.02680417314726728,0.026607610308156573,0.026928590467206394,0.02699832159614542
142,0.020430332367685818,0.020409641833217636,0.020408946773960313,0.020547756999385575,0.020534433509306085,0.02013359963981185
143,0.03268490806825754,0.032213033728182995,0.032882513700700326,0.03230991149622993,0.03275846068494818,0.032617337950795605
144,0.05242821627049571,0.05222812998431837,0.05224803692832382,0.05212118586536086,0.05236231735199643,0.05249587190115474
145,0.08086420935952016,0.08000614864787617,0.08035331469217698,0.08064696180125036,0.08063903907773197,0.08055613778948019
146,0.046844293531549265,0.04661944615646561,0.04754084553216873,0.04703809021377119,0.04700359612976694,0.04689111414755413
148,0.10005069188025632,0.09952015545427884,0.10032212251783995,0.0996566794165719,0.10022239733650379,0.09985312242207393
149,0.03665122018181166,0.03659610127414392,0.036627770789838254,0.03682789420239903,0.03686970637208214,0.03674255068190232
150,0.005062177967253675,0.005054724308043751,0.005068663486555956,0.0050809282574650625,0.0050328605125276845,0.005008720285850966
151,0.10608661243430166,0.10581054753416279,0.10621039768329985,0.10578861985974855,0.10556776564613864,0.10584302771690401
152,0.044109958603559,0.043866675307035204,0.04388962213745574,0.04389802797595798,0.043834652642743326,0.043703535904107145
153,0.01802442787579819,0.01802109817575334,0.01809401848902801,0.01803185926341396,0.018103974090054428,0.018108518394181566
154,0.022905174859755333,0.022959186118674996,0.022894022610901676,0.02302489842813395,0.02287060626180282,0.02293293328723957
155,0.04500379563521257,0.045287725973886354,0.0448895220248327,0.04530860247487101,0.04494855657285484,0.04510636223753052
156,0.08980538309844265,0.08957733507429996,0.09019013311201625,0.09009889297471972,0.08933926434763888,0.09008962405009606
157,0.006818889802667704,0.006799087080169772,0.0068339109647927035,0.006842833756628848,0.006813770363713993,0.0068884857301973815
158,0.06551756560430852,0.06547335850903802,0.06591704702096167,0.06565470806331887,0.06577553736757734,0.06573417896608559
159,0.017556751492967357,0.017513723737645814,0.017477194322921257,0.017699522733777534,0.0175845803519852,0.017525543976658425
161,0.022216976855419106,0.022142395524476895,0.021982739542952334,0.022216711416331462,0.02208185358384403,0.022234167094632263
162,0.030889701932229858,0.03085774586907898,0.031062880194644402,0.0310901971948778,0.030864394607685502,0.03110515473567904
163,0.022550615198312716,0.022688111841157068,0.022593602738880225,0.02257201673424644,0.02273067917061852,0.022421788993593584
164,0.018568542930962398,0.018418168790510114,0.018516107182490776,0.018464238031061026,0.018490472187855867,0.018440743236059064
165,0.038860370838677265,0.0388097957618188,0.03869677897987304,0.038602063270344315,0.03884572811503588,0.03854694509423028
167,0.009029431302191873,0.0091120113385757,0.009106941638720785,0.009190548656476456,0.009088904732804975,0.009095658778015969
169,0.19475425863284643,0.19388621428795824,0.19520656689734905,0.1947646900500902,0.19488144823320996,0.195216394953502
170,0.05098457076657047,0.05048828235796567,0.051087991955061446,0.050643344536112474,0.05046065645009383,0.050671339926614385
171,0.004398370713465176,0.004366047229477991,0.0044174340834505,0.004351531521864483,0.004336420075764698,0.004425481631745925
172,0.021830049602499287,0.021767577304113512,0.021941165171032763,0.021863533377079594,0.02184043029136421,0.021858076632318497
173,0.032748170514408405,0.032864951563022826,0.032634472264475085,0.03281864557438527,0.03283298342656436,0.03251180532619331
174,0.03977911735561266,0.03981063477349381,0.03968714286525062,0.03988770478097651,0.039607122706746094,0.03958993079362735
176,0.039655295840800464,0.03933755426547443,0.03940211830422285,0.03956879622694027,0.03962784487480286,0.039261174567867464
177,0.02256546718706992,0.02257656436015486,0.02265648979292753,0.022547501756439395,0.02249256269712606,0.022582067813896007
178,0.03210201166555944,0.032266199124126704,0.032361390422820456,0.032253882881128806,0.03228166950648652,0.032378196883539025
179,0.02609541957162019,0.026082713265125488,0.026163609879779896,0.026137029168729498,0.026143591662165518,0.026194692170635653
180,0.03824475848320492,0.037919919708033704,0.03863589925623019,0.03837675607343531,0.03847854575862583,0.0380416543856
182,0.043975630874961445,0.04391840231341433,0.044160004752162016,0.04391303079657939,0.04377182070569898,0.04385049920374682
183,0.03138094577269883,0.03107035818209076,0.03118194958178528,0.03135932460698559,0.03122986176442207,0.03126724226558793
184,0.03378433714663985,0.03355757360717292,0.03368800952443051,0.0337894280763804,0.03384682951169524,0.03360953682531353
185,0.018143570551399608,0.01779946789579529,0.018090101310437614,0.017850301188172647,0.017879432587769185,0.017918658825229635
186,0.07582503087336172,0.07564617375682131,0.07558934898627366,0.07599218367004987,0.07592246561510844,0.07582065930949504
187,0.09690746948958807,0.09658475759018818,0.09728557026764956,0.09676193831232993,0.09694788064235939,0.09662036050244445
188,0.06772362587804319,0.06791978679563333,0.06772740679464848,0.06791300626517999,0.06769714719073625,0.06766508327381998
189,0.008424605725762141,0.008489350604504484,0.008379195744740947,0.008481567557377038,0.008383161601896439,0.008410301957640136
191,0.08119841563765803,0.08058611069782186,0.08124243762358316,0.08150025105581746,0.08115423824657113,0.0814826704340053
192,0.02989301638838687,0.029960093241157216,0.029966871895805217,0.030027956787398145,0.030055092278262717,0.030260166556425532
193,0.15634441762653298,0.1546912155798349,0.15610147729824594,0.15488835320276625,0.15614520654370742,0.15539475580862006
194,0.08724227326143134,0.0870927888370735,0.08747835822403979,0.0875982033030393,0.0869546144243599,0.0874975235498243
195,0.01703157810121332,0.01698548997188337,0.01710882466633706,0.017037344682779593,0.017084395514074473,0.01707867294520033
196,0.035812883110976315,0.03580350676037965,0.03562728268229027,0.03547206929645634,0.035801753973963575,0.03598188292974304
197,0.09493598945934852,0.09502540206654934,0.09461894820130326,0.09472627937466206,0.09496223681689915,0.09496572865375424
198,0.023406033225100143,0.023492357735240586,0.023479295104191496,0.023358967029678383,0.023616220070437247,0.023432944997436103
199,0.06951144870914872,0.06862853964360592,0.06902468845180243,0.06916424015377941,0.06946873726681214,0.0692612339842205
200,0.07013177660466986,0.07041327723101928,0.07048997209595723,0.07020856871082756,0.07068001137829637,0.07085527924690872
201,0.026008761219071475,0.025972468352045766,0.02580529054378639,0.025722843964965787,0.026097379827143163,0.025801384818735236
203,0.020215272840036845,0.020157488241910496,0.020382323997373775,0.02012689497212517,0.020265353299428857,0.020213438833686433
204,0.12599188870415184,0.12549408717689292,0.12603908172822179,0.1254196011354915,0.12572748999005406,0.12584592336947142
205,0.051766811474090936,0.05194679974760631,0.052203469722810904,0.051827122735760726,0.0519793320093152,0.051921921527314153
207,0.020545557123600736,0.02005559306174478,0.020468860327676704,0.02035459672820555,0.02040795267011545,0.020241930982266128
208,0.04187588402364095,0.04163621848346032,0.04163550276366819,0.041668478367698124,0.04174298072501507,0.04167931160834027
209,0.10236537736744372,0.10189302062524215,0.10246909124736515,0.1025281495166414,0.10254732878584708,0.10258454935757046
210,0.03344775854154659,0.03344245787329764,0.03357381987189156,0.033297352555582645,0.03350361317808415,0.033587176956398866
211,0.03340537156762854,0.03346846184902367,0.03340037824410036,0.033403230396994964,0.033489393038046864,0.03362848825978261
212,0.006119824742968437,0.006081531951893178,0.0060954506975003184,0.006137447580705066,0.006101468038227386,0.0060756044770639535
213,0.04303470585229511,0.042750355581388295,0.042761081454710984,0.04282826819528581,0.04293764397292628,0.0429536470781848
214,0.024960486503339395,0.024933034749530084,0.02493237929149545,0.024736313393573756,0.024889192728290325,0.024928111878137406
215,0.0569945299681462,0.056762908383633154,0.05702291827337949,0.05664108591144903,0.05682915186793192,0.05712921524171465
216,0.020616048644105836,0.020727077240667923,0.02059835392141026,0.02065783222372875,0.020662981452917784,0.02063589241831155
217,0.024659736727291246,0.02465421584273266,0.02451791354082879,0.024629962760511406,0.024662414608724263,0.024632066034895626
218,0.05911547346270906,0.05789074663990713,0.0594218310261079,0.05900808956848299,0.05894229028686953,0.05887306449281185
219,0.0390547529709705,0.038769650769794856,0.039068521150004414,0.038688698617533324,0.039098553251883335,0.039163112473033355
221,0.06754630667468643,0.06741311529636974,0.0674848106224218,0.06803897144958883,0.06767043323768557,0.0677258963520651
222,0.04622484469597245,0.04607826725460497,0.04660087885889584,0.04620817838118992,0.046431292952832895,0.04657398705344223
223,0.05268440960148516,0.05239139087046824,0.05222061022389949,0.05254707020956082,0.052177577931507485,0.052423602933447784
224,0.040823908858180685,0.04081805354585321,0.04132479939366093,0.0405713280245647,0.04072341279809089,0.04074641870070165
225,0.04345857769761239,0.04310323451524132,0.04343614277690821,0.04327799903673287,0.04330626037092126,0.04310223687633124
226,0.040470974138725364,0.04028466468502191,0.04046343872181224,0.04038686025562276,0.04048437637337325,0.04023377581836535
227,0.02765074625446657,0.027621187792594194,0.027518272792135586,0.0278917287445191,0.027791808645795824,0.027632178561459057
228,0.18001395442835622,0.1789679572060484,0.1803117224478008,0.17979048192291672,0.1796717504468832,0.17981494722416075
229,0.01233221534102651,0.012267726324323843,0.012273560439555383,0.012269334404749524,0.012367869349797346,0.01221479269860951
230,0.04013869079049571,0.04008504846083278,0.03981696881238706,0.040029906071442224,0.040207903467351536,0.04014172114716913
231,0.09911081203042629,0.09891955770400157,0.09947494898591798,0.09917290494877548,0.09854518520653902,0.09890704648844209
232,0.11415258187370143,0.11402997307714151,0.11477445497901097,0.11434240227666222,0.1147990692817061,0.11396659140582337
234,0.06554227292529781,0.06534266463252819,0.06568970798354866,0.06584861863379096,0.06571244097166047,0.06577649210873057
236,0.01647038687551864,0.016814809680230636,0.016846924686435182,0.016923906797931532,0.01680021316167592,0.016849711959817437
237,0.04787586834788146,0.04776468590335727,0.048083015276864795,0.048085287708018946,0.04787105369438447,0.04778498587623888
238,0.015605779705599364,0.01561478237105904,0.015619626839078169,0.01555280140880314,0.015765007769910296,0.01587853533137646
239,0.04478523502851595,0.04484998516110546,0.04524358593561853,0.04477398842320512,0.044714850031623794,0.045010112545620734
240,0.040410732034915346,0.04021014242096216,0.040662375632810215,0.04019818037582354,0.04068151294808566,0.040511089601518356
241,0.021308160991934867,0.021232125399677233,0.021009075652305653,0.02122607587141375,0.02109364790803316,0.021197661008326214
244,0.028290641459431064,0.028168338359353257,0.028339035393075283,0.028327609970698588,0.028274847449829443,0.02825685508155667
245,0.06323009744981932,0.06268470840848195,0.0628137659678843,0.06307594835345681,0.06322622035707277,0.06283565154577128
246,0.02924954453287682,0.029155145501772867,0.029160172871118214,0.029350924395192,0.02932626079439407,0.029486157370579223
247,0.03813790398419707,0.03795812472592583,0.038160360265423174,0.0383609856141888,0.03813995884561969,0.03810212958394493
248,0.037681447439910816,0.03749577642102237,0.03771401702512558,0.03758005875569731,0.037496734634345955,0.03770428363587049
249,0.03041815054425504,0.03032016018131506,0.030340707595851925,0.030490491579246676,0.03044721117398088,0.030542413214494777
250,0.03459277541042784,0.03476292068350576,0.03478633573900146,0.034944771306782946,0.034824674313416244,0.03464729358339441
251,0.06949291020385438,0.06926019200028197,0.0694326771987797,0.06943878904678318,0.06988919295274713,0.06991993054901723
252,0.04224941539280263,0.042742928213125184,0.04262229265709462,0.04237054065000201,0.04243152674790579,0.04250793040095573
253,0.03168709589565647,0.03158246942496182,0.03200784718747846,0.03195509131494364,0.03193039890591808,0.03157613653341584
256,0.03072124185283278,0.030344816156280898,0.0306148530341034,0.030647708903172678,0.03068548034094876,0.03060817157056353
257,0.03192915720583139,0.03195495469330402,0.031954909637072565,0.032105045176514205,0.03190301112752235,0.03177067517156624
260,0.036645273182896974,0.0364639122966125,0.03682816622034169,0.036827868505163584,0.03678817706612406,0.03666467163543977
261,0.061914636794686256,0.061838722698759854,0.06210371189414559,0.061899027040428274,0.06202266649304904,0.06199911881479627
262,0.07036021885295066,0.06976509680055112,0.07020651521367427,0.07017280421076263,0.07013976770307054,0.07002268562531339
263,0.07126731603726519,0.07081064847702702,0.07161544539031364,0.07142112073822311,0.07133286979216755,0.07140684971924131
264,0.055972041148162156,0.05590660864831632,0.05599635160895881,0.05589769695970087,0.056177008268341586,0.05633537937091184
265,0.1703606658860824,0.16993931931274467,0.17149873007060082,0.17098244491254214,0.1705420745077932,0.1701490309857784
266,0.04499998748280325,0.044879463166867715,0.04518774431020746,0.04498665037757834,0.04525623701929943,0.04484921090071355
267,0.0373428781382969,0.03703423118052821,0.037209504763973285,0.03714553176753494,0.03722911050267625,0.037294814201215824
268,0.039511723565369375,0.03962002793623323,0.03972186205879016,0.04000065305174012,0.039764309584817345,0.03984115000179529
269,0.19237070902629716,0.18993857772537137,0.19233149392363127,0.19151397835691508,0.19169813148336462,0.19247908002472403
270,0.014710313253623236,0.01474506271044008,0.014739173675165765,0.014835116110463831,0.014674694715095303,0.014512321563577834
271,0.04669643569902867,0.0466483117267185,0.04665919539069083,0.04672201447099021,0.04668496125169241,0.046762445582796505
272,0.03779415166127224,0.038132626325188136,0.038011442754549624,0.038049422527226255,0.03811095050940072,0.03772830464454265
274,0.041754219051769334,0.04142641786876868,0.041527567409327705,0.041546972855092686,0.041546005925878066,0.04142673487122479
275,0.003028993578134889,0.003036651841090352,0.0030372949722671976,0.003012682955896452,0.0030220519502881923,0.0030424568902299855
276,0.0444179767095934,0.04433248372811964,0.04467559577852305,0.04454899872036141,0.04445015868111652,0.04439062669639465
277,0.08261027690774783,0.08292024137385014,0.08274589610725716,0.0827263905550502,0.0828846976928014,0.08278098631042834
278,0.03724756775362544,0.03697846964811672,0.03736970762016802,0.03739573373904631,0.03745796394162078,0.037123658327463185
279,0.018618576476759914,0.018375791972536155,0.01857258524367868,0.018446176181635562,0.018458311525652287,0.018524996758500334
280,0.058595684739730244,0.05820582684478997,0.05841175636134162,0.05826765222185016,0.058516408014028284,0.05795181159884781
283,0.0687773588700899,0.06818206433785613,0.06835437572456987,0.06820951449652518,0.06869741535777575,0.0685466535859376
284,0.025300600533571936,0.025378246196892194,0.02525012236966972,0.025544006350658958,0.025486905229657825,0.02538193569909148
285,0.01941229561053221,0.01941846966106252,0.019465800342599975,0.019346395471845187,0.019344467259406983,0.019429967620755842
287,0.017482639769032478,0.017261327059280143,0.017493127387018692,0.01740605663191214,0.01741570271533703,0.017350234274898606
288,0.07901834550331523,0.07892612627663496,0.07978841905631527,0.07856190000579306,0.07950393742011588,0.07946811968647761
