Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc,sigma_acc_measure
2020,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,13920.24,1253.04,9019.81,1634.17,375.91,5848.57,23262.7,2070.5,28589.95,21055.07,5661.910000000001,0.0,138.17,10127.7,40.72,44272.77,0.1706066429199423,1296.4799999999996,332.26,1932.0199999999995,818.4000000000001,-68.53999999999996,-217.93999999999983,21490.3,22376.5,-0.009739682255938142,2070.5,1449.85,2059.010000000002,0.06479342167005564,0.09253010971331531,0.09201662458382687,0.26137108126829484,509.12,0.02275244117712779,True,2,3,3,0.05530218393659728,0.05004001573053756,0.025057471053122848,0.026481083970145876,0.10046558040943851,8000,student_t_residual_sd,0.02746231477768164,0.02541968681657231,0.011195325441167704,0.01363050409479953,0.04827905534331648,8000,0.05530218393659728,student_t_residual_sd
2021,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,17572.09,975.25,11842.36,2272.99,288.39,5572.87,26467.26,509.12,35530.25,27758.13,5601.34,0.0,121.26,11479.93,46.77,49186.61,0.1778063105659033,3651.8500000000004,-277.78999999999996,2822.550000000001,638.8199999999997,-87.52000000000004,1658.389999999999,23262.7,24864.98,0.06669581073461547,509.12,2070.5,6940.299999999999,0.0832697231206299,0.020475383450941846,0.27911946842507007,0.2241252556808813,-69.36,-0.0027894653444322094,True,2,3,3,0.05598626620995415,0.04891472991205801,0.04406245609395981,0.024462928349035372,0.10367118412425849,8000,student_t_residual_sd,0.02577745256512843,0.02342808172700879,0.010982832067521691,0.01234734376434317,0.04681864154254539,8000,0.05598626620995415,student_t_residual_sd
2022,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,21746.99,1426.02,13116.53,2820.97,606.17,6536.15,31993.6,-69.36,47911.04,38633.83,6999.72,0.0,241.34,14152.86,44.24,43451.25,0.1434201350980129,4174.9000000000015,450.77,1274.17,547.98,317.78,3315.720000000001,26467.26,29230.43,0.11343384274538558,-69.36,509.12,12380.79,0.017417465292162995,-0.0023728696430398047,0.42355825761030547,0.22360772660545875,5288.9,0.18093815246645362,True,2,3,3,0.053311101425515164,0.049082314569445576,0.02270738168478074,0.025517650754563605,0.09516766902257293,8000,student_t_residual_sd,0.03006904605632613,0.02791175848722302,0.012314525020762976,0.014626954726987874,0.05285582252242019,8000,0.053311101425515164,student_t_residual_sd
2023,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,18941.27,1513.17,9702.19,1726.6,523.52,7543.69,30757.67,5288.9,45810.59,34134.009999999995,7785.05,0.0,316.5,17232.79,56.38,58743.62,0.2067785787287649,-2805.720000000001,87.15000000000009,-3414.34,-1094.37,-82.64999999999998,-655.5500000000011,31993.6,31375.635,-0.020893601037875444,5288.9,-69.36,-2100.4500000000044,-0.0022106325497475987,0.16856710629123522,-0.06694525863779345,0.2404314685583256,2391.98,0.07623686341328231,True,2,3,3,0.05482806976201104,0.05112128763496428,0.02145159854379017,0.027166250498549076,0.09435974649782751,8000,student_t_residual_sd,0.033533971871276026,0.03135090271671971,0.012931496505108558,0.016723518927164435,0.05725775570517283,8000,0.05482806976201104,student_t_residual_sd
2024,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,23278.14,1964.69,12032.83,2129.19,907.81,8304.96,35352.1,2391.98,45817.77,32600.87,8416.67,0.0,288.83000000000004,20651.36,63.74,84218.39,0.2177831630066954,4336.869999999999,451.52,2330.6399999999994,402.59000000000015,384.28999999999996,2341.5899999999997,30757.67,33054.884999999995,0.07083945383564336,2391.98,5288.9,7.180000000000291,0.16000358192140135,0.07236388812122627,0.00021721449038471295,0.25124758413166465,,,True,2,3,3,0.04949957801445987,0.04589699651554718,0.019183653242982393,0.025433006102701276,0.08525295129462507,8000,student_t_residual_sd,0.03220242027276673,0.030017098569674844,0.012203207516710548,0.016561361214375903,0.05508751284560485,8000,0.04949957801445987,student_t_residual_sd
2013,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,160301.98,14644.05,101155.55,2748.03,0.0,37938.64,291570.64,21471.25,245970.09,350969.37,44458.94,8640.22,2292.3,113306.35,3215.14,356410.22,-1.2281880363871074,4526.850000000006,-843.3400000000001,-4396.809999999998,-11365.3,0.0,-1598.2999999999956,272976.41,282273.525,-0.005662238426363208,21471.25,21974.24,17237.959999999992,0.07784732911101032,0.07606540500034496,0.06106828474260911,0.13440381984105665,24245.53,0.0858937443743617,True,5,4,4,0.08251328213881359,0.07776761595491853,0.028261084115078133,0.04592842034731464,0.13609605423592205,8000,student_t_residual_sd,0.055728769475602534,0.05272545363705196,0.018330207774502744,0.03122838427445229,0.09070467204383702,8000,0.08251328213881359,student_t_residual_sd
2014,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,186695.39,16572.9,116413.76,2637.62,0.0,42231.74,335134.14,24245.53,251157.22,360876.92,47709.15,9452.29,2282.67,121561.97,4079.71,354972.01,-1.195934581581526,26393.410000000003,1928.8500000000022,15258.209999999992,-110.41000000000031,0.0,9095.94000000001,291570.64,313352.39,0.029027830296746767,24245.53,21471.25,5187.130000000005,0.06852109856254807,0.07737464520375925,0.016553663433044197,0.13477395209910478,30784.13,0.09824124845513385,True,5,4,4,0.06821546302190981,0.06467956814919651,0.022528096668335145,0.03837125889658197,0.11034330544094097,8000,student_t_residual_sd,0.05235391863710619,0.04989309840517697,0.017207061234951596,0.029406149571515654,0.08471983254575799,8000,0.06821546302190981,student_t_residual_sd
2015,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,201193.85,16238.71,140057.79,12853.07,0.0,46638.78,365578.77,30784.13,286079.58,408740.41,56279.01,11336.43,2305.99,128009.14,4481.78,354038.16,-1.2824229766085102,14498.459999999992,-334.1900000000023,23644.030000000013,10215.45,0.0,1404.0699999999815,335134.14,350356.455,0.004007547113695911,30784.13,24245.53,34922.360000000015,0.0692024641018816,0.08786517148656502,0.0996766564497863,0.13311808398107006,32266.61,0.092096519243523,True,5,4,4,0.06274795367030195,0.05934060601516146,0.02148792768576747,0.034333570276913965,0.10262688421823443,8000,student_t_residual_sd,0.04469274804839236,0.042483026495464676,0.015112512513469449,0.024202279076671968,0.0726036699420726,8000,0.06274795367030195,student_t_residual_sd
2016,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,181826.12,14717.45,130841.91,8662.91,0.0,40965.29,338587.67,32266.61,284026.77,404377.95,55826.35,10915.06,2191.41,115692.62,4335.77,389616.79,-1.3951189381112248,-19367.73000000001,-1521.2599999999984,-9215.880000000005,-4190.16,0.0,-12820.750000000007,365578.77,352083.22,-0.03641397621846337,32266.61,30784.13,-2052.8099999999977,0.08743424352912929,0.09164483896733279,-0.0058304681489790905,0.11635115697930734,31401.58,0.08918794823564725,True,5,4,4,0.05320792276049613,0.0498394617144587,0.019827843078870495,0.028412443930751433,0.08986834125762118,8000,student_t_residual_sd,0.03390755706742021,0.03182307770054357,0.011961522620976096,0.018521014394450173,0.056286952328228605,8000,0.05320792276049613,student_t_residual_sd
2017,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,181661.95,16110.34,135161.08,5958.28,2568.79,31219.43,356659.81,31401.58,208263.81,286821.49,47759.490000000005,8373.2,1934.19,121619.53,4349.71,460397.97,-0.9516462907928952,-164.1699999999837,1392.8899999999994,4319.169999999984,-2704.63,2568.79,-6012.069999999967,338587.67,347623.74,-0.01729476243480945,31401.58,32266.61,-75762.96000000002,0.09282050184489701,0.09033209296925464,-0.2179452991329074,0.08980810689166396,23803.03,0.06847354556394795,True,5,4,4,0.04129260797939272,0.03816995256731952,0.016483819741725792,0.021231737274354717,0.07245524895011532,8000,student_t_residual_sd,0.02696262740542046,0.025047377382228342,0.010454885294483404,0.014006422057330598,0.046734313123821127,8000,0.04129260797939272,student_t_residual_sd
2018,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,188885.18,17130.54,159358.1,17545.2,2246.06,35703.75,383912.47,23803.03,225184.52,311262.94,52441.57,9337.24,2132.83,120527.14,5027.72,344347.01,-1.0458820948866496,7223.229999999981,1020.2000000000007,24197.02000000002,11586.920000000002,-322.73,-6729.800000000036,356659.81,370286.14,-0.018174593302358103,23803.03,31401.58,16920.709999999992,0.08480355219344694,0.06428280032301506,0.04569630934606408,0.09642205349625022,20455.53,0.055242494358552004,True,5,4,4,0.04218695412524735,0.038496581077722865,0.018816432365466502,0.02016435925391401,0.07631468319540395,8000,student_t_residual_sd,0.023572105994128522,0.021682791214094534,0.009657736605269824,0.011566253886605413,0.04177728429828394,8000,0.04218695412524735,student_t_residual_sd
2019,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,232258.91,18531.2,177903.05,20076.2,3116.33,34867.8,404754.47,20455.53,246152.57,335593.82,58463.22,10540.1,1891.59,118736.64,3985.39,443564.68,-1.134726666434706,43373.73000000001,1400.6599999999999,18544.949999999983,2531.0,870.27,26829.390000000025,383912.47,394333.47,0.0680373136979725,20455.53,23803.03,20968.050000000017,0.06036269252011502,0.05187368447319473,0.0531733966178423,0.08842211643865788,15932.56,0.04040377297925028,True,5,4,4,0.061283135791528616,0.05661315442158774,0.02528273464568608,0.030575756288693988,0.10876233228496934,8000,student_t_residual_sd,0.03204497580244103,0.029916093120590605,0.012085091656166514,0.016440314775425183,0.054945657931664414,8000,0.061283135791528616,student_t_residual_sd
2020,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,164918.71,15139.99,132236.91,11091.22,3388.27,35804.15,352448.76,15932.56,245943.02,343608.77,56672.11,10606.02,2258.6,134544.36,2693.46,501106.31,-1.0637770258956318,-67340.20000000001,-3391.210000000001,-45666.139999999985,-8984.980000000001,271.94000000000005,-26995.89000000003,404754.47,378601.615,-0.07130421247674823,15932.56,20455.53,-209.55000000001746,0.05402916730822714,0.042082651971783056,-0.000553484168312429,0.0945694592454393,28620.29,0.07559473828446295,True,5,4,4,0.0752074753325137,0.06964969663140533,0.0301420771038782,0.03801514430217446,0.13184141115748016,8000,student_t_residual_sd,0.037446174100764895,0.0353331091586602,0.013528023434702455,0.019508435647684258,0.06325014499075218,8000,0.0752074753325137,student_t_residual_sd
2021,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,164641.26,21329.83,137102.71,12188.47,3328.93,35623.1,354557.74,28620.29,248773.02,334814.36,54842.66,10476.92,1272.01,137199.58,3328.93,667649.28,-0.9370275825168858,-277.44999999998254,6189.840000000002,4865.799999999988,1097.25,-59.340000000000146,-10295.179999999973,352448.76,353503.25,-0.029123296603355057,28620.29,15932.56,2830.0,0.045070476721218264,0.08096188648902096,0.008005584107076809,0.10077163364127487,12364.76,0.034977783089688706,True,5,4,4,0.08363218095202413,0.07582954041040153,0.05635632583221357,0.04107393056162199,0.14207260387035867,8000,student_t_residual_sd,0.03870970618870523,0.036813252419327654,0.013656606249738596,0.02040419609375399,0.06387803875507037,8000,0.08363218095202413,student_t_residual_sd
2022,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,191717.51,16624.66,161926.35,24834.13,3056.51,38314.11,383513.38,12364.76,282900.34,379224.42,60507.58,11202.26,1248.97,125169.88,4016.57,584258.29,-1.1369487279819208,27076.25,-4705.170000000002,24823.640000000014,12645.660000000002,-272.4199999999996,19331.01999999999,354557.74,369035.56,0.05238254004573432,12364.76,28620.29,34127.320000000036,0.07755428772229972,0.0335056058012404,0.09247705017912104,0.10382227121960821,45265.33,0.12265845058400335,True,5,4,4,0.07007471706049645,0.06537811994733392,0.026600411119857597,0.036448692649060324,0.11810329097364891,8000,student_t_residual_sd,0.03956915488374871,0.03718681153879454,0.014349859935964028,0.020763446062312858,0.06641627364377876,8000,0.07007471706049645,student_t_residual_sd
2023,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,215644.52,14503.33,182472.34,26422.21,6770.25,41979.58,414930.99,45265.33,340123.05,443600.22,72382.32,13896.14,2901.62,135911.69,6557.41,845479.27,-1.1571980871641638,23927.00999999998,-2121.33,20545.98999999999,1588.079999999998,3713.74,10804.16999999999,383513.38,399222.185,0.027063050115814554,45265.33,12364.76,57222.70999999996,0.030972126461358856,0.11338380405888517,0.14333549624753436,0.10515342477773373,50227.21,0.12581267245957287,True,5,4,4,0.07561246133423147,0.0714388221696102,0.025983822068120194,0.04117222037758615,0.1257181745577985,8000,student_t_residual_sd,0.046225890164492967,0.04384698625165587,0.015501564930766402,0.025643245512844966,0.07562431826249996,8000,0.07561246133423147,student_t_residual_sd
2024,ABB.ST,Abb Ltd,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,235940.57,15093.65,166552.97,3318.78,5512.36,45303.68,457901.32,50227.21,328577.28,399282.15,77870.97,13623.12,795.04,163882.03,6501.18,1143841.1,-0.7967202871691408,20296.050000000017,590.3199999999997,-15919.369999999995,-23103.43,-1257.8900000000003,11263.780000000013,414930.99,436416.155,0.025809722832098213,50227.21,45265.33,-11545.76999999996,0.103720564606505,0.11509017121513294,-0.026455872147995895,0.10380843944697693,,,True,5,4,4,0.06745585161701191,0.06375800824037826,0.023481027837169738,0.036854361325910696,0.11143731538900148,8000,student_t_residual_sd,0.043906836674449105,0.041545220368043735,0.015027516321205013,0.024145802890990536,0.0714775535282439,8000,0.06745585161701191,student_t_residual_sd
2023,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,1272.6,764.6,553.97,10.29,2.68,0.77,1735.93,-28.0,1628.64,1110.26,776.9699999999999,178.92,10.55,1151.56,0.0,1821.11,-0.078345896001945,-34.070000000000164,-52.18999999999994,79.49000000000001,10.29,1.8600000000000003,-49.22000000000024,1753.33,1744.63,-0.028212285699546744,-28.0,-279.61,307.59000000000015,-0.16026893954592092,-0.01604924826467503,0.17630672406183553,0.00044135432727856333,34.97,0.020044364707703065,True,6,7,7,0.061884201056924645,0.054198765604165935,0.03343957906399857,0.023423426223523686,0.12496701120620494,8000,student_t_residual_sd,0.037821571776538804,0.03341541430222432,0.020070889940377284,0.014593563844258245,0.07575659536218443,8000,0.061884201056924645,student_t_residual_sd
2024,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,1366.09,733.76,621.69,0.0,3.84,11.29,2066.55,34.97,1976.74,1199.55,839.9200000000001,191.26,6.22,1303.35,0.0,2922.64,0.0938427897341466,93.49000000000001,-30.840000000000032,67.72000000000003,-10.29,1.1599999999999997,47.48000000000002,1735.93,1901.2400000000002,0.024973175401317042,34.97,-28.0,348.0999999999999,-0.01472723064947087,0.018393259136142724,0.1830910353243146,0.005938229786875932,,,True,6,7,7,0.06401096062892384,0.05762254152660668,0.029812912620820777,0.028722784306135365,0.12104027949155441,8000,student_t_residual_sd,0.04165195720519783,0.037673148054387845,0.019139366869957892,0.019005393461699792,0.07758392654842725,8000,0.06401096062892384,student_t_residual_sd
2022,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,151.42,140.77,35.31,0.0,0.0,0.15,205.73,-119.02,0.0,0.0,140.45,112.22,0.05,170.24,0.0,473.46,-0.1661184210526315,-116.13000000000002,-114.1,10.850000000000001,0.0,0.0,-12.880000000000031,324.92,265.325,-0.048544238198436,-119.02,-116.82,0.0,-0.44029021011966457,-0.44858192782436634,0.0,0.0005653443889569396,-126.19,-0.47560538961650806,True,4,8,8,0.3242558514610241,0.3123381466515289,0.09811376595735394,0.1882480712525613,0.5001124402418896,8000,student_t_residual_sd,0.18330163454076787,0.17699848395175255,0.05315155040470893,0.10730360494179712,0.2773483787763181,8000,0.3242558514610241,student_t_residual_sd
2023,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,29.13,22.0,12.65,0.0,0.0,0.09,87.66,-126.19,0.0,0.0,111.97,80.88,0.0,74.83,0.0,117.36,-0.4154750768408393,-122.28999999999999,-118.77000000000001,-22.660000000000004,0.0,0.0,19.140000000000022,205.73,146.695,0.13047479464194434,-126.19,-119.02,0.0,-0.811343263233239,-0.8602201847370394,0.0,0.0006135178431439381,-63.91,-0.43566583728143427,True,4,8,8,0.279920971119796,0.2695323822893335,0.08145177793527669,0.1643666092867895,0.4269564718941365,8000,student_t_residual_sd,0.17141227833221542,0.1658246423654141,0.048932634551239286,0.10033306474633973,0.257606214160892,8000,0.279920971119796,student_t_residual_sd
2024,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,86.07,77.37,63.72,25.93,0.0,0.02,144.88,-63.91,0.0,0.0,69.38,51.66,3.7,81.16,0.0,291.78,-0.263923114834894,56.94,55.370000000000005,51.07,25.93,0.0,-23.570000000000007,87.66,116.27,-0.20271781198933525,-63.91,-126.19,0.0,-1.0853186548550786,-0.5496688741721855,0.0,0.00017201341704652963,,,True,4,8,8,0.2302554037146099,0.22093089983763872,0.07358704367082378,0.1277834447828876,0.3647115721906458,8000,student_t_residual_sd,0.15012779053746808,0.14471670429153993,0.047753919336274674,0.08305799026220542,0.2369511573174413,8000,0.2302554037146099,student_t_residual_sd
2014,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,60.17,6.64,32.7,6.36,0.0,26.11,134.99,-0.53,175.44,62.62,125.47,0.0,0.72,96.31,0.0,60.22,-0.1388225521752674,-10.11,-13.2,2.1200000000000045,0.16000000000000014,0.0,1.1299999999999955,148.5,141.745,0.007972062506613958,-0.53,5.57,24.47999999999999,0.03929591872729197,-0.003739108963279128,0.1727045045680623,0.18420402836078872,-0.79,-0.005573388832057568,True,6,9,9,0.0819993242590712,0.07655695995254402,0.0307075359001439,0.04281210529794618,0.1413829845648874,8000,student_t_residual_sd,0.06300186852393587,0.05897069241799107,0.023621247679734517,0.032585366805626424,0.10756130445636394,8000,0.0819993242590712,student_t_residual_sd
