Year,Model,n_obs,RMSE,MAE,Bias,Corr
2015,Sector_AR1,482,1.3075964444022734,0.1782029684820901,-0.006209499829861087,0.43431673082379957
2015,Sector_AR2,482,1.3126001643218015,0.1794499207182364,-0.008583665068439604,0.440197533532654
2015,Sector_ARX,482,1.3271528557971914,0.18010636760656093,-0.01365912570164053,0.37913199635373696
2016,Delta_GlobalARX,509,0.2512871025426703,0.09744913605825682,-0.010599394286122048,0.8657791976399659
2016,Sector_AR2,509,0.2771023173299559,0.11088316120068308,-0.017704458630448335,0.8304577235456776
2016,Sector_AR1,509,0.2804895616237643,0.10705343362654345,-0.022546881228501906,0.8264094462447089
2016,Global_AR1,509,0.28367485653099095,0.09256317843042984,-0.02138392222506825,0.823937233708349
2016,Sector_AR1_StudentT,509,0.292976858045827,0.08330794344367833,-0.02598675840606788,0.8399902569392831
2016,Baseline_CFOeqCurrent,509,0.30713703953009663,0.0853260286939435,-0.019788261319914843,0.823937233708349
2016,Blend_GlobalAR1,509,0.30713703953009663,0.0853260286939435,-0.019788261319914843,0.823937233708349
2016,Global_AR1_StudentT,509,0.317555215442324,0.08685543962789087,-0.03081766317133108,0.8239372337083489
2016,Sector_ARX,509,0.47459597161305045,0.16648275388835376,-0.029009650703646472,0.6133903955067461
2017,Sector_AR1_StudentT,529,0.12154095362054856,0.06447703987496965,-0.01013400752111361,0.8568845002612672
2017,Global_AR1_StudentT,529,0.1253919121936029,0.06769670985955017,-0.012251832284430804,0.8476885936051157
2017,Baseline_CFOeqCurrent,529,0.1261965120832227,0.06755328191196514,-0.0032175534500347093,0.8476885936051163
2017,Blend_GlobalAR1,529,0.1261965120832227,0.06755328191196514,-0.0032175534500347093,0.8476885936051163
2017,Global_AR1,529,0.1628483179225126,0.08341476411561154,0.0035440217018003007,0.8476885936051158
2017,Sector_AR1,529,0.17753469361795737,0.09287270531799782,0.0005276005487046212,0.8075875708284355
2017,Sector_AR2,529,0.1981694851805808,0.10122836908452028,-0.002797898474491012,0.7772165894432721
2017,Delta_GlobalARX,529,0.21887178638929605,0.10791930486278492,-0.012334542047071817,0.7401225705966669
2017,Sector_ARX,529,0.2633352443505855,0.13899504525948989,-0.007481054072350302,0.6530890563267185
2018,Sector_AR1_StudentT,547,0.21008596925202874,0.0815629299018523,0.03407644656839824,0.6757296229186786
2018,Global_AR1_StudentT,547,0.21577381715251193,0.08405444728838073,0.03310510367361338,0.651991521631211
2018,Baseline_CFOeqCurrent,547,0.21728192173813912,0.08634813961023571,0.041956534412899954,0.6519915216312108
2018,Blend_GlobalAR1,547,0.21728192173813912,0.08634813961023571,0.041956534412899954,0.6519915216312108
2018,Global_AR1,547,0.22838081136986804,0.09383983513242886,0.049271719600019484,0.6519915216312109
2018,Delta_GlobalARX,547,0.23772968946167972,0.10438508351611532,0.045088361694944165,0.6293576038250709
2018,Sector_AR2,547,0.25136450419294126,0.11034759311255304,0.04789166212454638,0.594620575030044
2018,Sector_AR1,547,0.2514094895873148,0.11205852666922869,0.045458557853816715,0.5804455141699766
2018,Sector_ARX,547,0.41309121385811925,0.13355452399618642,0.05392235347904905,0.3774119030390549
2019,Sector_AR1_StudentT,571,0.1949175989404866,0.09269783774376916,0.015524279638940909,0.8032777473424167
2019,Baseline_CFOeqCurrent,571,0.20364424735613693,0.09924667563915915,0.02201847646503369,0.7807857899956733
2019,Blend_GlobalAR1,571,0.20364424735613693,0.09924667563915915,0.02201847646503369,0.7807857899956733
2019,Global_AR1_StudentT,571,0.20415289282321916,0.09643438636091166,0.010793424736549602,0.7807857899956732
2019,Global_AR1,571,0.20949235905506458,0.1035406034684605,0.01500626049825799,0.7807857899956732
2019,Sector_AR1,571,0.22725018509175232,0.11480707184598196,0.01551426723790242,0.7400761049805592
2019,Sector_AR2,571,0.23876570423817375,0.12024891008796365,0.01820205801451201,0.7303895763866948
2019,Delta_GlobalARX,571,0.2572489821301997,0.13222382135241123,0.036294720948954265,0.714721059557287
2019,Sector_ARX,571,0.27363790480253913,0.13843555120478337,0.023999509641096067,0.6738816873116277
2020,Baseline_CFOeqCurrent,591,0.14391402350800955,0.08097212901449952,-0.0196632526851067,0.805462808133568
2020,Blend_GlobalAR1,591,0.14391402350800955,0.08097212901449952,-0.0196632526851067,0.805462808133568
2020,Global_AR1_StudentT,591,0.14583281904992793,0.08433599889703633,-0.03284135725669628,0.8054628081335683
2020,Sector_AR1_StudentT,591,0.14825154437409466,0.08202336447331837,-0.027768790416018374,0.8012065186475743
2020,Global_AR1,591,0.17410092951503803,0.10542012540823598,-0.03976683191965531,0.8054628081335681
2020,Delta_GlobalARX,591,0.20587993048900644,0.11196796983311082,-0.030307780229641604,0.7841628661096289
2020,Sector_AR2,591,0.2394593601549896,0.11069810970974543,-0.03248491634526991,0.6909700725944244
2020,Sector_AR1,591,0.24015376674983827,0.10980263629216713,-0.03702670401642391,0.666388368160574
2020,Sector_ARX,591,0.2861376728885222,0.1364036971487958,-0.02819702822787324,0.6171996139221749
2021,Baseline_CFOeqCurrent,616,0.1470079336884394,0.07666247892692121,-0.00513240717447829,0.8292271477617261
2021,Blend_GlobalAR1,616,0.1470079336884394,0.07666247892692121,-0.00513240717447829,0.8292271477617261
2021,Global_AR1_StudentT,616,0.14760139106698297,0.07755043165427519,-0.016267966556965333,0.8292271477617265
2021,Global_AR1,616,0.1505919471544641,0.07944569742897738,-0.009065966429995763,0.8292271477617263
2021,Sector_AR1_StudentT,616,0.15267188409507837,0.07958249498798249,-0.012800336004079293,0.8191964127497529
2021,Delta_GlobalARX,616,0.15494662754719815,0.08221020510928315,-0.01806613255770569,0.818985036201289
2021,Sector_AR1,616,0.17009135360380107,0.08664553404550804,-0.00754000622784695,0.7990716246693452
2021,Sector_ARX,616,0.1743101327477894,0.09055922085823927,-0.016884907782314683,0.791811475317228
2021,Sector_AR2,616,0.17619279507153188,0.08946765062115836,-0.010445206228841751,0.7915145078568927
2022,Global_AR1_StudentT,631,0.14099701658951802,0.08246647435558226,0.025217050861396452,0.7882678300345954
2022,Blend_GlobalAR1,631,0.1434580738112774,0.08421977768919504,0.030083758110317074,0.788267830034595
2022,Global_AR1,631,0.14354795691235103,0.08407322799288132,0.02923852206181455,0.7882678300345952
2022,Delta_GlobalARX,631,0.1456775041268054,0.0834102469530042,0.028065748573283703,0.7874391750832442
2022,Sector_AR1,631,0.1457734248641204,0.08228403499778576,0.02557763142395861,0.7875842207028771
2022,Sector_ARX,631,0.1469387472118905,0.08165391745383589,0.01875974438653311,0.788969955823469
2022,Baseline_CFOeqCurrent,631,0.14707874235540894,0.08707158634458398,0.0363675607619279,0.7882678300345952
2022,Sector_AR1_StudentT,631,0.14714338657201356,0.0808159903647107,0.024068160961215727,0.782652230778964
2022,Sector_AR2,631,0.1617665894160731,0.08496938500907436,0.02605334449079106,0.7630067300313089
2023,Sector_ARX,630,0.16177770007107628,0.06951204857375817,0.0018781483704616065,0.7280081955292478
2023,Global_AR1_StudentT,630,0.16351536558254756,0.06713711135324127,0.0005477201153027952,0.7156197929525806
2023,Delta_GlobalARX,630,0.16400817210404475,0.06685203203060892,0.0026895078777310387,0.7170787360831223
2023,Sector_AR2,630,0.16434118916904752,0.07070711368068909,0.0033624793802371706,0.7226486169008465
2023,Blend_GlobalAR1,630,0.16442106565607192,0.06734607035019383,0.0031682177247843793,0.7156197929525803
2023,Global_AR1,630,0.16472522515645902,0.06757891896164153,0.0022034264958739756,0.7156197929525802
2023,Sector_AR1,630,0.16974897348474213,0.0705652599205769,0.003176534261884602,0.7037000652998784
2023,Sector_AR1_StudentT,630,0.16975124993428656,0.06804881828159699,0.004069210767022385,0.7071395027123752
2023,Baseline_CFOeqCurrent,630,0.17046327408678683,0.07062137567322167,0.01680206590237999,0.7156197929525802
