Ticker,Currency,CurrencySource,CurrencyWarning,CF_CURR
TRANS.ST,SEK,CF_CURR,,SEK
TRELb.ST,SEK,CF_CURR,,SEK
TRH1V.HE,EUR,CF_CURR,,EUR
TRIANb.ST,SEK,CF_CURR,,SEK
TRIFOR.CO,DKK,CF_CURR,,DKK
TRMDa.CO,DKK,CF_CURR,,DKK
TRMED.OL,NOK,CF_CURR,,NOK
TROAX.ST,SEK,CF_CURR,,SEK
TRUEb.ST,SEK,CF_CURR,,SEK
TTALO.HE,EUR,CF_CURR,,EUR
TULAV.HE,EUR,CF_CURR,,EUR
TYRES.HE,EUR,CF_CURR,,EUR
UIE.CO,DKK,CF_CURR,,DKK
UPM.HE,EUR,CF_CURR,,EUR
VAIAS.HE,EUR,CF_CURR,,EUR
VALMT.HE,EUR,CF_CURR,,EUR
VAR.OL,NOK,CF_CURR,,NOK
VBGb.ST,SEK,CF_CURR,,SEK
VEI.OL,NOK,CF_CURR,,NOK
VEND.OL,NOK,CF_CURR,,NOK
VERK.HE,EUR,CF_CURR,,EUR
VESTUM.ST,SEK,CF_CURR,,SEK
VICOR.ST,SEK,CF_CURR,,SEK
VIK1V.HE,EUR,CF_CURR,,EUR
VIMIAN.ST,SEK,CF_CURR,,SEK
VISTN.OL,NOK,CF_CURR,,NOK
VITR.ST,SEK,CF_CURR,,SEK
VITb.ST,SEK,CF_CURR,,SEK
VIVA.ST,SEK,CF_CURR,,SEK
VIVE.ST,SEK,CF_CURR,,SEK
VOLCARb.ST,SEK,CF_CURR,,SEK
VOLO.ST,SEK,CF_CURR,,SEK
VOLVb.ST,SEK,CF_CURR,,SEK
VOW.OL,NOK,CF_CURR,,NOK
VPLAYb.ST,SEK,CF_CURR,,SEK
VWS.CO,DKK,CF_CURR,,DKK
WALLb.ST,SEK,CF_CURR,,SEK
WAWI.OL,NOK,CF_CURR,,NOK
WBGRb.ST,SEK,CF_CURR,,SEK
WETTERI.HE,EUR,CF_CURR,,EUR
WIHL.ST,SEK,CF_CURR,,SEK
WISE.ST,SEK,CF_CURR,,SEK
WITH.HE,EUR,suffix_fallback,,
WRT1V.HE,EUR,CF_CURR,,EUR
WSTEP.OL,NOK,CF_CURR,,NOK
WTWa.ST,SEK,CF_CURR,,SEK
WUF1V.HE,EUR,CF_CURR,,EUR
WWI.OL,NOK,CF_CURR,,NOK
XANOb.ST,SEK,CF_CURR,,SEK
XBRANE.ST,SEK,CF_CURR,,SEK
XSPRAY.ST,SEK,CF_CURR,,SEK
XVIVO.ST,SEK,CF_CURR,,SEK
YAR.OL,NOK,CF_CURR,,NOK
YIT.HE,EUR,CF_CURR,,EUR
YUBICO.ST,SEK,CF_CURR,,SEK
ZAL.OL,NOK,CF_CURR,,NOK
ZAP.OL,NOK,CF_CURR,,NOK
ZELA.CO,DKK,CF_CURR,,DKK
ZLNA.OL,NOK,CF_CURR,,NOK
