SizeGroup,Date,Method,PortfolioStrategy,Return
SmallCap,2013-03-31,Method1_Raw,Q5,-0.007220300783725606
SmallCap,2013-04-30,Method1_Raw,Q5,-0.04311389987653277
SmallCap,2013-05-31,Method1_Raw,Q5,0.03233387644627642
SmallCap,2013-06-30,Method1_Raw,Q5,-0.0034624179018131612
SmallCap,2013-07-31,Method1_Raw,Q5,0.08872771408477337
SmallCap,2013-08-31,Method1_Raw,Q5,0.0034906166202329277
SmallCap,2013-09-30,Method1_Raw,Q5,0.05531089144435102
SmallCap,2013-10-31,Method1_Raw,Q5,0.0664004617658648
SmallCap,2013-11-30,Method1_Raw,Q5,0.06988636200516539
SmallCap,2013-12-31,Method1_Raw,Q5,0.032157534217704585
SmallCap,2014-01-31,Method1_Raw,Q5,0.01715515993103444
SmallCap,2014-02-28,Method1_Raw,Q5,0.035916103086679314
SmallCap,2014-03-31,Method1_Raw,Q5,0.013912817810344688
SmallCap,2014-04-30,Method1_Raw,Q5,0.03001517514681305
SmallCap,2014-05-31,Method1_Raw,Q5,-0.0034222229826782555
SmallCap,2014-06-30,Method1_Raw,Q5,0.01307164307994509
SmallCap,2014-07-31,Method1_Raw,Q5,0.009835490467041089
SmallCap,2014-08-31,Method1_Raw,Q5,-0.0356972695393659
SmallCap,2014-09-30,Method1_Raw,Q5,0.04350719944252637
SmallCap,2014-10-31,Method1_Raw,Q5,0.005049416916239243
SmallCap,2014-11-30,Method1_Raw,Q5,0.07266724293714644
SmallCap,2014-12-31,Method1_Raw,Q5,0.04525903406146365
SmallCap,2015-01-31,Method1_Raw,Q5,0.06382710032685637
SmallCap,2015-02-28,Method1_Raw,Q5,0.09591108569260359
SmallCap,2015-03-31,Method1_Raw,Q5,0.10296542886201476
SmallCap,2015-04-30,Method1_Raw,Q5,0.020802743219336707
SmallCap,2015-05-31,Method1_Raw,Q5,0.10192863440653065
SmallCap,2015-06-30,Method1_Raw,Q5,-0.07549494074992467
SmallCap,2015-07-31,Method1_Raw,Q5,0.05864169089470102
SmallCap,2015-08-31,Method1_Raw,Q5,0.015739938025402078
SmallCap,2015-09-30,Method1_Raw,Q5,0.019487945128328688
SmallCap,2015-10-31,Method1_Raw,Q5,0.06488424971578874
SmallCap,2015-11-30,Method1_Raw,Q5,0.11003160431253012
SmallCap,2015-12-31,Method1_Raw,Q5,0.059412319691549725
SmallCap,2016-01-31,Method1_Raw,Q5,-0.05303985145499667
SmallCap,2016-02-29,Method1_Raw,Q5,-0.03266062914271264
SmallCap,2016-03-31,Method1_Raw,Q5,0.015478234063077656
SmallCap,2016-04-30,Method1_Raw,Q5,-0.020088983581474353
SmallCap,2016-05-31,Method1_Raw,Q5,-0.00448696087154665
SmallCap,2016-06-30,Method1_Raw,Q5,-0.011575865235875145
SmallCap,2016-07-31,Method1_Raw,Q5,0.13585731841708024
SmallCap,2016-08-31,Method1_Raw,Q5,0.011244897367793905
SmallCap,2016-09-30,Method1_Raw,Q5,0.024717768208176165
SmallCap,2016-10-31,Method1_Raw,Q5,-0.01942130524650565
SmallCap,2016-11-30,Method1_Raw,Q5,0.023048098184436785
SmallCap,2016-12-31,Method1_Raw,Q5,0.07647080167384487
SmallCap,2017-01-31,Method1_Raw,Q5,0.02779737435402648
SmallCap,2017-02-28,Method1_Raw,Q5,0.011444853958448388
SmallCap,2017-03-31,Method1_Raw,Q5,0.05311799007261262
SmallCap,2017-04-30,Method1_Raw,Q5,0.07373004398459351
SmallCap,2017-05-31,Method1_Raw,Q5,0.003815549690690231
SmallCap,2017-06-30,Method1_Raw,Q5,0.026334254761809433
SmallCap,2017-07-31,Method1_Raw,Q5,-0.026672757860894254
SmallCap,2017-08-31,Method1_Raw,Q5,-0.031022952497909186
SmallCap,2017-09-30,Method1_Raw,Q5,0.026043133327098022
SmallCap,2017-10-31,Method1_Raw,Q5,0.015800224255500952
SmallCap,2017-11-30,Method1_Raw,Q5,-0.009110799712073684
SmallCap,2017-12-31,Method1_Raw,Q5,0.03156074467382821
SmallCap,2018-01-31,Method1_Raw,Q5,0.01890446754205065
SmallCap,2018-02-28,Method1_Raw,Q5,-0.036000059416161835
SmallCap,2018-03-31,Method1_Raw,Q5,-0.04273364624106475
SmallCap,2018-04-30,Method1_Raw,Q5,0.019096389820744658
SmallCap,2018-05-31,Method1_Raw,Q5,0.02309780849565581
SmallCap,2018-06-30,Method1_Raw,Q5,-0.013315636614325383
SmallCap,2018-07-31,Method1_Raw,Q5,0.026934961524380883
SmallCap,2018-08-31,Method1_Raw,Q5,0.02263791502815375
SmallCap,2018-09-30,Method1_Raw,Q5,-0.004671526591989906
SmallCap,2018-10-31,Method1_Raw,Q5,-0.07449919621986185
SmallCap,2018-11-30,Method1_Raw,Q5,-0.0019533496138361053
SmallCap,2018-12-31,Method1_Raw,Q5,-0.0345565204086776
SmallCap,2019-01-31,Method1_Raw,Q5,0.0462476223220059
SmallCap,2019-02-28,Method1_Raw,Q5,0.04453274909076583
SmallCap,2019-03-31,Method1_Raw,Q5,-0.03163270379458426
SmallCap,2019-04-30,Method1_Raw,Q5,0.05679249507403298
SmallCap,2019-05-31,Method1_Raw,Q5,-0.020823408645327557
SmallCap,2019-06-30,Method1_Raw,Q5,0.02017706777266448
SmallCap,2019-07-31,Method1_Raw,Q5,-0.014635507140026042
SmallCap,2019-08-31,Method1_Raw,Q5,-0.04361328370512467
SmallCap,2019-09-30,Method1_Raw,Q5,-0.0032770596744549846
SmallCap,2019-10-31,Method1_Raw,Q5,0.03573100620313577
SmallCap,2019-11-30,Method1_Raw,Q5,0.059205279398517725
SmallCap,2019-12-31,Method1_Raw,Q5,0.027652563376709186
SmallCap,2020-01-31,Method1_Raw,Q5,0.0741530681713771
SmallCap,2020-02-29,Method1_Raw,Q5,-0.08230821059136668
SmallCap,2020-03-31,Method1_Raw,Q5,-0.13997191230852848
SmallCap,2020-04-30,Method1_Raw,Q5,0.07543022541250301
SmallCap,2020-05-31,Method1_Raw,Q5,0.06549632486236748
SmallCap,2020-06-30,Method1_Raw,Q5,0.029804422735748497
SmallCap,2020-07-31,Method1_Raw,Q5,0.028149652150143374
SmallCap,2020-08-31,Method1_Raw,Q5,0.06026456243413214
SmallCap,2020-09-30,Method1_Raw,Q5,0.06007356961029087
SmallCap,2020-10-31,Method1_Raw,Q5,-0.015758533777602963
SmallCap,2020-11-30,Method1_Raw,Q5,0.10841274107248604
SmallCap,2020-12-31,Method1_Raw,Q5,0.1255527648756187
SmallCap,2021-01-31,Method1_Raw,Q5,-0.02417244023246269
SmallCap,2021-02-28,Method1_Raw,Q5,0.09671767701634994
SmallCap,2021-03-31,Method1_Raw,Q5,0.007875832875198593
SmallCap,2021-04-30,Method1_Raw,Q5,0.023373784908721235
SmallCap,2021-05-31,Method1_Raw,Q5,0.0172310705532011
SmallCap,2021-06-30,Method1_Raw,Q5,-0.03475676494485037
SmallCap,2021-07-31,Method1_Raw,Q5,0.10786150947110333
SmallCap,2021-08-31,Method1_Raw,Q5,0.0686612403436059
SmallCap,2021-09-30,Method1_Raw,Q5,-0.09898841822557224
SmallCap,2021-10-31,Method1_Raw,Q5,0.056257066554429844
SmallCap,2021-11-30,Method1_Raw,Q5,0.02397800434798593
SmallCap,2021-12-31,Method1_Raw,Q5,0.03919845657892264
SmallCap,2022-01-31,Method1_Raw,Q5,-0.08179530791522159
SmallCap,2022-02-28,Method1_Raw,Q5,-0.08635482944699624
SmallCap,2022-03-31,Method1_Raw,Q5,0.013156353983712985
SmallCap,2022-04-30,Method1_Raw,Q5,-0.01622698818174582
SmallCap,2022-05-31,Method1_Raw,Q5,-0.023173780197329
SmallCap,2022-06-30,Method1_Raw,Q5,-0.10521439111236579
SmallCap,2022-07-31,Method1_Raw,Q5,0.0337280159596783
SmallCap,2022-08-31,Method1_Raw,Q5,-0.027165051434104387
SmallCap,2022-09-30,Method1_Raw,Q5,-0.1391027760578275
SmallCap,2022-10-31,Method1_Raw,Q5,0.06147624045844494
SmallCap,2022-11-30,Method1_Raw,Q5,0.015027828536573907
SmallCap,2022-12-31,Method1_Raw,Q5,0.002910871113440053
SmallCap,2023-01-31,Method1_Raw,Q5,0.0576405733084775
SmallCap,2023-02-28,Method1_Raw,Q5,0.0728906909816468
SmallCap,2023-03-31,Method1_Raw,Q5,-0.009546095407617979
SmallCap,2023-04-30,Method1_Raw,Q5,0.007362502400513612
SmallCap,2023-05-31,Method1_Raw,Q5,-0.055929263584223024
SmallCap,2023-06-30,Method1_Raw,Q5,-0.03671719827279417
SmallCap,2023-07-31,Method1_Raw,Q5,-9.132054345623139e-05
SmallCap,2023-08-31,Method1_Raw,Q5,-0.06688149153688162
SmallCap,2023-09-30,Method1_Raw,Q5,-0.03930183171357646
SmallCap,2023-10-31,Method1_Raw,Q5,-0.009082274568593788
SmallCap,2023-11-30,Method1_Raw,Q5,0.01575615762077664
SmallCap,2023-12-31,Method1_Raw,Q5,0.04266786189122043
SmallCap,2024-01-31,Method1_Raw,Q5,-0.023693636627242637
SmallCap,2024-02-29,Method1_Raw,Q5,0.018260758914928305
SmallCap,2024-03-31,Method1_Raw,Q5,0.033784311831922854
SmallCap,2024-04-30,Method1_Raw,Q5,-0.0025490415212166646
SmallCap,2024-05-31,Method1_Raw,Q5,0.06900835602685895
SmallCap,2024-06-30,Method1_Raw,Q5,-0.045201061019051955
SmallCap,2024-07-31,Method1_Raw,Q5,-0.010697331116283607
SmallCap,2024-08-31,Method1_Raw,Q5,-0.041494691251558406
SmallCap,2024-09-30,Method1_Raw,Q5,-0.022589692079392553
SmallCap,2024-10-31,Method1_Raw,Q5,-0.03728559541362234
SmallCap,2024-11-30,Method1_Raw,Q5,-0.02958233786567404
SmallCap,2024-12-31,Method1_Raw,Q5,0.04292746784119852
SmallCap,2025-01-31,Method1_Raw,Q5,0.03273523698671608
SmallCap,2025-02-28,Method1_Raw,Q5,-0.050203786715535874
SmallCap,2025-03-31,Method1_Raw,Q5,-0.034350067213479614
SmallCap,2025-04-30,Method1_Raw,Q5,-0.019495742874958942
SmallCap,2025-05-31,Method1_Raw,Q5,0.035722820678276306
SmallCap,2025-06-30,Method1_Raw,Q5,0.02922411928785667
SmallCap,2025-07-31,Method1_Raw,Q5,0.009360717739917992
SmallCap,2025-08-31,Method1_Raw,Q5,0.07093706829383511
SmallCap,2025-09-30,Method1_Raw,Q5,-0.010154796899482675
SmallCap,2025-10-31,Method1_Raw,Q5,0.0025122169041727482
SmallCap,2025-11-30,Method1_Raw,Q5,-0.025537615178252385
SmallCap,2025-12-31,Method1_Raw,Q5,0.05082580587836368
SmallCap,2010-01-31,Method1_Raw,LongShort,0.02844531056523843
SmallCap,2010-02-28,Method1_Raw,LongShort,0.1355993950287862
SmallCap,2010-03-31,Method1_Raw,LongShort,0.06667292623498552
SmallCap,2010-04-30,Method1_Raw,LongShort,-0.0798266059066779
SmallCap,2010-05-31,Method1_Raw,LongShort,0.0748974854233382
SmallCap,2010-06-30,Method1_Raw,LongShort,0.015259721991577727
SmallCap,2010-07-31,Method1_Raw,LongShort,-0.02911815841372968
SmallCap,2010-08-31,Method1_Raw,LongShort,0.08358128977334003
SmallCap,2010-09-30,Method1_Raw,LongShort,-0.064363220560866
SmallCap,2010-10-31,Method1_Raw,LongShort,-0.018924513680821303
SmallCap,2010-11-30,Method1_Raw,LongShort,0.017132819402011168
SmallCap,2010-12-31,Method1_Raw,LongShort,-0.03412964041943059
SmallCap,2011-01-31,Method1_Raw,LongShort,-0.0024406276287793002
SmallCap,2011-02-28,Method1_Raw,LongShort,0.016983668026276263
SmallCap,2011-03-31,Method1_Raw,LongShort,0.05197560427508886
SmallCap,2011-04-30,Method1_Raw,LongShort,0.06722862953245544
SmallCap,2011-05-31,Method1_Raw,LongShort,0.10219145040695087
SmallCap,2011-06-30,Method1_Raw,LongShort,0.03659818168843932
SmallCap,2011-07-31,Method1_Raw,LongShort,-0.020359556668708628
SmallCap,2011-08-31,Method1_Raw,LongShort,0.03500167804389341
SmallCap,2011-09-30,Method1_Raw,LongShort,0.035881171564477746
SmallCap,2011-10-31,Method1_Raw,LongShort,0.0680975405857939
SmallCap,2011-11-30,Method1_Raw,LongShort,0.04504150976399178
SmallCap,2011-12-31,Method1_Raw,LongShort,-0.021944002710641536
SmallCap,2012-01-31,Method1_Raw,LongShort,0.05064617639468605
SmallCap,2012-02-29,Method1_Raw,LongShort,-0.021031747437595043
SmallCap,2012-03-31,Method1_Raw,LongShort,0.05158816533019588
SmallCap,2012-04-30,Method1_Raw,LongShort,0.0487257814922884
SmallCap,2012-05-31,Method1_Raw,LongShort,0.01813558527883169
SmallCap,2012-06-30,Method1_Raw,LongShort,-0.07846470578529345
SmallCap,2012-07-31,Method1_Raw,LongShort,-0.014626727481872482
SmallCap,2012-08-31,Method1_Raw,LongShort,-0.03248292493185133
SmallCap,2012-09-30,Method1_Raw,LongShort,0.028106656995670776
SmallCap,2012-10-31,Method1_Raw,LongShort,0.02241243478057376
SmallCap,2012-11-30,Method1_Raw,LongShort,-0.0008775696566521683
SmallCap,2012-12-31,Method1_Raw,LongShort,-0.005804371876889118
SmallCap,2013-01-31,Method1_Raw,LongShort,-0.06510044497597693
SmallCap,2013-02-28,Method1_Raw,LongShort,0.08155438411973462
SmallCap,2013-03-31,Method1_Raw,LongShort,-0.03455319318176638
SmallCap,2013-04-30,Method1_Raw,LongShort,0.004065831948979803
SmallCap,2013-05-31,Method1_Raw,LongShort,-0.008848734849189806
SmallCap,2013-06-30,Method1_Raw,LongShort,-0.018549087525487576
SmallCap,2013-07-31,Method1_Raw,LongShort,0.08161328542704818
SmallCap,2013-08-31,Method1_Raw,LongShort,-0.0642053153495594
SmallCap,2013-09-30,Method1_Raw,LongShort,-0.03612757139903414
SmallCap,2013-10-31,Method1_Raw,LongShort,0.07109273243712175
SmallCap,2013-11-30,Method1_Raw,LongShort,0.020320439019925376
SmallCap,2013-12-31,Method1_Raw,LongShort,0.009995728477256889
SmallCap,2014-01-31,Method1_Raw,LongShort,0.003207539618135932
SmallCap,2014-02-28,Method1_Raw,LongShort,-0.0004536383639527422
SmallCap,2014-03-31,Method1_Raw,LongShort,0.0011870829673068847
SmallCap,2014-04-30,Method1_Raw,LongShort,0.09458306883234216
SmallCap,2014-05-31,Method1_Raw,LongShort,0.00607573841658606
SmallCap,2014-06-30,Method1_Raw,LongShort,0.02232986358515661
SmallCap,2014-07-31,Method1_Raw,LongShort,0.042288921693451546
SmallCap,2014-08-31,Method1_Raw,LongShort,0.05125659984598639
SmallCap,2014-09-30,Method1_Raw,LongShort,0.11980230254802987
SmallCap,2014-10-31,Method1_Raw,LongShort,0.07239624433562697
SmallCap,2014-11-30,Method1_Raw,LongShort,0.031064349575067825
SmallCap,2014-12-31,Method1_Raw,LongShort,0.05532671806756798
SmallCap,2015-01-31,Method1_Raw,LongShort,0.044439959498931404
SmallCap,2015-02-28,Method1_Raw,LongShort,0.015190208189523588
SmallCap,2015-03-31,Method1_Raw,LongShort,0.1344352055096475
SmallCap,2015-04-30,Method1_Raw,LongShort,0.09370895628740691
SmallCap,2015-05-31,Method1_Raw,LongShort,0.04617427575170486
SmallCap,2015-06-30,Method1_Raw,LongShort,-0.12238058923936546
SmallCap,2015-07-31,Method1_Raw,LongShort,0.03657208378484188
SmallCap,2015-08-31,Method1_Raw,LongShort,-0.007888969555268244
SmallCap,2015-09-30,Method1_Raw,LongShort,0.04212555824167931
SmallCap,2015-10-31,Method1_Raw,LongShort,0.04761778735893652
SmallCap,2015-11-30,Method1_Raw,LongShort,0.09046980701451693
SmallCap,2015-12-31,Method1_Raw,LongShort,-0.010201089279299316
SmallCap,2016-01-31,Method1_Raw,LongShort,0.0449505106127921
SmallCap,2016-02-29,Method1_Raw,LongShort,0.05403917808624998
SmallCap,2016-03-31,Method1_Raw,LongShort,-0.0564819016604604
SmallCap,2016-04-30,Method1_Raw,LongShort,-0.01407164340105204
SmallCap,2016-05-31,Method1_Raw,LongShort,0.01212274008221282
SmallCap,2016-06-30,Method1_Raw,LongShort,0.05595345360541412
SmallCap,2016-07-31,Method1_Raw,LongShort,0.09641467864378436
SmallCap,2016-08-31,Method1_Raw,LongShort,0.014277834791544059
SmallCap,2016-09-30,Method1_Raw,LongShort,0.058061737166604295
SmallCap,2016-10-31,Method1_Raw,LongShort,0.015381838364969778
SmallCap,2016-11-30,Method1_Raw,LongShort,0.022714049731443597
SmallCap,2016-12-31,Method1_Raw,LongShort,-0.07445785484139181
SmallCap,2017-01-31,Method1_Raw,LongShort,-0.007797562534555061
SmallCap,2017-02-28,Method1_Raw,LongShort,0.017867231506317083
SmallCap,2017-03-31,Method1_Raw,LongShort,0.058288016733387786
SmallCap,2017-04-30,Method1_Raw,LongShort,0.02632733759728592
SmallCap,2017-05-31,Method1_Raw,LongShort,0.07548582216257499
SmallCap,2017-06-30,Method1_Raw,LongShort,0.01653859301246404
SmallCap,2017-07-31,Method1_Raw,LongShort,-0.02333914065616835
SmallCap,2017-08-31,Method1_Raw,LongShort,-0.027262461816487314
SmallCap,2017-09-30,Method1_Raw,LongShort,-0.025072872576754942
SmallCap,2017-10-31,Method1_Raw,LongShort,0.035139381154137714
SmallCap,2017-11-30,Method1_Raw,LongShort,0.006190380574208766
SmallCap,2017-12-31,Method1_Raw,LongShort,0.011521678550535812
SmallCap,2018-01-31,Method1_Raw,LongShort,0.033937823209058755
SmallCap,2018-02-28,Method1_Raw,LongShort,-0.044612254429498795
SmallCap,2018-03-31,Method1_Raw,LongShort,-0.0011530970301755344
SmallCap,2018-04-30,Method1_Raw,LongShort,-0.009354805152347573
SmallCap,2018-05-31,Method1_Raw,LongShort,0.04486582733486631
SmallCap,2018-06-30,Method1_Raw,LongShort,0.038694137607177215
SmallCap,2018-07-31,Method1_Raw,LongShort,-0.029952016719765082
SmallCap,2018-08-31,Method1_Raw,LongShort,0.04358890641657039
SmallCap,2018-09-30,Method1_Raw,LongShort,-0.07788969926527992
SmallCap,2018-10-31,Method1_Raw,LongShort,0.03411579544235778
SmallCap,2018-11-30,Method1_Raw,LongShort,0.09410435382728555
SmallCap,2018-12-31,Method1_Raw,LongShort,0.05992294298923852
SmallCap,2019-01-31,Method1_Raw,LongShort,0.01840685089135528
SmallCap,2019-02-28,Method1_Raw,LongShort,0.04456118378681806
SmallCap,2019-03-31,Method1_Raw,LongShort,-0.00655821739184757
SmallCap,2019-04-30,Method1_Raw,LongShort,0.04014866359873545
SmallCap,2019-05-31,Method1_Raw,LongShort,0.04469942555060359
SmallCap,2019-06-30,Method1_Raw,LongShort,0.036084864348867984
SmallCap,2019-07-31,Method1_Raw,LongShort,-0.02215335093244241
SmallCap,2019-08-31,Method1_Raw,LongShort,0.03496629613928945
SmallCap,2019-09-30,Method1_Raw,LongShort,-0.041262324919327166
SmallCap,2019-10-31,Method1_Raw,LongShort,0.0317231795493439
SmallCap,2019-11-30,Method1_Raw,LongShort,-0.012242716344021555
SmallCap,2019-12-31,Method1_Raw,LongShort,0.04532220340158448
SmallCap,2020-01-31,Method1_Raw,LongShort,0.09846400679915132
SmallCap,2020-02-29,Method1_Raw,LongShort,0.05264017668236791
SmallCap,2020-03-31,Method1_Raw,LongShort,-0.004997192622875762
SmallCap,2020-04-30,Method1_Raw,LongShort,-0.0771812686706068
SmallCap,2020-05-31,Method1_Raw,LongShort,0.03304533012892776
SmallCap,2020-06-30,Method1_Raw,LongShort,0.017505284269026998
SmallCap,2020-07-31,Method1_Raw,LongShort,-0.06116846263660886
SmallCap,2020-08-31,Method1_Raw,LongShort,0.01710383908773147
SmallCap,2020-09-30,Method1_Raw,LongShort,-0.04997204689311381
SmallCap,2020-10-31,Method1_Raw,LongShort,0.029747394501400275
SmallCap,2020-11-30,Method1_Raw,LongShort,0.009563002507620696
SmallCap,2020-12-31,Method1_Raw,LongShort,-0.0284492606104729
SmallCap,2021-01-31,Method1_Raw,LongShort,0.02023315488684499
SmallCap,2021-02-28,Method1_Raw,LongShort,0.03053197072813546
SmallCap,2021-03-31,Method1_Raw,LongShort,0.06450996532643241
SmallCap,2021-04-30,Method1_Raw,LongShort,-0.0014061712153836115
SmallCap,2021-05-31,Method1_Raw,LongShort,0.062150512880650585
SmallCap,2021-06-30,Method1_Raw,LongShort,-0.0513357181834371
SmallCap,2021-07-31,Method1_Raw,LongShort,0.10528398724246116
SmallCap,2021-08-31,Method1_Raw,LongShort,0.05672982775964473
SmallCap,2021-09-30,Method1_Raw,LongShort,-0.02663989737408709
SmallCap,2021-10-31,Method1_Raw,LongShort,0.10285445464606044
SmallCap,2021-11-30,Method1_Raw,LongShort,0.003716066817866334
SmallCap,2021-12-31,Method1_Raw,LongShort,0.0550722228507249
SmallCap,2022-01-31,Method1_Raw,LongShort,0.03476432342371098
SmallCap,2022-02-28,Method1_Raw,LongShort,0.0047899669135268025
SmallCap,2022-03-31,Method1_Raw,LongShort,-0.01093142832811653
SmallCap,2022-04-30,Method1_Raw,LongShort,0.05323854873504427
SmallCap,2022-05-31,Method1_Raw,LongShort,-0.027047421898030184
SmallCap,2022-06-30,Method1_Raw,LongShort,-0.0028979359390520903
SmallCap,2022-07-31,Method1_Raw,LongShort,-0.028140199517207247
SmallCap,2022-08-31,Method1_Raw,LongShort,0.012626657550068282
SmallCap,2022-09-30,Method1_Raw,LongShort,-0.007257338754075221
SmallCap,2022-10-31,Method1_Raw,LongShort,0.06913725524533361
SmallCap,2022-11-30,Method1_Raw,LongShort,-0.003850096147790534
SmallCap,2022-12-31,Method1_Raw,LongShort,-0.025591709653311832
SmallCap,2023-01-31,Method1_Raw,LongShort,0.00827281102966039
SmallCap,2023-02-28,Method1_Raw,LongShort,0.07227803080421126
SmallCap,2023-03-31,Method1_Raw,LongShort,0.04970995446761452
SmallCap,2023-04-30,Method1_Raw,LongShort,0.0006136961731889063
SmallCap,2023-05-31,Method1_Raw,LongShort,-0.012411374279431071
SmallCap,2023-06-30,Method1_Raw,LongShort,0.007225131164241526
SmallCap,2023-07-31,Method1_Raw,LongShort,-0.0004482066459075391
SmallCap,2023-08-31,Method1_Raw,LongShort,0.003545014615605746
SmallCap,2023-09-30,Method1_Raw,LongShort,-0.024251180681609592
SmallCap,2023-10-31,Method1_Raw,LongShort,0.037853318107382405
SmallCap,2023-11-30,Method1_Raw,LongShort,-0.040404107488967986
SmallCap,2023-12-31,Method1_Raw,LongShort,-0.0413454559316071
SmallCap,2024-01-31,Method1_Raw,LongShort,-0.0011988571259564512
SmallCap,2024-02-29,Method1_Raw,LongShort,0.08395632995019128
SmallCap,2024-03-31,Method1_Raw,LongShort,0.06125572992102658
SmallCap,2024-04-30,Method1_Raw,LongShort,-0.0259975495250321
SmallCap,2024-05-31,Method1_Raw,LongShort,-0.01979065237606331
SmallCap,2024-06-30,Method1_Raw,LongShort,-0.005636675475439154
SmallCap,2024-07-31,Method1_Raw,LongShort,-0.04988872421375302
SmallCap,2024-08-31,Method1_Raw,LongShort,-0.0044359827400547724
SmallCap,2024-09-30,Method1_Raw,LongShort,0.028328112640652086
SmallCap,2024-10-31,Method1_Raw,LongShort,0.04679839917414968
SmallCap,2024-11-30,Method1_Raw,LongShort,0.0031218603568724523
SmallCap,2024-12-31,Method1_Raw,LongShort,0.0052991986584611725
SmallCap,2025-01-31,Method1_Raw,LongShort,0.07343990675526182
SmallCap,2025-02-28,Method1_Raw,LongShort,-0.049740750707768185
SmallCap,2025-03-31,Method1_Raw,LongShort,0.062479489601419406
SmallCap,2025-04-30,Method1_Raw,LongShort,-0.04681840489392079
SmallCap,2025-05-31,Method1_Raw,LongShort,-0.029418357616280887
SmallCap,2025-06-30,Method1_Raw,LongShort,-0.030154258954887672
SmallCap,2025-07-31,Method1_Raw,LongShort,0.00015307945318529526
SmallCap,2025-08-31,Method1_Raw,LongShort,0.081075166356338
SmallCap,2025-09-30,Method1_Raw,LongShort,-0.031360691359133934
SmallCap,2025-10-31,Method1_Raw,LongShort,0.0435226294588546
SmallCap,2025-11-30,Method1_Raw,LongShort,-0.0055345460534782925
SmallCap,2025-12-31,Method1_Raw,LongShort,0.0015073426067842358
SmallCap,2010-01-31,Method2_PostMean,Q5,0.024497637989109474
SmallCap,2010-02-28,Method2_PostMean,Q5,0.02699917983565771
SmallCap,2010-03-31,Method2_PostMean,Q5,0.1166158908364377
SmallCap,2010-04-30,Method2_PostMean,Q5,-0.004843163663725891
SmallCap,2010-05-31,Method2_PostMean,Q5,-0.060833389062658554
SmallCap,2010-06-30,Method2_PostMean,Q5,-0.05570521340163846
SmallCap,2010-07-31,Method2_PostMean,Q5,0.024588997343424686
SmallCap,2010-08-31,Method2_PostMean,Q5,-0.0196915125275473
SmallCap,2010-09-30,Method2_PostMean,Q5,0.024250461260233124
SmallCap,2010-10-31,Method2_PostMean,Q5,0.026467516669719023
SmallCap,2010-11-30,Method2_PostMean,Q5,-0.036739919429222105
SmallCap,2010-12-31,Method2_PostMean,Q5,0.04977113896361881
SmallCap,2011-01-31,Method2_PostMean,Q5,0.049690200169914406
SmallCap,2011-02-28,Method2_PostMean,Q5,-0.031134226846108375
