Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio
CTH1V.HE,2010,-0.2510521175530496,-0.2027929904822394,0.012783995030078,0.0576669668583521,596.54,Method1_Raw,theta_obs,1,Q1
DANT.CO,2010,-0.2057528617552099,-0.1645445999410665,0.0169435376978795,0.0565481349167597,32.0,Method1_Raw,theta_obs,1,Q1
DNO.OL,2010,-0.0682206879077721,-0.0420543885915831,0.0379069057888615,0.0609115377755081,4587.62,Method1_Raw,theta_obs,1,Q1
EMGS.OL,2010,-2.862136328751831,-1.5967875165981724,0.0012638482250174,0.1376113627024747,622.46,Method1_Raw,theta_obs,1,Q1
ENH.OL,2010,-0.2429445665735843,-0.2374197976088129,9.33699134588132e-05,0.0171208213719922,458.43,Method1_Raw,theta_obs,1,Q1
ETTE.HE,2010,-0.1777413740145388,-0.1084044593497444,0.0538001915735938,0.0854264663727918,463.6,Method1_Raw,theta_obs,1,Q1
FIA1S.HE,2010,-0.2639959324401593,-0.1090519247582333,0.1018989068966429,0.1306360958846661,3847.34,Method1_Raw,theta_obs,1,Q1
HONBS.HE,2010,-0.0847192330268049,-0.0723260902260348,0.0069861286448492,0.0370794375603101,70.91,Method1_Raw,theta_obs,1,Q1
ICP1V.HE,2010,-0.8482410179640716,-0.7424970151462356,0.0004504416062733,0.05180511447492,67.69,Method1_Raw,theta_obs,1,Q1
KOA.OL,2010,-0.5161357681245325,-0.364877922842103,0.014648536861847,0.0861711916158038,2261.63,Method1_Raw,theta_obs,1,Q1
MEDIVIR.ST,2010,-0.3080568720379146,-0.0122568370586208,0.2186517094918402,0.247829934243688,1314.62,Method1_Raw,theta_obs,1,Q1
METSB.HE,2010,-0.4190806016579913,-0.3136405879480277,0.0138027529044755,0.0753691293811625,3980.38,Method1_Raw,theta_obs,1,Q1
MGN.OL,2010,-0.1158458207606675,-0.0845118410878066,0.0260353102569038,0.0590613183585226,3041.88,Method1_Raw,theta_obs,1,Q1
NEL.OL,2010,-0.7827715355805241,-0.6163700009194394,0.0028433492658557,0.0721130115179187,169.29,Method1_Raw,theta_obs,1,Q1
NEOBO.ST,2010,-3.1948548583347818,-1.7731822952432237,0.0018461364040486,0.1407693024949206,153.17,Method1_Raw,theta_obs,1,Q1
NKR.OL,2010,-0.2167371885284436,-0.1354017794815438,0.0471740276278122,0.0875422977014872,111.62,Method1_Raw,theta_obs,1,Q1
NORTHM.CO,2010,-1.4779762283099214,-1.188825506690798,0.0002444078057019,0.0711727743189136,505.17,Method1_Raw,theta_obs,1,Q1
NOTE.ST,2010,-0.4518426939832804,-0.3169060917327849,0.0203459976229818,0.0860390530652558,165.86,Method1_Raw,theta_obs,1,Q1
NRC.OL,2010,-0.1273350250168452,-0.1035864509101768,0.0131178968582813,0.048336421703721,535.43,Method1_Raw,theta_obs,1,Q1
NTGNT.CO,2010,-0.134715461443822,-0.0188950273534453,0.1628857737414423,0.1474754308940895,2092.77,Method1_Raw,theta_obs,1,Q1
OUT1V.HE,2010,-0.1798834719915625,-0.1244426036528848,0.0329754592046234,0.0730519921521947,20016.11,Method1_Raw,theta_obs,1,Q1
PARKSTa.CO,2010,-0.203011047729078,-0.1966697590308594,0.0006032113208357,0.0188518874711771,209.22,Method1_Raw,theta_obs,1,Q1
PREC.ST,2010,-0.1965160587915079,-0.1104223658130429,0.0645600780834801,0.0960347894805535,245.7,Method1_Raw,theta_obs,1,Q1
PREVb.ST,2010,-0.146052844869509,-0.0433268566541372,0.127997874584919,0.1282726465454534,143.45,Method1_Raw,theta_obs,1,Q1
PSE.OL,2010,-0.0959170884550493,-0.0381498398442024,0.0909193188911142,0.0948528887528707,384.79,Method1_Raw,theta_obs,1,Q1
RAUTE.HE,2010,-0.2157949790794979,-0.1415414160955044,0.0398556217727414,0.0822557905188244,176.81,Method1_Raw,theta_obs,1,Q1
REACH.OL,2010,-0.3446974484913052,-0.3220727028012493,0.0007336241355268,0.03195684924635,369.28,Method1_Raw,theta_obs,1,Q1
RECSI.OL,2010,-0.315039328168431,-0.1593017507239242,0.0732591615706954,0.1189071831398425,29748.37,Method1_Raw,theta_obs,1,Q1
REKA.HE,2010,-0.2074163400663251,-0.0512972283217916,0.1498534188439416,0.1542981135190312,332.59,Method1_Raw,theta_obs,1,Q1
RIASb.CO,2010,-1.1203384708371107,-0.6201811218717891,0.0146306720045395,0.13054913012566,71.94,Method1_Raw,theta_obs,1,Q1
RROS.ST,2010,-0.0448406573451969,-0.0120756063635126,0.0746685680690326,0.0773027887779229,856.38,Method1_Raw,theta_obs,1,Q1
RTX.CO,2010,-0.285925358432746,-0.1648532732798698,0.0584401559617848,0.1035092295462428,80.82,Method1_Raw,theta_obs,1,Q1
SCHO.CO,2010,-0.0418836805555559,-0.0178758494753805,0.0490012115700296,0.063829816982836,2686.44,Method1_Raw,theta_obs,1,Q1
SIGR.CO,2010,-0.3781945520051174,-0.0717166826343716,0.1704075260770867,0.2100003616049711,293.95,Method1_Raw,theta_obs,1,Q1
SINT.ST,2010,-0.0462555066079294,0.0126790850368075,0.1529137806358489,0.1186806090950585,264.71,Method1_Raw,theta_obs,1,Q1
SKAKO.CO,2010,-0.4333274304940676,-0.2187787453927324,0.0623305592735947,0.1263683827973735,69.96,Method1_Raw,theta_obs,1,Q1
SOSI1.HE,2010,-8.000000000000002,-5.39703130250735,6.825328645926333e-08,0.107351217723917,7.24,Method1_Raw,theta_obs,1,Q1
SSABAH.HE,2010,-0.0423041653553245,-0.0155213096601122,0.0573892090282538,0.0683753911859556,25348.91,Method1_Raw,theta_obs,1,Q1
SSABa.ST,2010,-0.0909191483651224,-0.0621905577238837,0.0318528674860793,0.0600971070449673,25348.91,Method1_Raw,theta_obs,1,Q1
STWK.ST,2010,-0.3492671927846674,-0.2390625299529231,0.0283751339737258,0.0856501151962243,42.61,Method1_Raw,theta_obs,1,Q1
SUY1V.HE,2010,-0.0520227414637349,-0.0386258933721605,0.0146760718479144,0.0431094113812699,296.29,Method1_Raw,theta_obs,1,Q1
TECH.OL,2010,-0.1902798745790268,-0.0618297831861379,0.1268581086546346,0.1365437429985861,152.06,Method1_Raw,theta_obs,1,Q1
TRMDa.CO,2010,-0.1555499866392159,-0.1490157556074012,0.0006410510909265,0.0214778152868614,3936.91,Method1_Raw,theta_obs,1,Q1
TULAV.HE,2010,-0.0737567800476503,-0.0570246999627427,0.0154331932065342,0.0455434387380902,237.29,Method1_Raw,theta_obs,1,Q1
UPM.HE,2010,-0.0992961294883592,-0.0868074760080267,0.0050457084188311,0.0359072686321327,35880.32,Method1_Raw,theta_obs,1,Q1
AFK.OL,2010,0.056797323631971,0.0788556889021743,0.2036175313703219,0.1238304162052781,2736.16,Method1_Raw,theta_obs,2,Q2
AGATE.CO,2010,0.0901279155578415,0.1001591193027726,0.2257516984246878,0.1321692686323642,726.11,Method1_Raw,theta_obs,2,Q2
ASPO.HE,2010,0.0557998702328599,0.0740678469391699,0.1751787076193703,0.1038016166663364,1142.93,Method1_Raw,theta_obs,2,Q2
ATEA.OL,2010,0.0809811589050835,0.0839207802340346,0.0492327016352483,0.0444507973404161,4322.57,Method1_Raw,theta_obs,2,Q2
BERGb.ST,2010,0.0721706269522535,0.0818571881424582,0.1422938647111484,0.0826292399696696,677.17,Method1_Raw,theta_obs,2,Q2
BILL.ST,2010,0.0313203811409479,0.0386853616283782,0.034696471356805,0.0450186535272733,4596.59,Method1_Raw,theta_obs,2,Q2
BITTI.HE,2010,0.072443090390268,0.0898159490624683,0.2255703689890345,0.1301388898999244,778.37,Method1_Raw,theta_obs,2,Q2
BOLJ.ST,2010,0.0469253657327048,0.0554320640187858,0.0634532547345144,0.0559071083661293,223.07,Method1_Raw,theta_obs,2,Q2
BOR.OL,2010,-0.0253126787179551,0.0202238410827153,0.1389169609489179,0.1098039414286609,346.22,Method1_Raw,theta_obs,2,Q2
CATE.ST,2010,-0.0017503570728428,0.0382257929559446,0.1506537596583178,0.1180707284242751,821.07,Method1_Raw,theta_obs,2,Q2
CHEMM.CO,2010,0.0467399267399267,0.0728447225743759,0.1970314234227468,0.1260512110115834,248.2,Method1_Raw,theta_obs,2,Q2
CMBT.OL,2010,-0.0318182843189366,-0.0213058441818586,0.0147739953379356,0.0400123908179881,5105.55,Method1_Raw,theta_obs,2,Q2
CTY1S.HE,2010,0.0760601068783085,0.0783995105842689,0.029219496097789,0.0350759959280271,4696.58,Method1_Raw,theta_obs,2,Q2
DNORD.CO,2010,0.049532551191765,0.057277124996263,0.0601282900546489,0.0537226536156988,10416.57,Method1_Raw,theta_obs,2,Q2
ELANb.ST,2010,0.0616105322671836,0.0660352568227862,0.0400008167150968,0.0437776416517328,256.3,Method1_Raw,theta_obs,2,Q2
ELEAV.HE,2010,0.0672499049068089,0.0724037364858058,0.0602834488844021,0.0506784087092253,61.14,Method1_Raw,theta_obs,2,Q2
FSKRS.HE,2010,0.0967201054763633,0.0977529621597268,0.0314530576871847,0.0348902781322261,5366.78,Method1_Raw,theta_obs,2,Q2
GABR.CO,2010,0.0656538667073823,0.0753245285515371,0.1198220164068303,0.0749805136346107,159.65,Method1_Raw,theta_obs,2,Q2
GJ.CO,2010,-0.000728803951737,0.0329262023813287,0.1359650449784111,0.0995433754282095,55.49,Method1_Raw,theta_obs,2,Q2
GN.CO,2010,0.0927200135915731,0.1036588865636924,0.254773282082194,0.1591869544032054,6457.52,Method1_Raw,theta_obs,2,Q2
GYL.OL,2010,0.079911191780378,0.0816584207473753,0.0218363197869868,0.0325959820974918,693.91,Method1_Raw,theta_obs,2,Q2
HARBb.CO,2010,-0.012291585886002,0.0007462055879454,0.0326448351048993,0.0490577382798517,699.01,Method1_Raw,theta_obs,2,Q2
INVEST.HE,2010,0.0614467202488981,0.0754805691242735,0.1523553077179783,0.0921981381629392,25.52,Method1_Raw,theta_obs,2,Q2
IOX.OL,2010,-0.0018004776777509,0.0242448569716379,0.1007926893716639,0.0819177387463781,170.17,Method1_Raw,theta_obs,2,Q2
JDAN.CO,2010,0.0596653035339398,0.0602894313150442,0.001780275395779,0.0136957024444639,3488.97,Method1_Raw,theta_obs,2,Q2
KESKOB.HE,2010,0.0385453083484825,0.0461282693977548,0.0433550228446716,0.0486342136755153,18957.72,Method1_Raw,theta_obs,2,Q2
LIAB.ST,2010,0.0047412090082972,0.0190168498730375,0.0506483782073617,0.0573144944441947,4680.73,Method1_Raw,theta_obs,2,Q2
MARAS.HE,2010,0.0820331776942638,0.0862885816631488,0.0823783704054528,0.0567702765735998,209.98,Method1_Raw,theta_obs,2,Q2
MOWI.OL,2010,0.0973168709916669,0.1043943170232463,0.233385224133382,0.1285620643868656,15125.39,Method1_Raw,theta_obs,2,Q2
NAVA.OL,2010,-0.0071569153694757,0.0279478323146131,0.1300676298140274,0.0990597363856342,50.25,Method1_Raw,theta_obs,2,Q2
NEWAb.ST,2010,0.0851143863488697,0.0941604859081794,0.1915022408204237,0.1018477653794828,1015.42,Method1_Raw,theta_obs,2,Q2
NHY.OL,2010,0.0365292933573471,0.0679578813448568,0.2005559688013623,0.1302040762722509,60405.77,Method1_Raw,theta_obs,2,Q2
NKT.CO,2010,0.0657532924887842,0.0685849601188051,0.0236109340221005,0.0354171148224986,3655.98,Method1_Raw,theta_obs,2,Q2
NMAN.ST,2010,0.0843798775363188,0.0862286119433331,0.031084730348188,0.0360098272693392,627.98,Method1_Raw,theta_obs,2,Q2
NOBI.ST,2010,0.040916370638634,0.0452345342804164,0.0193544840485311,0.0355213807029268,4246.81,Method1_Raw,theta_obs,2,Q2
ODF.OL,2010,-0.0239426479373784,-0.0201558355331865,0.0027471956895659,0.0229284249834567,4469.83,Method1_Raw,theta_obs,2,Q2
OKEAC.CO,2010,0.0884647066970891,0.1023478083706832,0.263166839176766,0.1685480254005415,2117.96,Method1_Raw,theta_obs,2,Q2
ORK.OL,2010,0.0169647419519673,0.0273723863266332,0.0411947105180511,0.0506763127304783,58494.73,Method1_Raw,theta_obs,2,Q2
PHO.OL,2010,0.0010101495983453,0.0555041214415282,0.2150804598303677,0.1539750908790339,996.41,Method1_Raw,theta_obs,2,Q2
PRICb.ST,2010,0.0733622350674373,0.0822869302870083,0.1328197260393087,0.079780480632665,426.57,Method1_Raw,theta_obs,2,Q2
PROFb.ST,2010,-0.0413990626627325,0.0118747150558269,0.142277918630564,0.112748774269768,170.81,Method1_Raw,theta_obs,2,Q2
RAIVV.HE,2010,0.0718974316729136,0.0894984137243513,0.2245951818006945,0.1306682854918302,3660.59,Method1_Raw,theta_obs,2,Q2
REG1V.HE,2010,-0.0137470240380922,0.0256665135487621,0.1353593409055837,0.1045339153995495,215.17,Method1_Raw,theta_obs,2,Q2
ROCKb.CO,2010,0.0467830328243267,0.0491044403927044,0.0077188089817182,0.026420552644428,14983.57,Method1_Raw,theta_obs,2,Q2
SAFETYb.ST,2010,0.0660480349344978,0.0959960275427726,0.2764855103566229,0.2039376399365985,10.17,Method1_Raw,theta_obs,2,Q2
SAND.ST,2010,-0.0400320976296026,-0.012539811711223,0.0618996050733838,0.0701469305502084,78927.93,Method1_Raw,theta_obs,2,Q2
SANOMA.HE,2010,0.0932257587445991,0.0935906179543832,0.0039504900294212,0.0177711306031203,21037.05,Method1_Raw,theta_obs,2,Q2
SCAb.ST,2010,0.0278460499072501,0.0329923601929065,0.018895879152707,0.03513058699002,9579.93,Method1_Raw,theta_obs,2,Q2
SECTb.ST,2010,-0.0139002956636005,0.0302551694649769,0.1517206131678246,0.1147530784390466,646.75,Method1_Raw,theta_obs,2,Q2
SOFF.OL,2010,0.0695201833138602,0.0721336825965425,0.0249463598234656,0.0352127994752288,3478.36,Method1_Raw,theta_obs,2,Q2
SPGP.CO,2010,0.0238683589801187,0.0697522800989451,0.2314813774520696,0.1634087343603733,96.8,Method1_Raw,theta_obs,2,Q2
STRO.OL,2010,-0.0255663874776878,-0.0199297162711416,0.0072625503572971,0.0272039089992091,255.16,Method1_Raw,theta_obs,2,Q2
SVIK.ST,2010,-0.0064625151286795,0.0325681445546035,0.1476459117463272,0.1076846254501516,433.9,Method1_Raw,theta_obs,2,Q2
TEM1V.HE,2010,-0.0102015270997621,0.0496857709429671,0.2085381684356607,0.1561049308139686,574.04,Method1_Raw,theta_obs,2,Q2
TIV.CO,2010,0.0584879179887721,0.0601463638180844,0.0066946261328201,0.0243994303304583,2064.24,Method1_Raw,theta_obs,2,Q2
TRH1V.HE,2010,-0.0259895759966192,-0.0011982047104959,0.0659957279446362,0.069384015895058,248.21,Method1_Raw,theta_obs,2,Q2
VBGb.ST,2010,-0.0306787969425058,-0.020672083755795,0.0139350179735275,0.0390083579893925,714.07,Method1_Raw,theta_obs,2,Q2
VIK1V.HE,2010,0.0894019654403972,0.091831420286197,0.0602752859495252,0.047144474079197,3004.16,Method1_Raw,theta_obs,2,Q2
VOLVb.ST,2010,-0.038875525969072,-0.0289997337493108,0.0112276885350379,0.0376255723510541,100961.66,Method1_Raw,theta_obs,2,Q2
WETTERI.HE,2010,-0.0015965939329429,0.0500884830980339,0.202688934542938,0.141668143122414,41.01,Method1_Raw,theta_obs,2,Q2
WWI.OL,2010,0.0025626307499367,0.0208875541649964,0.0692474788741456,0.0662414864309444,6094.12,Method1_Raw,theta_obs,2,Q2
XANOb.ST,2010,-0.0303586691569852,-0.0105386531947254,0.0449817774964762,0.0587742370937866,121.54,Method1_Raw,theta_obs,2,Q2
ANODb.ST,2010,0.1014981890023048,0.1047204719098683,0.1640092931363894,0.0858243973045652,435.05,Method1_Raw,theta_obs,3,Q3
AQ.ST,2010,0.1390188392970034,0.1343418525536323,0.1701276419255933,0.0748286779936647,672.99,Method1_Raw,theta_obs,3,Q3
ATLA.CO,2010,0.1290395189555933,0.1259858554883334,0.1764779164614973,0.0808555167301679,474.39,Method1_Raw,theta_obs,3,Q3
ATRLJb.ST,2010,0.1145559804733623,0.1146755514767145,0.1651875000572985,0.0831054965064122,7005.12,Method1_Raw,theta_obs,3,Q3
AUSS.OL,2010,0.146994988358786,0.1391052709307545,0.205852070989052,0.0882556018033799,7318.1,Method1_Raw,theta_obs,3,Q3
BEIJb.ST,2010,0.1497060076693651,0.1396799608190533,0.2284332407835486,0.098884338569538,2717.8,Method1_Raw,theta_obs,3,Q3
BIF.CO,2010,0.1673374856654599,0.1557171201918236,0.2117448057009297,0.0817901942631063,160.37,Method1_Raw,theta_obs,3,Q3
BILIa.ST,2010,0.1199240229665749,0.1194034628953789,0.0900103911244441,0.051288209111841,1350.41,Method1_Raw,theta_obs,3,Q3
CAST.ST,2010,0.1753692659058826,0.1751818096010567,0.0008339846332512,0.00728171695773,10090.02,Method1_Raw,theta_obs,3,Q3
CONTX.OL,2010,0.1270130659374051,0.1208454424167991,0.2782207886625519,0.1671387699409079,141.11,Method1_Raw,theta_obs,3,Q3
COREa.ST,2010,0.1031891420987925,0.1125753197193709,0.3151968883475045,0.3195763391016748,129.36,Method1_Raw,theta_obs,3,Q3
DIOS.ST,2010,0.1130677742926573,0.1132542930117058,0.0672880671672205,0.0456292525471643,769.55,Method1_Raw,theta_obs,3,Q3
EMBLA.CO,2010,0.1782910594635235,0.1639748649851078,0.21835743979516,0.0831416778718578,2711.53,Method1_Raw,theta_obs,3,Q3
ENRO.ST,2010,0.1653387823078105,0.1648417339700409,0.0051123051154349,0.0133812820781647,4680.41,Method1_Raw,theta_obs,3,Q3
EPEND.ST,2010,0.1782423106075718,0.1561206964411246,0.2661899844214855,0.1158750265873197,669.51,Method1_Raw,theta_obs,3,Q3
EWRK.ST,2010,0.1488463278540165,0.1323172898391302,0.2813895146944065,0.1581932152675605,307.26,Method1_Raw,theta_obs,3,Q3
FLUGb.CO,2010,0.1021669916331416,0.1038348116620532,0.0932666923097566,0.0569183171796433,607.38,Method1_Raw,theta_obs,3,Q3
GOD.OL,2010,0.128756170852114,0.1284248240083426,0.0143597913734314,0.0206937113799194,349.94,Method1_Raw,theta_obs,3,Q3
GSFG.OL,2010,0.1052807729806026,0.1088398366782152,0.2253365151829421,0.1187941937297955,1138.95,Method1_Raw,theta_obs,3,Q3
HAVI.OL,2010,0.1557841074127863,0.1457601055337739,0.2123115358680679,0.0878583033315941,949.62,Method1_Raw,theta_obs,3,Q3
HEX.OL,2010,0.193175649476541,0.1812761212826271,0.1941847276512642,0.0636342126782993,897.75,Method1_Raw,theta_obs,3,Q3
HIAB.HE,2010,0.1178197237040078,0.1177137661833145,0.0228945222287553,0.0283450905640424,5095.0,Method1_Raw,theta_obs,3,Q3
HKFOODS.HE,2010,0.105303108197197,0.1059208838185679,0.0406612528931607,0.036892869593984,2946.72,Method1_Raw,theta_obs,3,Q3
HUH1V.HE,2010,0.1434611459396415,0.1399375393202017,0.1193672757589988,0.0556854482805246,8532.8,Method1_Raw,theta_obs,3,Q3
ILKKA2.HE,2010,0.1001983530684618,0.1012144308976771,0.0429192560706381,0.0390690366821474,1529.07,Method1_Raw,theta_obs,3,Q3
ITAB.ST,2010,0.1385705355282344,0.1258161010513608,0.2880184565784374,0.175451184746976,712.19,Method1_Raw,theta_obs,3,Q3
KIT.OL,2010,0.1420039519548856,0.1326531735953278,0.2370751277934569,0.1157594344145733,650.34,Method1_Raw,theta_obs,3,Q3
LAGRb.ST,2010,0.1745814019487273,0.1719710672329232,0.0524823327198495,0.0296845207638155,423.54,Method1_Raw,theta_obs,3,Q3
LAMMb.ST,2010,0.1009134134134134,0.1019732236214087,0.0492974841744228,0.0412260863866941,292.96,Method1_Raw,theta_obs,3,Q3
LINDEX.HE,2010,0.1047848351195674,0.1049824986659328,0.0053690327409355,0.0195563880645402,11584.2,Method1_Raw,theta_obs,3,Q3
LSG.OL,2010,0.1660480994172447,0.1562329676282367,0.1887190461281332,0.0739649125061147,5625.62,Method1_Raw,theta_obs,3,Q3
MAERSKb.CO,2010,0.12670075401864,0.1259107027776475,0.05499240981797,0.0387785115373632,147287.98,Method1_Raw,theta_obs,3,Q3
MEABb.ST,2010,0.1534599180469786,0.1504099770901428,0.0842339868776581,0.0424965416080954,196.91,Method1_Raw,theta_obs,3,Q3
METSO.HE,2010,0.1681033875625044,0.1482546635739614,0.2679383049956468,0.1214322968327465,9184.97,Method1_Raw,theta_obs,3,Q3
MYCR.ST,2010,0.1287798314566957,0.126738531308201,0.1271589565381951,0.062508135379105,656.42,Method1_Raw,theta_obs,3,Q3
NESTE.HE,2010,0.1581692203591428,0.1506128488140719,0.1726128462379548,0.0695598022026222,26411.93,Method1_Raw,theta_obs,3,Q3
NLG1V.HE,2010,0.132617946345976,0.1306621332300807,0.0984814646429517,0.0517451383222827,303.59,Method1_Raw,theta_obs,3,Q3
OEMb.ST,2010,0.1763972437930656,0.1691283431881546,0.1447107030701248,0.0541021670226828,531.0,Method1_Raw,theta_obs,3,Q3
ORIOLA.HE,2010,0.1814628775263209,0.1601178328367966,0.2573335155751247,0.1086147456620265,5143.45,Method1_Raw,theta_obs,3,Q3
PAALb.CO,2010,0.1659272115146216,0.1633372629605281,0.0563773993389594,0.0323922168828247,1399.41,Method1_Raw,theta_obs,3,Q3
PARKEN.CO,2010,0.1007830544758031,0.105280097827736,0.2064883022130018,0.1051655134374422,833.94,Method1_Raw,theta_obs,3,Q3
PIONb.ST,2010,0.1291801811877871,0.1281014447509922,0.0647147498532676,0.0412957200972848,328.87,Method1_Raw,theta_obs,3,Q3
REBL.HE,2010,0.155096340031108,0.1474528603544992,0.1856237429847463,0.0737938684496947,1075.54,Method1_Raw,theta_obs,3,Q3
REJLb.ST,2010,0.1681406442622072,0.156215782584092,0.2124219328652868,0.0824009068709729,421.91,Method1_Raw,theta_obs,3,Q3
SKFb.ST,2010,0.1460647872697181,0.1380335061628698,0.2145328677287069,0.0910910154572346,45537.92,Method1_Raw,theta_obs,3,Q3
SOLARb.CO,2010,0.136180880974696,0.1299185342397,0.2207873912417259,0.1007814335418162,2585.69,Method1_Raw,theta_obs,3,Q3
SOLTEQ.HE,2010,0.1771248942086809,0.1643921852454808,0.1997041026578848,0.077428590217962,126.75,Method1_Raw,theta_obs,3,Q3
SRV1V.HE,2010,0.1210989275816363,0.1188110809905395,0.241044775956406,0.1231786476456466,1796.16,Method1_Raw,theta_obs,3,Q3
STEa.ST,2010,0.172015365240877,0.1713325494578316,0.0090170519000261,0.0142973288271416,32427.35,Method1_Raw,theta_obs,3,Q3
TALLINK.HE,2010,0.1783456284029652,0.1761469540184974,0.0418387791650317,0.0251208343280001,1832.64,Method1_Raw,theta_obs,3,Q3
TEL.OL,2010,0.1826720742961265,0.1824032714570739,0.0019176138842712,0.0078192829881474,130771.13,Method1_Raw,theta_obs,3,Q3
TELIA.ST,2010,0.1675872988834631,0.1672151462810731,0.0031291557522577,0.0111329587059829,184007.98,Method1_Raw,theta_obs,3,Q3
TELIA1.HE,2010,0.1675872988834631,0.1672148954926312,0.0030518891749036,0.0112009360600474,184007.98,Method1_Raw,theta_obs,3,Q3
TIETO.HE,2010,0.1561196550577035,0.1545570765288023,0.0352321549930796,0.0283356656530789,8661.54,Method1_Raw,theta_obs,3,Q3
TOM.OL,2010,0.147001629263678,0.1434124534040909,0.1138058637799961,0.0525329794487042,4155.56,Method1_Raw,theta_obs,3,Q3
TRAD.ST,2010,0.1503420957868203,0.1359542313306164,0.2673034701340423,0.1303672660981714,1623.43,Method1_Raw,theta_obs,3,Q3
TRELb.ST,2010,0.1202228081384363,0.1200514189273994,0.0186162225057292,0.0259281108325348,10549.38,Method1_Raw,theta_obs,3,Q3
TYRES.HE,2010,0.0987522678804468,0.102833075678847,0.1737780881079642,0.0887339095286094,17603.42,Method1_Raw,theta_obs,3,Q3
UIE.CO,2010,0.1543784211810527,0.1530940884971449,0.0285477812733063,0.0258022553578273,2465.57,Method1_Raw,theta_obs,3,Q3
VEND.OL,2010,0.1243837694349639,0.1230350231061066,0.1252259204310503,0.0616743446153738,9973.94,Method1_Raw,theta_obs,3,Q3
VWS.CO,2010,0.1130077517835553,0.1133868184936166,0.1442889059615054,0.0716460938709339,71988.8,Method1_Raw,theta_obs,3,Q3
WIHL.ST,2010,0.1238943995970732,0.1237341553411764,0.0070583645187316,0.0186564153302073,4119.8,Method1_Raw,theta_obs,3,Q3
AFGA.OL,2010,0.3347653090225401,0.3158526292245585,0.4011919003939235,0.0443793800882404,2107.01,Method1_Raw,theta_obs,4,Q4
AFRY.ST,2010,0.2271955287605978,0.2144609479986448,0.2077805519973538,0.0530979470772787,2566.5,Method1_Raw,theta_obs,4,Q4
AKAST.OL,2010,0.3014359311629946,0.2792319987138629,0.3330702662566916,0.0542463367129984,4308.16,Method1_Raw,theta_obs,4,Q4
ALKb.CO,2010,0.2651136606835459,0.2331575590091666,0.281052329131471,0.0793612302259541,4193.19,Method1_Raw,theta_obs,4,Q4
AMBUb.CO,2010,0.296143174760671,0.2798990925116252,0.2987644913951084,0.045126013573502,1268.2,Method1_Raw,theta_obs,4,Q4
