Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_acc
2011,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,6304.4,485.4,6077.5,218.2,58.4,195.9,10223.5,1046.4,20227.8,15372.9,4203.5,0.0,111.70000000000002,3825.2,0.0,5421.9,0.1410906619261737,453.7999999999993,81.39999999999998,49.80000000000018,-503.09999999999997,21.199999999999996,-159.30000000000075,9630.0,9926.75,-0.01604754829123336,1046.4,586.5,3096.5999999999985,0.059082781373561336,0.10541214395446648,0.3119449971037851,0.019734555619915883,812.4,0.08183947414813508,True,6,54,54,0.052803123527519424,0.04832396497314169,0.021386860081643342,0.027749889486894958,0.09167146160713718,8000,0.052803123527519424
2012,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,5735.5,180.4,5678.6,36.0,33.2,330.5,9810.1,812.4,20930.3,15832.2,4536.900000000001,0.0,114.4,3815.8,0.0,5497.9,0.1170920907804387,-568.8999999999996,-305.0,-398.89999999999964,-182.2,-25.199999999999996,-72.39999999999998,10223.5,10016.8,-0.007227857199904159,812.4,1046.4,702.5,0.10446449964060381,0.08110374570721189,0.07013217794105903,0.0329945691238719,873.8,0.08723344780768309,True,6,54,54,0.04834852450507758,0.044189956396711166,0.020032124680808124,0.02471282182911072,0.08650165657262125,8000,0.04834852450507758
2013,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,6651.4,745.8,6405.4,98.8,32.7,520.1,11187.4,873.8,22095.8,16776.2,4958.9,0.0,134.9,3532.8,0.0,5579.35,0.0639153079710141,915.8999999999996,565.4,726.7999999999993,62.8,-0.5,-313.99999999999966,9810.1,10498.75,-0.029908322419335602,873.8,812.4,1165.5,0.07738064055244671,0.08322895582807477,0.11101321585903083,0.04953923086081677,958.8,0.09132515775687582,True,6,54,54,0.045179376036793,0.041470758186796096,0.018549791772121845,0.02355170257043166,0.08030967464409644,8000,0.045179376036793
2014,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,7498.4,582.8,7703.5,218.0,88.8,613.0,12623.7,958.8,24588.4,18871.5,5059.1,0.0,206.0,3549.2,0.0,7258.92,0.1272962921221687,847.0,-163.0,1298.1000000000004,119.2,56.099999999999994,-112.80000000000041,11187.4,11905.55,-0.009474572783281782,958.8,873.8,2492.600000000002,0.0733943412946063,0.08053386865789484,0.20936454006744773,0.05148859145524567,1287.0,0.10810084372414547,True,6,54,54,0.03913497923886018,0.03598791487061628,0.016761008907999874,0.01860992450607998,0.07153673636398707,8000,0.03913497923886018
2015,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,8252.0,630.0,8790.0,125.0,122.0,742.0,13731.0,1287.0,27904.0,21501.0,5886.0,0.0,491.0,3480.0,0.0,6995.65,0.007471264367816,753.6000000000004,47.200000000000045,1086.5,-93.0,33.2,-439.89999999999964,12623.7,13177.35,-0.03338303983729655,1287.0,958.8,3315.5999999999985,0.07276121526710605,0.09766758870334323,0.25161356418399744,0.05630874189423518,1404.0,0.10654646040364717,True,6,54,54,0.0394735060833256,0.036062645404042096,0.01687086409890251,0.019066053301404914,0.07050111414388585,8000,0.0394735060833256
2016,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,8251.0,880.0,8908.0,98.0,118.0,682.0,13456.0,1404.0,31188.0,24249.0,6261.0,0.0,59.0,3200.0,0.0,7889.25,0.1934375,-1.0,250.0,118.0,-27.0,-4.0,-400.0,13731.0,13593.5,-0.029425828520984295,1404.0,1287.0,3284.0,0.09467760326626697,0.10328465810865488,0.24158605215728104,0.05017103762827822,1238.0,0.09107293927244639,True,6,54,54,0.030057560498749716,0.027505608516404056,0.0145862178123632,0.011593446322348603,0.056961092222636185,8000,0.030057560498749716
2017,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,9663.0,1125.0,11133.0,863.0,121.0,628.0,14915.0,1238.0,32438.0,25221.0,6419.0,0.0,51.0,3373.0,0.0,11724.52,0.221464571597984,1412.0,245.0,2225.0,765.0,3.0,-290.0,13456.0,14185.5,-0.020443410524831694,1238.0,1404.0,1250.0,0.09897430474780586,0.08727221458531599,0.08811814881392972,0.04427055796411829,946.0,0.06668781502238201,True,6,54,54,0.02711768804967253,0.02434478792175826,0.014027928224977294,0.009807368518791597,0.0534172812000329,8000,0.02711768804967253
2018,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,9581.0,764.0,10741.0,197.0,231.0,617.0,14778.0,946.0,34709.0,27174.0,6845.0,0.0,50.0,3237.0,0.0,11383.83,0.1977139326536917,-82.0,-361.0,-392.0,-666.0,110.0,115.0,14915.0,14846.5,0.0077459333849728895,946.0,1238.0,2271.0,0.0833866567877951,0.06371872158421177,0.15296534536759507,0.0415586165089415,1897.0,0.12777422288081366,True,6,54,54,0.021437403508259366,0.018297226847025873,0.012353502134418886,0.008359256860860127,0.04483097883072835,8000,0.021437403508259366
2019,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,8849.0,1769.0,10348.0,575.0,213.0,498.0,14957.0,1897.0,36655.0,28897.0,6934.0,0.0,90.0,3075.0,0.0,13312.35,0.2386991869918699,-732.0,1005.0,-393.0,378.0,-18.0,-984.0,14778.0,14867.5,-0.06618463090633933,1897.0,946.0,1946.0,0.06362872036320834,0.1275937447452497,0.13088952412981336,0.033495880275769295,1388.0,0.09335799562804775,True,6,54,54,0.02791440429706013,0.02461115087790492,0.015022293164851682,0.010447859779455808,0.05657526100689514,8000,0.02791440429706013
2020,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,9957.0,1605.0,11430.0,7.0,133.0,538.0,16584.0,1388.0,39503.0,31266.0,7324.0,0.0,96.0,3384.0,0.0,13142.72,0.2414302600472813,1108.0,-164.0,1082.0,-568.0,-80.0,-458.0,14957.0,15770.5,-0.029041564947211565,1388.0,1897.0,2848.0,0.12028787926825402,0.08801242826796868,0.1805903427285121,0.034114327383405724,1096.0,0.06949684537586,True,6,54,54,0.0320124104261561,0.02913129907866248,0.0149996640334609,0.013505634314588677,0.06057992084241553,8000,0.0320124104261561
2021,ATEA.OL,Atea ASA,Software & IT Services,Information Technology,9727.0,1353.0,10674.0,8.0,136.0,493.0,16048.0,1096.0,28491.0,20045.0,7400.0,0.0,98.0,3507.0,0.0,18389.42,0.2703165098374679,-230.0,-252.0,-756.0,1.0,3.0,782.0,16584.0,16316.0,0.04792841382691836,1096.0,1388.0,-11012.0,0.0850698700661927,0.06717332679578328,-0.6749203236087277,0.03021573915175288,1030.0,0.06312821770041677,True,6,54,54,0.04872939587118737,0.04518891344876494,0.019580173008159677,0.024663072340361136,0.08510722114620445,8000,0.04872939587118737
2018,ATIC.ST,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,208.03,127.43,404.7,29.28,0.0,273.54,2032.35,233.18,881.4,10.61,835.79,0.0,38.93,574.89,0.0,556.92,-0.0068360903825079,30.44999999999999,61.31,117.13,29.28,-4.51,-123.22000000000001,1387.94,1710.145,-0.07205236982828943,233.18,99.94,28.090000000000032,0.05843948904917419,0.13635101117156734,0.0164255077785802,0.15995134915460385,199.12,0.11643457133751817,True,1,55,55,0.027615844466019817,0.02385781179554375,0.017162744003228137,0.007906015891282828,0.060738787727508695,8000,0.027615844466019817
2019,ATIC.ST,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,169.17,80.24,405.73,14.06,0.98,267.71,1757.69,199.12,886.14,9.43,1144.87,0.0,43.09,263.51,0.0,386.06,-1.1811695950817802,-38.860000000000014,-47.19000000000001,1.0300000000000296,-15.22,0.98,-6.94000000000003,2032.35,1895.02,-0.0036622304777786142,199.12,233.18,4.740000000000009,0.1230488332576965,0.10507540817511161,0.0025012928623444654,0.1412702768308514,246.29,0.12996696604785174,True,1,55,55,0.017793020325224247,0.014615830169919825,0.012345768207258596,0.004768053886395507,0.04173301820767125,8000,0.017793020325224247
2020,ATIC.ST,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,231.62,150.74,431.49,15.66,1.79,274.14,1853.04,246.29,765.68,3.43,733.1299999999999,0.0,43.98,290.33,0.0,288.83,-0.0511831364309574,62.45000000000002,70.50000000000001,25.75999999999999,1.5999999999999996,0.81,-31.399999999999988,1757.69,1805.365,-0.017392604819524024,246.29,199.12,-120.46000000000004,0.11029348635871417,0.13642116691084627,-0.06672334957197024,0.15184741035746233,113.97,0.06312850863952718,True,1,55,55,0.0134822179106571,0.0113160448735474,0.008674504193103588,0.004406487799452207,0.029821542862779042,8000,0.0134822179106571
2021,ATIC.ST,Actic Group AB,Hotels & Entertainment Services,Consumer Discretionary,110.16,31.53,445.12,14.61,0.55,227.61,1557.62,113.97,630.61,2.42,714.61,0.0,42.52,185.01,0.51,182.76,-0.695019404915912,-121.46000000000001,-119.21000000000001,13.629999999999995,-1.0500000000000007,-1.24,-18.169999999999995,1853.04,1705.33,-0.010654829270581059,113.97,246.29,-135.06999999999994,0.14442365993678644,0.06683163962400239,-0.0792046114241818,0.13346976831463706,139.35,0.08171438959028458,True,1,55,55,0.019804205855471577,0.017403471103145086,0.01052897505828793,0.007925366980061188,0.03985220149484812,8000,0.019804205855471577
2010,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,162.01,77.65,118.58,88.39,0.0,0.0,702.17,257.68,454.19,275.69,19.78,1.83,0.0,394.97,0.0,595.74,0.4064865686001468,70.82999999999998,56.690000000000005,-53.92,-43.94000000000001,0.0,24.11999999999997,721.12,711.645,0.033893303543199166,257.68,63.36,197.12,0.08903315557616509,0.362090649129833,0.2769920395702914,0.0,282.41,0.3968411216266538,True,3,56,56,0.08375258181420017,0.07916664111409238,0.027816117783459625,0.04702187011139207,0.1361388308108456,8000,0.08375258181420017
2011,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,208.11,118.96,111.27,41.59,0.0,1.43,808.55,282.41,454.93,273.27,49.51,20.55,0.0,446.77,0.0,407.84,0.3417866016070909,46.10000000000002,41.30999999999999,-7.310000000000002,-46.8,0.0,-34.69999999999996,702.17,755.3599999999999,-0.0459383605168396,282.41,257.68,0.7400000000000091,0.3411353526795171,0.37387470874814666,0.0009796653251429904,0.0018931370472357553,369.17,0.48873384876085585,True,3,56,56,0.07023721438024451,0.06659277594647398,0.02312275665018204,0.0400565653482256,0.11287736807854905,8000,0.07023721438024451
2012,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,381.78,238.74,147.15,19.2,20.65,2.52,1104.31,369.17,599.35,276.09,75.43,0.0,21.79,528.76,0.0,452.13,0.4274907330357819,173.66999999999996,119.78000000000002,35.88000000000001,-22.390000000000004,20.65,16.269999999999932,808.55,956.43,0.017011176981064934,369.17,282.41,144.42000000000002,0.29527513775184805,0.3859874742532125,0.15099902763401402,0.0026347981556412913,229.52,0.23997574312809095,True,3,56,56,0.066680893277066,0.06304515424098985,0.021741385837885947,0.03795952393015929,0.10742375146965026,8000,0.066680893277066
2013,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,352.58,206.39,158.24,21.8,1.25,3.11,1383.12,229.52,437.18,232.27,206.63,0.0,11.99,667.81,0.0,530.24,-0.0205297914077357,-29.19999999999999,-32.35000000000002,11.090000000000003,2.6000000000000014,-19.4,-24.739999999999966,1104.31,1243.715,-0.019892017061786636,229.52,369.17,-162.17000000000002,0.2968284534640171,0.18454388666213725,-0.13039160901010283,0.002500572880442867,108.53,0.08726275714291458,True,3,56,56,0.06016363586373932,0.05613974739295832,0.02166321314048328,0.033549228276357757,0.1012579179223579,8000,0.06016363586373932
2014,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,455.03,135.96,318.17,23.67,4.98,2.47,1302.74,108.53,384.75,594.27,320.36,0.0,35.12,513.76,0.0,188.55,-1.0997352849579571,102.44999999999999,-70.42999999999998,159.93,1.870000000000001,3.7300000000000004,18.549999999999955,1383.12,1342.9299999999998,0.013813080354150966,108.53,229.52,-52.43000000000001,0.17090987616629313,0.08081582807741283,-0.03904149881229849,0.001839261912385605,247.2,0.1840751193286322,True,3,56,56,0.05601859949190748,0.05202848875917493,0.021384432538159442,0.029502853843617505,0.09565719099062163,8000,0.05601859949190748
2015,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,232.67,54.09,347.01,51.34,0.67,1.28,393.36,247.2,223.95,728.58,472.74,0.0,35.8,-131.23,0.0,29.73,7.720566943534253,-222.35999999999999,-81.87,28.839999999999975,27.67,-4.3100000000000005,-145.96999999999994,1302.74,848.05,-0.17212428512469777,247.2,108.53,-160.8,0.1279759448145746,0.29149224691940334,-0.18961146158834977,0.0015093449678674608,60.36,0.07117504864099994,True,3,56,56,0.061497543224526496,0.057355230395387,0.02269370482649651,0.03263990489233675,0.10402619671062915,8000,0.061497543224526496
2016,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,70.07,6.02,211.19,57.74,0.54,0.27,221.01,60.36,12.76,64.33,126.7,0.0,13.88,-101.09,0.0,53.35,1.9007814818478583,-162.6,-48.07000000000001,-135.82,6.399999999999999,-0.13,27.560000000000016,393.36,307.185,0.08971792242459761,60.36,247.2,-211.19,0.804726793300454,0.19649396943210118,-0.6875010173022771,0.0008789491674398164,39.46,0.12845679313768577,True,3,56,56,0.04999230365036709,0.046421047929452355,0.019212916515397804,0.025994945641170126,0.08549590500955134,8000,0.04999230365036709
2017,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,75.29,0.59,97.1,68.39,0.0,0.21,214.02,39.46,0.0,0.0,20.290000000000003,0.0,10.13,79.47,0.0,38.89,-0.3827859569648924,5.220000000000013,-5.43,-114.09,10.649999999999999,-0.54,134.85000000000002,221.01,217.515,0.6199572443279775,39.46,60.36,-12.76,0.2774981035790635,0.18141277613038181,-0.05866262096866883,0.0009654506585752707,-25.6,-0.11769303266441396,True,3,56,56,0.07478577933793477,0.07002375949214523,0.02957441682888005,0.035393378550242376,0.1305902566199275,8000,0.07478577933793477
2018,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,50.08,0.34,93.25,69.4,0.0,0.18,254.11,-25.6,0.0,0.0,16.290000000000003,0.0,7.6,94.68,0.0,29.44,-0.2523236163920574,-25.210000000000008,-0.24999999999999994,-3.8499999999999943,1.0100000000000051,0.0,-20.10000000000001,214.02,234.065,-0.08587358212462354,-25.6,39.46,0.0,0.1685856492854549,-0.10937132847713243,0.0,0.0007690171533548373,-19.25,-0.08224211223378121,True,3,56,56,0.09035206255436148,0.08575308254299649,0.03303789030841923,0.04541930539892644,0.15015492533813368,8000,0.09035206255436148
2019,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,35.39,0.02,108.53,71.73,5.02,0.11,194.24,-19.25,0.0,0.0,8.24,0.0,11.05,22.65,0.0,29.24,-0.8516556291390729,-14.689999999999998,-0.32,15.280000000000001,2.3299999999999983,5.02,-22.3,254.11,224.175,-0.09947585591613695,-19.25,-25.6,0.0,-0.11419649827143973,-0.0858704137392662,0.0,0.0004906880785100925,1.96,0.008743169398907104,True,3,56,56,0.09576931217716217,0.09164663199175531,0.031441337189044044,0.05201635108389785,0.15438080516479158,8000,0.09576931217716217
2020,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,9.02,0.02,119.92,80.56,5.04,0.0,43.3,1.96,0.0,0.0,3.22,0.0,1.39,-142.71,0.0,24.11,0.0323032723705416,-26.37,0.0,11.39,8.829999999999998,0.020000000000000462,-28.910000000000004,194.24,118.77000000000001,-0.24341163593500043,1.96,-19.25,0.0,-0.16207796581628356,0.016502483792203416,0.0,0.0,-4.92,-0.04142460217226572,True,3,56,56,0.10897756151909123,0.10543952323917877,0.030440343879694257,0.06598078005869533,0.16468167477552872,8000,0.10897756151909123
2021,ATLA.CO,Atlantic Petroleum P/F,Oil & Gas,Energy,3.05,0.02,118.54,80.03,5.18,0.0,55.83,-4.92,0.0,0.0,2.67,0.0,0.0,-129.5,0.0,22.46,0.0206177606177606,-5.97,0.0,-1.3799999999999955,-0.5300000000000011,0.13999999999999968,-4.980000000000006,43.3,49.565,-0.10047412488651278,-4.92,1.96,0.0,0.03954403308786442,-0.09926359326137396,0.0,0.0,-0.2,-0.004035105417129023,True,3,56,56,0.11915852319619791,0.11530473218453544,0.033584696996181905,0.07015386935098493,0.17976693017971895,8000,0.11915852319619791
2018,ATORX.ST,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,407.47,354.12,38.89,0.0,0.0,15.42,495.89,-97.5,25.25,0.0,162.29,130.63,0.0,457.0,0.0,1532.63,-0.0140262582056892,-126.18999999999994,-119.10000000000002,13.8,0.0,0.0,-20.88999999999992,643.45,569.6700000000001,-0.03667035301139241,-97.5,-96.48,-29.82,-0.16936120912107008,-0.17115171941650428,-0.05234609510769392,0.02706830270156406,-166.54,-0.29234469078589354,True,4,57,57,0.09447662218682032,0.08671264318069298,0.04254705364324467,0.03910321845620344,0.17542829204483648,8000,0.09447662218682032
2019,ATORX.ST,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,193.15,184.6,38.39,0.0,0.0,11.37,291.73,-166.54,4.06,0.0,191.68,161.55,0.39,242.38,0.0,706.87,-0.1091674230547074,-214.32000000000002,-169.52,-0.5,0.0,0.0,-44.30000000000001,495.89,393.81,-0.1124907950534522,-166.54,-97.5,-21.19,-0.24758132094157081,-0.4228942891241969,-0.05380767375130139,0.028871790965186255,-144.67,-0.36735989436530303,True,4,57,57,0.09770147687028578,0.09161012287312735,0.03889618243857275,0.04580389124371156,0.1702854510982335,8000,0.09770147687028578
2020,ATORX.ST,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,115.22,107.91,32.08,0.0,0.0,8.98,158.65,-144.67,4.45,0.0,141.27,112.84,0.32,120.34,0.0,592.62,-0.2019278710320758,-77.93,-76.69,-6.310000000000002,0.0,0.0,5.069999999999993,291.73,225.19,0.022514321239841883,-144.67,-166.54,0.39000000000000057,-0.7395532661308228,-0.6424352768773035,0.0017318708646032264,0.03987743683112039,-127.31,-0.5653448199298371,True,4,57,57,0.09920273542279116,0.09370491165727564,0.035231469162320214,0.05144045225590145,0.16450801974580628,8000,0.09920273542279116
2021,ATORX.ST,Alligator Bioscience AB,Biotechnology & Medical Research,Health Care,291.91,270.99,46.2,0.0,0.0,4.24,324.63,-127.31,12.97,0.0,145.11,110.37,0.2299999999999999,275.01,0.0,536.25,-0.0799970910148722,176.69000000000003,163.08,14.120000000000005,0.0,0.0,-0.5099999999999909,158.65,241.64,-0.002110577718920671,-127.31,-144.67,8.52,-0.5987005462671743,-0.526858136070187,0.035259063069028304,0.01754676378083099,-164.0,-0.6786955802019533,True,4,57,57,0.06475795064178662,0.0600409850339577,0.02574701889711577,0.032517489534251674,0.11284059647034347,8000,0.06475795064178662
2010,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2701.87,144.31,2448.38,991.41,5.46,3661.06,8657.08,357.68,10411.14,9196.38,159.08,82.33,104.4,3451.38,22.33,1298.01,0.2975521848398398,-261.25,-148.45999999999998,-64.40000000000009,96.62,-70.96000000000001,-22.729999999999933,9134.29,8895.685000000001,-0.0025551714117574903,357.68,538.79,-1073.8500000000004,0.06056756730931906,0.040208258273533734,-0.12071583020307039,0.41155459079317663,391.89,0.04405394300719955,True,2,58,58,0.03802837952009044,0.03469312262994097,0.016190189291487283,0.01850551544043227,0.06841434772705075,8000,0.03802837952009044
2011,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2386.79,51.2,2238.19,868.43,3.7,3592.77,8259.09,391.89,10144.3,9059.7,1088.18,92.65,125.7,3239.98,22.59,852.5,-0.0112273453136642,-315.0799999999999,-93.11,-210.19000000000005,-122.98000000000002,-1.7599999999999998,-136.51999999999987,8657.08,8458.085,-0.016140769453132697,391.89,357.68,-266.84000000000015,0.042288532215034494,0.04633318298409156,-0.03154851245878945,0.4247734564029565,744.44,0.08801519492887576,True,2,58,58,0.039165518137598276,0.035924167465784945,0.015879850436461264,0.019842278396655946,0.06941658392262841,8000,0.039165518137598276
2012,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,1990.07,48.12,2075.53,779.06,8.34,3494.23,7645.37,744.44,10041.57,8763.11,1081.17,89.84,138.85,3142.96,23.78,850.9,0.0468241788084904,-396.72,-3.0800000000000054,-162.65999999999985,-89.37,4.64,-315.7100000000002,8259.09,7952.23,-0.03970081348250745,744.44,391.89,-102.72999999999956,0.049280516282853994,0.09361399255303231,-0.012918388929897598,0.4394025323714229,694.26,0.08730381289273575,True,2,58,58,0.03292184768531331,0.029977948984259026,0.013706875509898311,0.016586278981915288,0.05894671931492284,8000,0.03292184768531331
2013,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2210.67,240.5,2444.27,991.35,0.09,3614.78,8155.12,694.26,11018.05,9660.3,1251.67,92.31,135.53,3406.1,26.84,1193.62,0.0183108356102931,220.60000000000014,192.38,368.7399999999998,212.29000000000008,-8.25,-136.47999999999956,7645.37,7900.245,-0.0172754136105905,694.26,744.44,976.4799999999996,0.09422998906995923,0.08787828731893758,0.12360123008843392,0.4575528986759272,770.4,0.09751596311253638,True,2,58,58,0.02794469196999806,0.025530370769406157,0.011666534906109,0.014206800558388525,0.04961002136526435,8000,0.02794469196999806
2014,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,1990.09,30.59,2262.89,465.86,0.05,3531.85,8347.65,770.4,11917.08,10439.67,1194.12,116.01,122.34,3632.73,33.55,1108.13,0.075542511755785,-220.58000000000015,-209.91,-181.3800000000001,-525.49,-0.039999999999999994,-354.82000000000005,8155.12,8251.385,-0.04300126584809702,770.4,694.26,899.0300000000007,0.08413860218617844,0.09336614398673676,0.10895504209293357,0.4280311729485413,789.12,0.09563485402753598,True,2,58,58,0.02928392354759584,0.0267479977806487,0.012233756204977709,0.014491284207086636,0.05321296979934546,8000,0.02928392354759584
2015,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,1827.45,39.74,2268.69,422.44,2.3,3789.32,8211.54,789.12,11987.5,10526.63,1251.24,110.7,103.81,3842.0,44.24,1608.94,0.0557145209765739,-162.63999999999987,9.150000000000002,5.800000000000182,-43.420000000000016,2.25,-218.76000000000008,8347.65,8279.595000000001,-0.02642158221507212,789.12,770.4,70.42000000000007,0.09304802952318318,0.09530900967982128,0.008505246935387548,0.457669729014523,602.32,0.07274751965524884,True,2,58,58,0.03411145162476652,0.031390748294839885,0.014225769664742918,0.016721487558348073,0.0608250235893611,8000,0.03411145162476652
2016,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,1889.51,41.69,2199.86,363.05,24.74,3668.13,8257.82,602.32,12555.3,11028.65,1274.04,122.01,82.61,3720.39,112.84,2864.92,0.07617857524855,62.059999999999945,1.9499999999999957,-68.82999999999993,-59.389999999999986,22.439999999999998,91.9899999999999,8211.54,8234.68,0.01117104732667206,602.32,789.12,567.7999999999993,0.09582886038073124,0.07314431161866643,0.06895228472751816,0.4454490034828311,601.86,0.0730884503101517,True,2,58,58,0.02733919966861135,0.024907248782886464,0.012478517075125213,0.012247678908522614,0.05072701746172949,8000,0.02733919966861135
2017,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2102.07,30.88,2905.11,904.28,10.84,4023.36,8957.1,601.86,13399.96,11782.91,1288.53,120.26,85.82000000000001,4120.91,119.18,3273.92,0.0856019565622426,212.56000000000017,-10.809999999999999,705.25,541.23,-13.899999999999999,45.45000000000019,8257.82,8607.46,0.005280303364755711,601.86,602.32,844.6599999999999,0.06997650874938717,0.06992306673513442,0.0981311559972396,0.4674270923129472,452.79,0.05260436876848688,True,2,58,58,0.02446542800210633,0.02208177766255441,0.010723571699290769,0.011808480793448768,0.04484714820947171,8000,0.02446542800210633
2018,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2164.91,39.45,2598.12,737.66,15.26,3968.46,8912.76,452.79,13811.74,12344.11,1224.9,131.46,66.74,4114.87,127.45,1790.19,0.0724721378868165,62.83999999999969,8.570000000000004,-306.99000000000024,-166.62,4.42,199.0599999999999,8957.1,8934.93,0.022278853891412678,452.79,601.86,411.78000000000065,0.0673603486541025,0.05067639030188261,0.046086539010378444,0.4441512132719562,871.17,0.09750160325822362,True,2,58,58,0.024730943282252584,0.022569383546266822,0.010532379170706723,0.012032790917156935,0.044295942456464774,8000,0.024730943282252584
2019,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2220.65,43.25,2689.71,529.96,6.69,3917.35,9138.9,871.17,14287.64,12685.62,1315.9,150.24,59.56,4131.83,141.9,2713.04,0.0881665430431961,55.74000000000024,3.799999999999997,91.59000000000015,-207.69999999999993,-8.57,-255.91999999999985,8912.76,9025.83,-0.028354179061648607,871.17,452.79,475.89999999999964,0.05016602351251907,0.09651965525608171,0.05272645285807506,0.43401548666438433,1096.14,0.12144478679523103,True,2,58,58,0.021635263543615852,0.01968280314370727,0.009613638569118396,0.010252424082263402,0.03947631364381739,8000,0.021635263543615852
2020,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2505.65,278.42,3024.85,472.79,0.83,4143.26,9842.74,1096.14,16128.11,14344.61,1378.4699999999998,160.87,59.370000000000005,4429.56,168.27,2833.62,0.1101671875645685,285.0,235.17000000000002,335.1399999999999,-57.170000000000016,-5.86,-348.3399999999999,9138.9,9490.82,-0.03670283494998324,1096.14,871.17,1840.4700000000012,0.09179080416655253,0.11549476230715577,0.19392107320547658,0.4365544810669679,896.17,0.09442492850986532,True,2,58,58,0.021592705416302427,0.019562034963064134,0.009598298056572674,0.010323353263317942,0.039500669040511575,8000,0.021592705416302427
2021,ATRAV.HE,Atria Oyj,Food & Tobacco,Consumer Staples,2792.3,573.98,2496.3,29.49,14.47,3859.23,9625.65,896.17,15650.78,13857.02,1326.15,155.39,58.88,4551.52,129.6,3167.03,0.1205096216290118,286.6500000000001,295.56,-528.5499999999997,-443.3,13.64,89.9799999999998,9842.74,9734.195,0.009243702227045977,896.17,1096.14,-477.3299999999999,0.1126071544693732,0.09206411007792632,-0.04903641235870043,0.3964611352042979,542.61,0.05574266798641285,True,2,58,58,0.01742643124622539,0.015769097432772154,0.008411555012501234,0.007506280380580188,0.03328243908146379,8000,0.01742643124622539
2010,ATRLJb.ST,Atrium Ljungberg AB,Real Estate Operations,Real Estate,620.2,381.16,2053.48,1507.03,0.0,9.03,18402.64,563.6,1626.21,753.73,62.31,0.0,0.0,7894.89,0.0,9698.31,0.1026195425142085,88.94000000000005,192.96000000000004,-233.96000000000004,-149.78999999999996,0.0,-19.84999999999991,16046.46,17224.55,-0.0011524248819272439,563.6,500.06,-3.0,0.029031817957508324,0.03272073871305782,-0.00017417000734416864,0.0005242517221059476,552.51,0.03207689025257554,True,8,59,59,0.0643154730441079,0.0584181801711873,0.031040231956316718,0.026249683727337856,0.1234245259221451,8000,0.0643154730441079
