Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2022,ACADE.ST,AcadeMedia AB,Miscellaneous Educational Service Providers,Industrials,1772.14,1095.06,4535.32,1162.48,18.3,1907.94,18168.25,2762.54,13992.24,1243.19,11488.3,0.0,425.46,5545.63,0.0,4634.97,0.1506213000146057
2023,ACADE.ST,AcadeMedia AB,Miscellaneous Educational Service Providers,Industrials,1796.67,961.47,3954.27,145.17,4.97,2192.4,19804.16,2817.02,15120.44,1396.35,12441.59,0.0,519.61,6098.94,0.0,5285.94,0.1250856706247315
2024,ACADE.ST,AcadeMedia AB,Miscellaneous Educational Service Providers,Industrials,2294.79,1325.12,5021.56,449.09,0.0,2194.1,22866.39,3506.98,17341.79,1523.86,14306.079999999998,0.0,664.37,6308.42,0.0,5283.49,0.1343410869916718
2019,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.48,336.1,216.25,234.91,41.1,1.21,0.0,0.0,,
2020,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,608.77,301.36,252.69,0.0,0.91,7.51,718.03,-193.23,605.42,380.84,377.51,81.62,2.56,319.43,0.0,,-0.2312556741696146
2021,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,1697.85,1329.65,329.0,0.0,2.82,4.75,1817.01,-122.07,1027.97,653.67,601.3199999999999,121.43,5.029999999999999,1456.36,0.0,4015.53,-0.0759564942733938
2022,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,1306.67,816.79,474.48,0.0,0.82,0.78,1753.33,-279.61,1321.05,874.62,783.0799999999999,193.68,3.17,1231.06,0.0,1118.04,-0.1187107045960391
2023,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,1272.6,764.6,553.97,10.29,2.68,0.77,1735.93,-28.0,1628.64,1110.26,776.9699999999999,178.92,10.55,1151.56,0.0,1821.11,-0.078345896001945
2024,ACAST.ST,Acast AB (publ),Software & IT Services,Information Technology,1366.09,733.76,621.69,0.0,3.84,11.29,2066.55,34.97,1976.74,1199.55,839.9200000000001,191.26,6.22,1303.35,0.0,2922.64,0.0938427897341466
2017,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,23.06,1.61,2.76,0.0,0.0,0.0,79.61,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,,0.0
2018,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,53.77,50.11,4.02,0.0,0.0,0.0,105.7,-20.18,0.0,0.0,24.82,9.02,0.02,101.68,0.0,,-0.1555861526357199
2019,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,180.92,101.75,12.25,0.0,0.0,0.2,234.63,-34.55,0.0,0.0,34.73,25.2,0.0,222.28,0.0,519.78,-0.0428738527982724
2020,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,205.0,192.85,19.17,0.0,0.0,0.31,266.66,-87.54,0.0,0.0,96.39,66.28,0.01,246.49,0.0,1660.0,-0.1221956265974278
2021,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,267.55,254.87,24.46,0.0,0.0,0.23,324.92,-116.82,0.0,0.0,138.57,107.81,0.08,299.92,0.0,989.42,-0.1028274206455054
2022,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,151.42,140.77,35.31,0.0,0.0,0.15,205.73,-119.02,0.0,0.0,140.45,112.22,0.05,170.24,0.0,473.46,-0.1661184210526315
2023,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,29.13,22.0,12.65,0.0,0.0,0.09,87.66,-126.19,0.0,0.0,111.97,80.88,0.0,74.83,0.0,117.36,-0.4154750768408393
2024,ACELP.ST,Ascelia Pharma AB,Biotechnology & Medical Research,Health Care,86.07,77.37,63.72,25.93,0.0,0.02,144.88,-63.91,0.0,0.0,69.38,51.66,3.7,81.16,0.0,291.78,-0.263923114834894
2004,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,762.2,67.53,420.3,188.29,0.0,0.0,1640.94,249.2,1555.12,652.9,799.01,0.0,18.03,851.47,0.0,804.01,0.1000387565034586
2005,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,595.01,128.72,470.97,167.9,0.0,760.45,1481.98,101.7,1094.93,514.77,687.88,38.69,11.57,609.25,0.0,601.28,-0.1322938038572014
2006,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,617.12,186.48,704.49,337.76,0.0,781.0,1519.75,14.91,398.11,215.24,245.14,31.75,17.13,366.93,0.0,294.0,-0.129861281443327
2007,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,202.07,66.39,248.35,129.66,0.0,160.75,546.86,-205.88,209.72,78.85,231.61,0.0,50.76,37.23,0.0,43.52,-4.069298952457696
2008,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,120.17,41.31,61.39,0.0,0.0,33.61,337.38,-17.91,183.64,58.76,107.47,0.0,17.41,47.99,0.0,29.07,-7.403029128569496e-17
2009,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,75.14,25.2,50.14,0.0,0.0,25.43,260.33,7.65,116.71,36.2,93.78,0.0,11.85,20.22,0.0,53.81,-1.2423343224530168
2010,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,82.47,36.7,74.34,7.79,0.0,28.57,263.82,32.77,152.14,46.01,90.15,0.0,12.91,22.08,0.0,69.96,0.1390398550724633
2011,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,76.38,22.24,42.01,2.58,0.0,27.09,126.8,30.97,184.0,57.42,95.15,0.0,3.88,78.13,0.0,120.83,0.3526174324843209
2012,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,68.32,14.35,36.69,3.21,0.0,28.92,143.79,8.87,174.65,62.74,107.87,0.0,0.4,104.95,0.0,77.12,0.0346831824678418
2013,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,70.28,19.84,30.58,6.2,0.0,33.38,148.5,5.57,150.96,65.98,93.25,0.0,0.0,104.91,0.0,60.9,-0.0788294728815174
2014,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,60.17,6.64,32.7,6.36,0.0,26.11,134.99,-0.53,175.44,62.62,125.47,0.0,0.72,96.31,0.0,60.22,-0.1388225521752674
2015,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,57.24,2.57,36.79,11.29,0.0,20.7,132.44,-0.79,156.1,65.89,104.51,0.0,0.94,90.86,0.0,68.88,-0.1677305745102356
2016,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,63.54,2.34,35.5,6.29,0.0,22.69,142.96,0.85,200.84,87.79,109.72,0.0,0.5,96.6,0.0,94.38,0.0292960662525879
2017,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,80.19,3.78,39.19,5.0,0.0,25.32,172.33,7.8,223.22,100.51,109.65,0.0,0.49,119.09,0.0,155.55,0.1055504240490385
2018,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,134.85,25.41,61.76,11.59,0.0,48.95,255.94,19.58,279.75,127.71,126.22,0.0,1.14,147.51,0.0,244.38,0.1673106908006238
2019,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,144.06,23.44,66.18,10.19,0.0,55.18,290.56,42.21,307.05,143.77,136.91,0.0,1.22,178.08,0.0,347.04,0.1412286612758311
2020,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,121.76,29.34,54.49,10.39,0.0,61.98,282.36,39.4,274.89,126.11,148.82999999999998,0.0,3.95,179.65,0.0,280.95,-0.0222655162816588
2021,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,170.28,26.34,89.32,9.93,0.0,55.1,315.44,22.95,336.9,176.44,151.48,0.0,0.4,191.77,0.0,,0.0447410961047087
2022,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,181.05,14.78,77.33,10.4,0.0,62.56,329.55,36.52,394.81,182.59,169.24,0.0,1.05,228.59,0.0,526.48,0.1834288464062294
2023,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,129.09,14.79,70.31,11.1,0.0,69.12,292.97,58.5,368.47,183.29,201.46,0.0,3.13,209.91,0.0,293.08,-0.0924682006574243
2024,ACG1V.HE,Aspocomp Group Oyj,Semiconductors & Semiconductor Equipment,Information Technology,169.35,16.2,82.46,14.39,0.0,58.45,334.3,-54.77,320.48,181.81,192.93,0.0,4.39,180.58,0.0,256.0,-0.3247867980950271
2014,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,4.72,0.4,23.38,2.07,0.16,91.82,96.53,9.55,1.08,0.31,0.57,0.0,0.5,15.2,0.0,,-0.0197368421052631
2015,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,41.59,41.27,0.91,0.55,0.0,0.0,57.97,-16.28,5.03,0.0,2.03,0.0,0.0,44.53,0.0,15.85,0.0673703121491129
2016,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,34.17,18.98,21.87,2.81,0.01,1.25,364.46,16.22,30.98,9.79,16.3,0.0,0.0,174.04,-0.07,69.56,0.0281082945335402
2017,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,32.6,18.25,28.72,9.9,1.15,1.5,470.66,24.65,81.18,23.96,35.04,0.0,0.0,234.39,1.68,69.53,0.0939551827847672
2018,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,36.85,20.18,28.08,8.45,2.07,1.12,522.98,14.29,82.07,24.02,36.92,0.0,0.0,257.14,0.0,63.29,0.0821731352570584
2019,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,74.58,53.58,34.68,10.19,0.91,2.03,762.61,9.83,87.54,27.23,42.07,0.0,0.0,375.37,0.0,104.89,0.0485920558382396
2020,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,67.67,49.27,51.21,28.54,5.13,4.04,1059.31,34.78,112.02,31.32,51.83,0.0,0.0,497.29,0.0,136.97,0.0580546562368034
2021,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,95.35,72.74,102.45,49.91,0.95,10.35,1784.13,80.08,102.18,29.41,41.33,0.0,0.0,852.48,0.0,775.0,0.0368806306306306
2022,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,150.76,26.65,226.06,144.44,0.0,10.2,1972.61,-14.98,124.02,39.05,40.98,0.0,0.0,886.01,0.0,477.06,0.0496495524881209
2023,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,64.4,43.35,236.34,184.13,0.91,0.62,2177.95,70.89,146.39,44.55,31.65,0.0,0.0,953.33,0.0,572.63,0.0736261315599005
2024,ACRIa.ST,Acrinova AB (publ),Real Estate Operations,Real Estate,109.3,83.43,341.17,283.31,2.28,0.56,2249.98,62.1,162.42,49.87,21.09,0.0,0.0,989.3,0.0,666.22,0.0924492065096532
1997,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,474.5,157.79,282.23,131.88,0.04,3967.42,1564.89,192.44,423.21,310.52,98.7,14.77,50.62,508.32,21.9,583.09,-0.0412281694391007
1998,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,1033.09,177.55,274.44,42.31,1.02,1018.84,1894.01,-262.94,488.87,358.22,255.89,127.72,16.4,1282.41,3.54,1109.03,-0.0108246821416073
1999,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,799.08,73.39,187.92,0.95,3.27,383.42,1354.12,99.39,252.4,139.59,348.55,255.6,4.47,1002.73,0.0,1625.08,0.0153480996878521
2000,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,531.97,93.11,120.97,0.0,2.74,367.88,809.52,-38.67,269.54,172.88,350.08,261.2,3.84,601.85,0.0,1083.53,0.0065464816814821
2001,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,532.1,107.11,51.27,0.0,2.76,-120.98,640.21,-308.77,89.04,66.62,304.19,256.47,1.42,581.17,0.0,931.37,-0.0459762203830204
2002,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,286.82,135.0,67.48,21.93,2.02,-140.92,373.1,-239.28,3.16,0.16,262.96,233.91,1.99,303.48,0.0,201.54,-0.0923948859891919
2003,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,231.79,41.99,47.18,1.61,3.02,288.6,320.21,-253.57,0.29,0.0,295.66,249.48,1.34,268.46,0.0,1907.99,-0.1759293749534383
2004,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,210.43,196.18,82.37,7.73,2.94,2091.16,536.07,-132.09,63.98,0.0,234.55,206.18,24.32,95.12,0.0,1124.8,0.1186921783010932
2005,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,159.7,151.51,30.84,4.89,0.04,2776.3,482.21,-166.28,7.9,0.0,170.22,146.37,34.67,150.14,0.0,2739.12,-0.3371519914746237
2006,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,101.86,89.13,134.02,96.5,0.08,2801.0,421.03,-87.13,57.74,0.0,166.14,144.2,33.46,54.96,0.0,2825.49,0.0425764192139738
2007,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,132.37,116.57,41.5,4.63,0.01,2497.18,411.71,-161.83,10.47,0.0,186.15,164.46,20.51,159.43,0.0,2337.04,-0.1990215141441384
2008,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,131.96,123.37,51.23,5.92,0.41,2624.14,420.56,-136.39,45.72,0.0,203.61,177.39,23.17,145.49,0.0,1412.53,-0.0252251013815384
2009,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,145.24,126.25,50.08,6.09,0.2,2320.1,403.34,-184.99,8.87,0.0,189.57,174.51,11.79,152.63,0.0,5221.41,-0.1178012186332962
2010,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,125.44,113.79,69.12,6.76,0.03,2789.96,436.51,-164.87,9.54,0.0,201.82,182.46,10.24,157.7,0.0,9676.68,-0.1272035510462903
2011,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,412.9,403.63,105.63,6.95,0.59,986.28,744.94,-40.57,202.62,0.0,289.78,275.15,8.09,435.58,0.0,1321.7,0.4130125350107902
2012,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,269.85,185.47,109.86,6.88,0.03,653.14,596.43,-206.6,195.87,0.0,336.14,322.52,10.03,290.98,0.0,3245.04,0.5918619836414873
2013,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,364.52,354.55,130.39,6.5,0.03,718.22,723.62,-92.28,104.67,0.0,293.31,277.99,12.31,382.08,0.0,4907.55,0.2016331658291457
2014,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,326.74,314.82,90.65,6.61,0.03,731.6,692.54,-245.34,9.55,0.0,219.41,203.82,10.75,388.49,0.0,1620.13,-0.0432186156657829
2015,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,125.21,108.44,55.01,6.79,0.04,690.32,470.37,-208.32,15.56,0.0,185.68,168.49,6.57,189.01,0.0,1298.51,-0.0433839479392624
2016,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,80.42,73.66,22.15,8.84,0.03,622.24,391.54,-71.84,18.7,0.0,72.83,57.2,7.0,173.12,0.0,959.52,-0.0227010166358594
2017,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,302.29,25.17,225.98,210.25,0.03,3.42,304.01,-44.98,19.61,0.0,67.32,47.79,6.91,77.73,0.0,168.58,-0.0878682619323297
2018,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,293.89,24.94,209.24,199.32,0.03,2.48,295.13,-38.06,18.78,0.0,46.72,36.82,6.53,85.79,0.0,425.9,0.0273924699848467
2019,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,59.79,55.96,10.47,1.17,0.03,5.98,62.78,-33.33,7.84,0.0,37.88,26.5,1.87,50.43,0.0,306.41,-0.107277414237557
2020,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,31.62,27.37,9.77,1.37,0.0,3.9,33.58,-32.97,6.88,0.0,39.95,26.15,0.1699999999999999,23.09,0.0,429.94,-0.3070593330446082
2021,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,54.42,51.77,9.65,0.74,0.0,1.84,55.34,-46.27,0.0,0.0,49.89,34.61,0.06,45.47,0.0,268.43,-0.3373652957994282
2022,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,41.53,39.34,11.35,1.51,0.0,11.8,48.01,-52.12,0.0,0.0,55.0,40.69,0.71,32.48,0.0,239.85,-0.4624384236453203
2023,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,38.97,36.46,10.45,1.56,0.0,4.75,44.34,-45.52,0.0,0.0,46.26,32.39,0.48,30.87,0.0,166.13,-0.4648526077097505
2024,ACTI.ST,Active Biotech AB publ,Biotechnology & Medical Research,Health Care,40.31,28.16,9.16,1.7,0.0,3.45,44.4,-41.1,0.0,0.0,40.52,27.13,0.36,33.66,0.0,121.41,-0.4084967320261439
2005,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,869.63,142.55,563.92,0.0,25.1,157.79,1195.07,178.28,2202.99,1499.89,546.65,0.0,5.46,412.4,4.48,1335.27,0.362190558434081
2006,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,859.81,92.54,597.32,0.0,33.65,151.43,1199.7,225.67,2863.0,1909.24,733.21,0.0,8.52,386.16,5.05,1953.24,0.5419851230796757
2007,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1023.62,63.65,776.0,0.0,35.75,155.2,1507.53,183.45,3213.39,2179.42,730.28,0.0,0.0,476.93,7.85,2659.14,0.6264491109369195
2008,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1111.16,66.88,823.94,0.0,56.59,154.33,1721.86,277.51,3595.6,2425.62,811.1099999999999,0.0,17.99,569.3,10.29,2243.76,0.5881398919926157
2009,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1090.58,68.57,761.61,0.0,42.45,138.77,1730.56,260.48,3771.48,2555.61,921.44,0.0,21.55,671.0,8.98,1193.13,0.4013059207623751
2010,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,906.51,41.24,557.6,0.0,26.4,116.3,1486.37,240.8,3024.42,2066.14,779.12,0.0,0.0,662.35,9.07,1963.79,0.2668374489887107
2011,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1173.96,43.77,865.8,0.0,22.76,141.91,2021.38,256.93,3783.66,2560.69,908.66,0.0,13.62,794.02,13.13,3236.47,0.3725329864337481
2012,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1336.38,43.11,1120.84,248.13,36.21,134.5,2355.48,355.88,4459.2,2997.1,1060.77,0.0,21.52,865.63,11.21,3069.93,0.4331577026595501
2013,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1514.21,64.51,1354.72,0.0,29.57,148.73,2743.49,292.83,4667.14,3143.39,1157.5,0.0,12.7,982.89,14.34,3804.58,0.354532053788996
2014,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1771.63,63.83,1512.59,0.0,0.0,173.0,3205.58,440.26,5596.57,3773.94,1373.18,0.0,12.68,1230.42,17.58,5595.63,0.3499759615384612
2015,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1950.05,77.52,1642.78,0.0,37.36,184.92,3598.43,509.91,5235.5,3612.39,1249.6,0.0,8.24,1404.63,32.69,6426.98,0.2541326913978795
2016,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,2149.34,142.48,1840.98,0.0,23.41,170.97,3872.27,463.84,6023.02,4153.0,1452.18,0.0,15.36,1505.15,35.62,7496.5,0.2612200393309841
2017,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,2305.9,170.59,2107.51,0.0,43.13,182.1,4327.16,530.74,6914.01,4757.35,1611.4699999999998,0.0,9.63,1630.23,38.34,9360.56,0.3209694528848056
2018,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,2650.5,180.65,2272.26,0.0,57.39,194.76,5192.79,524.71,7809.37,5375.64,1770.79,0.0,15.58,1961.76,43.28,10397.27,0.3228663767306385
2019,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,3503.55,273.64,2950.7,0.0,80.7,250.45,6534.96,486.72,9426.04,6525.22,2082.49,0.0,28.79,2291.18,46.38,11775.76,0.337762453156283
2020,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,4491.57,382.19,2798.54,188.46,167.41,326.39,8955.76,1052.25,11054.75,7619.15,2426.6800000000003,0.0,34.849999999999994,3177.58,61.07,16932.68,0.3007642073086008
2021,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,4155.0,411.39,3493.85,800.24,147.9,319.31,9604.9,1550.92,11697.42,8113.69,2559.07,0.0,40.24000000000001,3152.98,226.26,34735.93,0.2913140232715051
2022,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,5554.41,408.84,4873.33,1271.4199999999998,114.14,349.9,11626.19,1104.77,13834.76,9576.32,2835.35,0.0,41.39,3677.68,306.86,46449.09,0.3467652476822921
2023,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,7762.11,610.89,5254.04,322.59000000000003,165.32,460.69,15394.19,1830.97,17930.27,12542.76,3367.8,0.0,116.89,5225.82,392.14,52881.44,0.3387030167534123
2024,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,7912.71,810.36,5335.39,489.47,213.25,640.78,16915.05,2583.48,20084.9,13717.01,3923.87,0.0,246.80999999999997,6066.55,511.81,67537.49,0.3340057400324703
1998,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,23.66,1.73,1.09,0.0,0.0,0.0,40.55,2.03,0.64,0.0,0.77,0.0,1.85,24.52,0.0,25.05,-0.0807504078303425
1999,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,7.18,1.38,0.17,0.0,0.0,0.0,30.74,18.27,0.65,0.0,1.03,0.0,1.26,27.01,0.0,17.71,-0.0607182524990744
2000,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,15.39,6.95,1.79,0.0,0.0,0.06,50.12,-1.44,134.24,136.42,5.41,0.0,0.15,47.99,0.0,146.94,-0.1612836007501558
2001,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,3.77,0.56,0.73,0.0,0.0,0.16,49.66,0.89,8.59,8.44,6.05,0.0,0.04,48.57,0.0,93.61,-0.1222977146386658
2002,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,1.48,0.69,5.93,0.0,0.0,0.1,41.36,-0.9,7.91,0.0,22.46,0.0,0.0,35.01,0.0,43.36,-0.4155955441302485
2003,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,78.28,11.97,71.68,20.75,1.48,0.0,252.22,-7.67,86.83,58.26,38.870000000000005,0.0,1.34,116.39,7.29,305.06,-0.0941138421733506
2004,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,237.37,73.84,278.06,27.85,0.0,162.84,615.93,59.89,599.98,321.26,233.76,0.0,9.45,104.15,0.43,257.11,0.3395486708739723
2005,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,322.75,75.16,310.9,24.1,0.0,191.18,711.74,74.08,736.35,0.0,1332.27,0.0,7.0,195.27,0.0,414.19,-3.087622266605213
2006,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,484.45,203.71,356.5,80.0,0.0,130.4,954.81,56.77,1009.18,662.55,276.99,0.0,12.25,474.28,13.09,1280.34,0.1177544781172415
2007,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,3316.83,384.75,464.36,124.74,6.95,594.9,3964.25,77.89,1028.42,701.74,227.95,0.0,15.2,3248.02,15.82,6187.25,0.0255925535565469
2008,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,3000.98,440.88,637.24,127.05,67.15,1352.02,5468.34,113.56,1306.69,1044.63,344.86,0.0,95.18,3387.58,75.41,3089.46,-0.0513948928527082
2009,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,1464.8,463.23,842.46,111.04,125.27,1177.96,4671.07,12.4,620.05,563.28,238.16,0.0,57.36,2223.94,148.28,4536.01,-0.1006441223832528
2010,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,1573.0,66.96,330.9,34.510000000000005,30.69,789.5,4338.05,89.53,987.15,869.21,401.34,0.0,3.35,1647.7,192.99,3286.09,-0.1557839723147298
2011,AFAGR.HE,Afarak Group SE,Metals & Mining,Materials,1087.04,509.68,242.34,8.39,32.35,639.2,3263.39,-83.01,1239.63,1098.44,358.53,0.0,11.88,1747.02,111.01,1710.62,-0.1233672222730525
