SizeGroup,PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
SmallCap,LongShort,CAPM,0.20069846132547384,0.20164986408210145,0.21678178663995468,0.20243319968185502,7.752678654604495e-07,1.0517128612441695e-07,3.9573448340490813e-07,5.817506005811879e-07,5.111679611899041,5.529399355888139,5.254820274767502,5.173139778655742,0.000951402756627597,0.016083325314480763,0.0017347383563811867,0.9859677879290887,0.7792315616329901,0.9752791216667256,0.01759925466509601,0.2805195814147972,0.03100839811066328
SmallCap,LongShort,FF3,0.19640946293606315,0.19856778018927426,0.21224424604766168,0.19794712017868468,2.43579976633157e-07,3.0417558471995676e-08,1.0557353369300415e-07,1.7519016171085866e-07,5.358610108945728,5.781089219388088,5.530951566980465,5.426986272957898,0.002158317253213459,0.015834783111600463,0.0015376572426234946,0.9660650189473032,0.7671043453774486,0.9765182017091789,0.04257237000075911,0.29637893483434213,0.029453913590091158
SmallCap,LongShort,FF3+MOM,0.15446217109983695,0.1583096767433636,0.17092233030858558,0.15696561628437522,0.00018616670249027578,5.265048221225754e-05,6.080090389404269e-05,0.00014330464927825304,3.8132106029122363,4.139289109580059,4.103108503092599,3.8824439040685537,0.0038475056435150687,0.016460159208736197,0.0025034451845259396,0.9453227800047672,0.7781102618828193,0.9653488936610004,0.06862753058377433,0.28198594041477587,0.04347148555167221
SmallCap,LongShort,FF5,0.18044305485451945,0.18534213617624914,0.19675748145822033,0.1821507908046914,2.680433652813008e-11,2.009978850026073e-10,2.284661348994632e-11,1.9955592733822414e-11,7.0917464422850784,6.732525827035221,7.119803055298014,7.143514905376008,0.004899081321731393,0.01631442660370086,0.0017077359501719031,0.896651933661553,0.6652438631796949,0.9624748134991425,0.12998072191300847,0.4330300997361569,0.04707989722356359
SmallCap,LongShort,FF5+MOM,0.15998430589292506,0.16509016880094,0.17731240041869983,0.16253193274528524,3.2563529495099885e-07,1.238833797767569e-07,1.589176030769579e-07,2.609495739491763e-07,5.301062330241081,5.501795508883727,5.450540919489197,5.347503641990727,0.0051058629080166056,0.01732809452577325,0.002547626852359392,0.904938318575532,0.6966310044535624,0.9527873536729317,0.11950729877424598,0.3901758964316307,0.05924700862546894
SmallCap,Q5,CAPM,0.03540148759307338,0.032025584276661995,0.04151070416079004,0.035310018359906936,0.43694377702537635,0.4087650926923838,0.3710393119640225,0.43823229626983995,0.7790086579526252,0.8279012699572392,0.896652010253833,0.7768178190264146,-0.0033759033164112995,0.006109216567716659,-9.146923316636496e-05,0.9548163647275969,0.9248819367507359,0.9988625059721801,-0.05669699821489221,0.09434864584376981,-0.001426576058144473
SmallCap,Q5,FF3,0.034268100641794336,0.030804862362929272,0.040269230101729954,0.03418348356235052,0.2748954381032678,0.22260407582760489,0.2090558631626902,0.27644105715134426,1.0950504690095129,1.2236808854595271,1.2604872003997138,1.0915199008321297,-0.0034632382788861646,0.006001129459913997,-8.46170794652143e-05,0.9312113059152407,0.89322527923659,0.9984715601900056,-0.08637876528608626,0.13431509901138436,-0.0019168905013050338
SmallCap,Q5,FF3+MOM,0.010894475678891855,0.009627013421364902,0.014993274631400481,0.010847532861913636,0.6750297982596005,0.6887540785592461,0.573561330668753,0.676588043157162,0.4199147418233537,0.4011685299634213,0.563806515186595,0.41777896037409923,-0.00126746225750924,0.00409879895252676,-4.694281695998004e-05,0.9714565171013139,0.9124087463801531,0.9989818885654949,-0.03580554131910312,0.11007523828551559,-0.0012768670364139937
SmallCap,Q5,FF5,0.02912445880937023,0.0271215330137331,0.03567049968295935,0.029040035276148637,0.3028176409837977,0.24198232714341894,0.2085802800779466,0.30464959912011436,1.0332732663574122,1.1737840280451506,1.2618571003611554,1.029354952311672,-0.0020029257956658553,0.006546040873558902,-8.442353325115864e-05,0.9561641123935463,0.8698542288031224,0.9983076302095033,-0.05500487053529487,0.16395675736056473,-0.0021224985102223206
SmallCap,Q5,FF5+MOM,0.012361247094368324,0.01217547339177373,0.017538139542004453,0.012329455015258938,0.586086304662951,0.563969222094298,0.4435200807637387,0.5873259352127869,0.545471558362996,0.5779966996284556,0.7679093568318112,0.5436659169534026,-0.00018577370259487136,0.005176892447635549,-3.179207910928433e-05,0.9952382404458799,0.8730873397676446,0.9992137792468989,-0.005972049939667405,0.1598488862211251,-0.0009860477676711466
