Ticker,YahooTicker,FetchStatus,FetchMessage,PriceRows,SplitRows,FetchedAt
NETCG.CO,NETCG.CO,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:03:14.441964+00:00
NEWAb.ST,NEWA-B.ST,ok,,5354,2,2026-05-04T16:03:19.990411+00:00
NHY.OL,NHY.OL,ok,,5350,1,2026-05-04T16:03:25.604847+00:00
NIBEb.ST,NIBE-B.ST,ok,,5354,3,2026-05-04T16:03:31.275496+00:00
NILb.ST,NIL-B.ST,ok,,2716,0,2026-05-04T16:03:36.742726+00:00
NIVIb.ST,NIVI-B.ST,ok,,1084,0,2026-05-04T16:03:42.140546+00:00
NKR.OL,NKR.OL,ok,,5350,0,2026-05-04T16:03:47.701919+00:00
NKT.CO,NKT.CO,ok,,5324,0,2026-05-04T16:03:53.360608+00:00
NLG1V.HE,NLG1V.HE,ok,,5356,0,2026-05-04T16:03:59.005161+00:00
NMAN.ST,NMAN.ST,ok,,4741,1,2026-05-04T16:04:04.596016+00:00
NNIT.CO,NNIT.CO,ok,,2766,0,2026-05-04T16:04:10.035502+00:00
NOBI.ST,NOBI.ST,ok,,5354,1,2026-05-04T16:04:15.566490+00:00
NOD.OL,NOD.OL,ok,,5350,1,2026-05-04T16:04:21.128322+00:00
NOHOP.HE,NOHOP.HE,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:04:26.584908+00:00
NOKIA.HE,NOKIA.HE,ok,,5356,0,2026-05-04T16:04:33.692459+00:00
NOLAb.ST,NOLA-B.ST,ok,,5354,1,2026-05-04T16:04:39.359651+00:00
NORBT.OL,NORBT.OL,ok,,1705,0,2026-05-04T16:04:44.775981+00:00
NORBb.ST,NORB-B.ST,ok,,1122,0,2026-05-04T16:04:50.114677+00:00
NORCO.OL,NORCO.OL,ok,,596,0,2026-05-04T16:04:55.418418+00:00
NORTHM.CO,NORTHM.CO,ok,,5324,0,2026-05-04T16:05:00.950489+00:00
NOTE.ST,NOTE.ST,ok,,5354,0,2026-05-04T16:05:06.690243+00:00
NOVA.IC,NOVA.IC,ok,,941,0,2026-05-04T16:05:12.173631+00:00
NOVOb.CO,NOVO-B.CO,ok,,5324,3,2026-05-04T16:05:17.666147+00:00
NP3.ST,NP3.ST,ok,,2842,0,2026-05-04T16:05:23.110693+00:00
NRC.OL,NRC.OL,ok,,5350,2,2026-05-04T16:05:28.723989+00:00
NSISb.CO,NSIS-B.CO,ok,,5324,1,2026-05-04T16:05:34.411653+00:00
NSKOG.OL,NSKOG.OL,ok,,1619,0,2026-05-04T16:05:39.834712+00:00
NTEKb.ST,NTEK-B.ST,ok,,5354,0,2026-05-04T16:05:45.434299+00:00
NYFO.ST,NYFO.ST,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:05:52.244582+00:00
NYKD.OL,NYKD.OL,ok,,1377,0,2026-05-04T16:05:57.634148+00:00
ODF.OL,ODF.OL,ok,,5350,1,2026-05-04T16:06:03.290019+00:00
ODLO.OL,ODLO.OL,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:06:08.566990+00:00
OEMb.ST,OEM-B.ST,ok,,5354,3,2026-05-04T16:06:14.249363+00:00
OET.OL,OET.OL,ok,,1943,0,2026-05-04T16:06:19.687924+00:00
OKEA.OL,OKEA.OL,ok,,1707,0,2026-05-04T16:06:25.251314+00:00
OKEAC.CO,OKEAC.CO,ok,,5324,1,2026-05-04T16:06:30.813509+00:00
OLVAS.HE,OLVAS.HE,ok,,5356,2,2026-05-04T16:06:36.428537+00:00
ORIOLA.HE,ORIOLA.HE,ok,,245,0,2026-05-04T16:06:41.794982+00:00
ORK.OL,ORK.OL,ok,,5350,1,2026-05-04T16:06:48.688300+00:00
ORNAV.HE,ORNAV.HE,ok,,5356,0,2026-05-04T16:06:54.241225+00:00
ORRON.ST,ORRON.ST,ok,,5354,0,2026-05-04T16:06:59.862255+00:00
ORSTED.CO,ORSTED.CO,ok,,2456,0,2026-05-04T16:07:05.315312+00:00
ORTHEX.HE,ORTHEX.HE,ok,,1261,0,2026-05-04T16:07:10.856749+00:00
OTEC.OL,OTEC.OL,ok,,5350,0,2026-05-04T16:07:16.468921+00:00
OTL.OL,OTL.OL,ok,,1005,0,2026-05-04T16:07:21.914711+00:00
OUT1V.HE,OUT1V.HE,ok,,5356,1,2026-05-04T16:07:27.513873+00:00
OVARO.HE,OVARO.HE,ok,,3127,0,2026-05-04T16:07:32.986716+00:00
PAALb.CO,PAAL-B.CO,ok,,5324,1,2026-05-04T16:07:38.569575+00:00
PACT.ST,PACT.ST,ok,,5354,1,2026-05-04T16:07:44.097938+00:00
PANDXb.ST,PANDX-B.ST,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:07:51.089633+00:00
PARKEN.CO,PARKEN.CO,ok,,5324,0,2026-05-04T16:07:56.642737+00:00
PARKSTa.CO,PARKST-A.CO,ok,,5324,0,2026-05-04T16:08:02.186206+00:00
PEABb.ST,PEAB-B.ST,ok,,5354,1,2026-05-04T16:08:07.748826+00:00
PENR.OL,PENR.OL,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:08:14.057174+00:00
PEXIP.OL,PEXIP.OL,ok,,1479,0,2026-05-04T16:08:19.412225+00:00
PFINV.CO,PFINV.CO,ok,,311,0,2026-05-04T16:08:24.676621+00:00
PHO.OL,PHO.OL,ok,,5350,0,2026-05-04T16:08:30.213509+00:00
PIHLIS.HE,PIHLIS.HE,ok,,2721,0,2026-05-04T16:08:35.638259+00:00
PIONb.ST,PION-B.ST,ok,,5354,0,2026-05-04T16:08:41.241230+00:00
PLAZb.ST,PLAZ-B.ST,ok,,3094,0,2026-05-04T16:08:47.110117+00:00
PNDORA.CO,PNDORA.CO,ok,,3973,0,2026-05-04T16:08:53.054829+00:00
POL.OL,POL.OL,ok,,5350,0,2026-05-04T16:08:58.657745+00:00
PON1V.HE,PON1V.HE,ok,,5356,1,2026-05-04T16:09:04.373609+00:00
POSTI.HE,POSTI.HE,ok,,116,0,2026-05-04T16:09:09.641311+00:00
PREVb.ST,PREV-B.ST,ok,,5354,0,2026-05-04T16:09:15.272154+00:00
PRFO.ST,PRFO.ST,ok,,1195,0,2026-05-04T16:09:20.926098+00:00
PRICb.ST,PRIC-B.ST,ok,,5354,1,2026-05-04T16:09:26.529388+00:00
PRIMOF.CO,PRIMOF.CO,ok,,4552,0,2026-05-04T16:09:32.367586+00:00
PROFb.ST,PROF-B.ST,ok,,5354,0,2026-05-04T16:09:37.892094+00:00
PRSO.OL,PRSO.OL,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:09:43.160217+00:00
PUUILO.HE,PUUILO.HE,ok,,1199,0,2026-05-04T16:09:48.540313+00:00
QPR1V.HE,QPR1V.HE,ok,,5356,0,2026-05-04T16:09:54.088267+00:00
RAILG.ST,RAILG.ST,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:10:01.165753+00:00
RAIVV.HE,RAIVV.HE,ok,,5356,0,2026-05-04T16:10:06.744983+00:00
RANA.OL,RANA.OL,ok,,1279,0,2026-05-04T16:10:12.135326+00:00
RAP1V.HE,RAP1V.HE,ok,,5356,0,2026-05-04T16:10:17.729833+00:00
RAUTE.HE,RAUTE.HE,ok,,5356,0,2026-05-04T16:10:23.421093+00:00
RAYb.ST,RAY-B.ST,ok,,5354,1,2026-05-04T16:10:29.030438+00:00
RBLNb.CO,RBLN-B.CO,ok,,5324,1,2026-05-04T16:10:34.634870+00:00
RBREW.CO,RBREW.CO,ok,,5324,1,2026-05-04T16:10:40.255329+00:00
REACH.OL,REACH.OL,ok,,5350,2,2026-05-04T16:10:46.017565+00:00
REBL.HE,REBL.HE,ok,,5356,1,2026-05-04T16:10:51.596095+00:00
REG1V.HE,REG1V.HE,ok,,5356,4,2026-05-04T16:10:57.164030+00:00
REITIR.IC,REITIR.IC,ok,,2734,0,2026-05-04T16:11:02.579334+00:00
REJLb.ST,REJL-B.ST,ok,,4844,0,2026-05-04T16:11:08.123197+00:00
REKA.HE,REKA.HE,ok,,5356,0,2026-05-04T16:11:13.769116+00:00
RELAIS.HE,RELAIS.HE,ok,,1619,0,2026-05-04T16:11:19.249201+00:00
REMEDY.HE,REMEDY.HE,ok,,2221,0,2026-05-04T16:11:24.714052+00:00
RIASb.CO,RIAS-B.CO,ok,,5324,0,2026-05-04T16:11:30.266275+00:00
ROBIT.HE,ROBIT.HE,ok,,2731,0,2026-05-04T16:11:35.823287+00:00
ROCKb.CO,ROCK-B.CO,ok,,5324,1,2026-05-04T16:11:41.378898+00:00
RROS.ST,RROS.ST,ok,,5354,1,2026-05-04T16:11:47.020695+00:00
RTX.CO,RTX.CO,ok,,5324,0,2026-05-04T16:11:52.631601+00:00
RUSTA.ST,RUSTA.ST,ok,,608,0,2026-05-04T16:11:58.008401+00:00
RVRC.ST,RVRC.ST,ok,,1205,0,2026-05-04T16:12:03.344415+00:00
SAABb.ST,SAAB-B.ST,ok,,5354,1,2026-05-04T16:12:08.975158+00:00
SAFETYb.ST,SAFETY-B.ST,ok,,5354,2,2026-05-04T16:12:14.620157+00:00
SAGAb.ST,SAGA-B.ST,ok,,3259,1,2026-05-04T16:12:20.097135+00:00
SAGCV.HE,SAGCV.HE,ok,,5356,0,2026-05-04T16:12:25.681208+00:00
SALM.OL,SALM.OL,ok,,4746,0,2026-05-04T16:12:31.392909+00:00
SAND.ST,SAND.ST,ok,,5354,1,2026-05-04T16:12:36.940484+00:00
SANOMA.HE,SANOMA.HE,ok,,5356,0,2026-05-04T16:12:42.492147+00:00
SBBb.ST,SBB-B.ST,ok,,4019,0,2026-05-04T16:12:48.000594+00:00
SCANA.OL,SCANA.OL,ok,,5350,3,2026-05-04T16:12:53.541023+00:00
SCANFL.HE,SCANFL.HE,ok,,3576,0,2026-05-04T16:12:58.996758+00:00
SCATC.OL,SCATC.OL,ok,,2885,0,2026-05-04T16:13:04.968327+00:00
SCAb.ST,SCA-B.ST,ok,,5354,1,2026-05-04T16:13:10.573781+00:00
SCHO.CO,SCHO.CO,ok,,5324,1,2026-05-04T16:13:16.145144+00:00
SCST.ST,SCST.ST,ok,,2956,0,2026-05-04T16:13:21.567832+00:00
SECTb.ST,SECT-B.ST,ok,,5354,1,2026-05-04T16:13:27.113935+00:00
SECUb.ST,SECU-B.ST,ok,,5354,0,2026-05-04T16:13:32.732788+00:00
SFAST.ST,SFAST.ST,ok,,1343,0,2026-05-04T16:13:38.092532+00:00
SGG.ST,SGG.ST,ok,,5326,1,2026-05-04T16:13:43.593573+00:00
SHOTE.ST,SHOTE.ST,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:13:51.698941+00:00
SIGR.CO,SIGR.CO,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:13:58.206502+00:00
SIILI.HE,SIILI.HE,ok,,3377,1,2026-05-04T16:14:03.722292+00:00
SIMINN.IC,SIMINN.IC,ok,,4504,1,2026-05-04T16:14:09.256168+00:00
SINT.ST,SINT.ST,ok,,5354,0,2026-05-04T16:14:14.767326+00:00
SITOWS.HE,SITOWS.HE,ok,,1261,0,2026-05-04T16:14:20.226758+00:00
SKAKO.CO,SKAKO.CO,ok,,5324,0,2026-05-04T16:14:25.850468+00:00
SKAb.ST,SKA-B.ST,ok,,5354,0,2026-05-04T16:14:31.551914+00:00
SKFb.ST,SKF-B.ST,ok,,5354,1,2026-05-04T16:14:37.207359+00:00
SKISb.ST,SKIS-B.ST,ok,,5354,2,2026-05-04T16:14:42.831700+00:00
SLEEP.ST,SLEEP.ST,ok,,1211,0,2026-05-04T16:14:48.225001+00:00
SMOP.OL,SMOP.OL,ok,,1215,0,2026-05-04T16:14:53.610319+00:00
SNI.OL,SNI.OL,ok,,5350,0,2026-05-04T16:14:59.269132+00:00
SOFF.OL,SOFF.OL,ok,,5350,1,2026-05-04T16:15:04.903199+00:00
SOFb.ST,SOF-B.ST,ok,,5354,0,2026-05-04T16:15:10.583118+00:00
SOLARb.CO,SOLAR-B.CO,ok,,5324,0,2026-05-04T16:15:16.165305+00:00
SOLTEQ.HE,SOLTEQ.HE,ok,,5356,0,2026-05-04T16:15:21.779703+00:00
SPGP.CO,SPGP.CO,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:15:28.299931+00:00
SRV1V.HE,SRV1V.HE,ok,,4725,1,2026-05-04T16:15:34.282309+00:00
SSABAH.HE,SSABAH.HE,ok,,2930,0,2026-05-04T16:15:39.757287+00:00
SSABa.ST,SSAB-A.ST,ok,,5354,1,2026-05-04T16:15:45.537855+00:00
SSH1V.HE,SSH1V.HE,ok,,5356,0,2026-05-04T16:15:51.149374+00:00
STEAV.HE,STEAV.HE,ok,,5356,0,2026-05-04T16:15:56.732262+00:00
STEFb.ST,STEF-B.ST,ok,,3805,2,2026-05-04T16:16:02.284869+00:00
STEa.ST,STE-A.ST,ok,,5354,0,2026-05-04T16:16:07.929004+00:00
STOGR.CO,STOGR.CO,empty_download,Yahoo returned no rows. This is often a ticker mapping issue or rate limit.,0,0,2026-05-04T16:16:14.797534+00:00
STORb.ST,STOR-B.ST,ok,,1126,0,2026-05-04T16:16:20.166676+00:00
STRO.OL,STRO.OL,ok,,5350,1,2026-05-04T16:16:25.773625+00:00
SUBC.OL,SUBC.OL,ok,,5350,0,2026-05-04T16:16:31.354206+00:00
SUY1V.HE,SUY1V.HE,ok,,5356,1,2026-05-04T16:16:37.080447+00:00
SVEDb.ST,SVED-B.ST,ok,,5354,1,2026-05-04T16:16:42.823889+00:00
SVIK.ST,SVIK.ST,ok,,5354,0,2026-05-04T16:16:48.718084+00:00
SVN.IC,SVN.IC,ok,,1210,0,2026-05-04T16:16:54.104555+00:00
SWECb.ST,SWEC-B.ST,ok,,5354,2,2026-05-04T16:16:59.700539+00:00
SWON.OL,SWON.OL,ok,,188,0,2026-05-04T16:17:05.079352+00:00
SYN.IC,SYN.IC,ok,,3305,0,2026-05-04T16:17:10.774335+00:00
SYNSAM.ST,SYNSAM.ST,ok,,1109,0,2026-05-04T16:17:16.132237+00:00
SYSR.ST,SYSR.ST,ok,,4637,1,2026-05-04T16:17:21.757900+00:00
TALLINK.HE,TALLINK.HE,ok,,1834,0,2026-05-04T16:17:27.189002+00:00
TCM.CO,TCM.CO,ok,,2083,0,2026-05-04T16:17:32.636511+00:00
TEL.OL,TEL.OL,ok,,5350,0,2026-05-04T16:17:38.253272+00:00
TEL2b.ST,TEL2-B.ST,ok,,5354,1,2026-05-04T16:17:43.791198+00:00
TELIA.ST,TELIA.ST,ok,,5354,0,2026-05-04T16:17:49.496718+00:00
TELIA1.HE,TELIA1.HE,ok,,5356,0,2026-05-04T16:17:55.065841+00:00
TEM1V.HE,TEM1V.HE,ok,,5356,1,2026-05-04T16:18:00.765144+00:00
TGS.OL,TGS.OL,ok,,5350,1,2026-05-04T16:18:06.495563+00:00
THULE.ST,THULE.ST,ok,,2848,0,2026-05-04T16:18:12.009843+00:00
TIETO.HE,TIETO.HE,ok,,5356,0,2026-05-04T16:18:17.609293+00:00
TIETOS.ST,TIETOS.ST,ok,,5354,0,2026-05-04T16:18:23.285752+00:00
TIV.CO,TIV.CO,ok,,5324,1,2026-05-04T16:18:28.843199+00:00
TLT1V.HE,TLT1V.HE,ok,,5356,0,2026-05-04T16:18:34.385316+00:00
TNOM.HE,TNOM.HE,ok,,2716,1,2026-05-04T16:18:39.889521+00:00
TOIVO.HE,TOIVO.HE,ok,,1208,0,2026-05-04T16:18:45.292164+00:00
TOKMAN.HE,TOKMAN.HE,ok,,2493,0,2026-05-04T16:18:50.816474+00:00
TOM.OL,TOM.OL,ok,,5350,1,2026-05-04T16:18:56.432573+00:00
TRAD.ST,TRAD.ST,ok,,5133,0,2026-05-04T16:19:02.371568+00:00
TRELb.ST,TREL-B.ST,ok,,5354,0,2026-05-04T16:19:07.991690+00:00
TRH1V.HE,TRH1V.HE,ok,,5356,2,2026-05-04T16:19:13.510657+00:00
TRIANb.ST,TRIAN-B.ST,ok,,2205,2,2026-05-04T16:19:18.896278+00:00
TRIFOR.CO,TRIFOR.CO,ok,,1214,0,2026-05-04T16:19:24.318371+00:00
TRMDa.CO,TRMD-A.CO,ok,,4710,2,2026-05-04T16:19:29.940298+00:00
TROAX.ST,TROAX.ST,ok,,2767,1,2026-05-04T16:19:35.428941+00:00
TRUEb.ST,TRUE-B.ST,ok,,1124,0,2026-05-04T16:19:40.857605+00:00
TTALO.HE,TTALO.HE,ok,,2125,0,2026-05-04T16:19:46.304203+00:00
TULAV.HE,TULAV.HE,ok,,5356,1,2026-05-04T16:19:52.008565+00:00
TYRES.HE,TYRES.HE,ok,,5356,1,2026-05-04T16:19:57.650268+00:00
UIE.CO,UIE.CO,ok,,5324,1,2026-05-04T16:20:03.220201+00:00
UPM.HE,UPM.HE,ok,,5356,0,2026-05-04T16:20:08.810435+00:00
VAIAS.HE,VAIAS.HE,ok,,5356,1,2026-05-04T16:20:14.454092+00:00
VALMT.HE,VALMT.HE,ok,,3075,0,2026-05-04T16:20:19.903079+00:00
VAR.OL,VAR.OL,ok,,1034,1,2026-05-04T16:20:25.418653+00:00
VBGb.ST,VBG-B.ST,ok,,5354,1,2026-05-04T16:20:31.112175+00:00
VEI.OL,VEI.OL,ok,,5350,1,2026-05-04T16:20:36.773582+00:00
VEND.OL,VEND.OL,ok,,2721,0,2026-05-04T16:20:42.259925+00:00
VERK.HE,VERK.HE,ok,,3010,1,2026-05-04T16:20:47.684928+00:00
VIK1V.HE,VIK1V.HE,ok,,5356,0,2026-05-04T16:20:53.285010+00:00
VISTN.OL,VISTN.OL,ok,,2717,0,2026-05-04T16:20:58.781446+00:00
VITR.ST,VITR.ST,ok,,5354,1,2026-05-04T16:21:04.361921+00:00
VITb.ST,VIT-B.ST,ok,,5354,1,2026-05-04T16:21:10.002391+00:00
VIVA.ST,VIVA.ST,ok,,1077,0,2026-05-04T16:21:15.354767+00:00
VOLO.ST,VOLO.ST,ok,,2344,0,2026-05-04T16:21:20.785686+00:00
VOLVb.ST,VOLV-B.ST,ok,,5354,1,2026-05-04T16:21:26.291926+00:00
VOW.OL,VOW.OL,ok,,3003,0,2026-05-04T16:21:31.677294+00:00
VPLAYb.ST,VPLAY-B.ST,ok,,1756,0,2026-05-04T16:21:37.040038+00:00
VWS.CO,VWS.CO,ok,,5324,1,2026-05-04T16:21:42.680130+00:00
WALLb.ST,WALL-B.ST,ok,,5354,4,2026-05-04T16:21:48.314616+00:00
WAWI.OL,WAWI.OL,ok,,3962,0,2026-05-04T16:21:53.778974+00:00
WBGRb.ST,WBGR-B.ST,ok,,1373,0,2026-05-04T16:21:59.105246+00:00
WETTERI.HE,WETTERI.HE,ok,,5356,0,2026-05-04T16:22:04.625760+00:00
WIHL.ST,WIHL.ST,ok,,5354,4,2026-05-04T16:22:10.215028+00:00
WISE.ST,WISE.ST,ok,,5354,1,2026-05-04T16:22:15.847726+00:00
WITH.HE,WITH.HE,ok,,5354,0,2026-05-04T16:22:21.427294+00:00
WRT1V.HE,WRT1V.HE,ok,,5356,2,2026-05-04T16:22:27.015761+00:00
WSTEP.OL,WSTEP.OL,ok,,2124,0,2026-05-04T16:22:32.531155+00:00
WTWa.ST,WTW-A.ST,ok,,1199,0,2026-05-04T16:22:37.911706+00:00
WUF1V.HE,WUF1V.HE,ok,,5356,0,2026-05-04T16:22:43.524279+00:00
WWI.OL,WWI.OL,ok,,5350,0,2026-05-04T16:22:49.262939+00:00
XANOb.ST,XANO-B.ST,ok,,5354,3,2026-05-04T16:22:54.810814+00:00
YAR.OL,YAR.OL,ok,,5350,0,2026-05-04T16:23:00.365643+00:00
YIT.HE,YIT.HE,ok,,5356,1,2026-05-04T16:23:06.000899+00:00
ZAL.OL,ZAL.OL,ok,,2959,0,2026-05-04T16:23:11.541786+00:00
ZAP.OL,ZAP.OL,ok,,1376,0,2026-05-04T16:23:17.001426+00:00
