Ticker,ExDate,DPS_UNADJUSTED,DPS_ADJUSTED_GROSS,AdjustmentFactor,DPS_LOCAL,Currency,AdjustmentBasis,SplitFallbackSource,SplitFallbackEventCount,SplitFallbackEvents,InstrumentCurrency
CARLb.CO,2020-03-17,21.0,,1.0,21.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CARLb.CO,2021-03-16,22.0,,1.0,22.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CARLb.CO,2022-03-15,24.0,,1.0,24.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CARLb.CO,2023-03-14,27.0,,1.0,27.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CARLb.CO,2024-03-12,27.0,,1.0,27.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CARLb.CO,2025-03-18,27.0,,1.0,27.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CARLb.CO,2026-03-17,29.0,,1.0,29.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CAST.ST,2004-03-26,8.5,,0.25,2.125,SEK,yahoo_split_events,yahoo,1,2006-04-25:4,SEK
CAST.ST,2005-03-24,9.5,,0.25,2.375,SEK,yahoo_split_events,yahoo,1,2006-04-25:4,SEK
CAST.ST,2006-03-24,10.5,,0.25,2.625,SEK,yahoo_split_events,yahoo,1,2006-04-25:4,SEK
CAST.ST,2007-03-23,2.85,,1.0,2.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2008-03-28,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2009-03-27,3.15,,1.0,3.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2010-03-26,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2011-03-25,3.6,,1.0,3.6,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2012-03-23,3.7,,1.0,3.7,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2013-03-22,3.95,,1.0,3.95,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2014-03-21,4.25,,1.0,4.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2015-03-20,4.6,,1.0,4.6,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2016-03-18,4.9,,1.0,4.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2017-03-24,2.5,,1.0,2.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2017-09-22,2.5,,1.0,2.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2018-03-23,2.65,,1.0,2.65,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2018-09-21,2.65,,1.0,2.65,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2019-03-22,3.05,,1.0,3.05,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2019-09-20,3.05,,1.0,3.05,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2020-03-20,3.25,,1.0,3.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2020-09-18,3.25,,1.0,3.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2021-03-26,3.45,,1.0,3.45,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2021-09-24,3.45,,1.0,3.45,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2022-04-01,1.9,,1.0,1.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2022-06-29,1.9,,1.0,1.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2022-09-29,1.9,,1.0,1.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2022-12-29,1.9,,1.0,1.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2025-05-08,0.62,,1.0,0.62,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2025-06-27,0.62,,1.0,0.62,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2025-09-29,0.62,,1.0,0.62,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CAST.ST,2025-12-29,0.62,,1.0,0.62,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2007-04-24,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2008-04-22,5.25,,1.0,5.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2009-04-30,5.25,,1.0,5.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2010-04-29,5.75,,1.0,5.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2010-10-13,26.0,,1.0,26.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2011-04-15,53.0,,1.0,53.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2011-04-15,6.0,,1.0,6.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2012-04-27,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2013-04-25,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2014-05-07,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2015-04-29,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2016-04-28,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2017-04-28,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2018-04-27,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2019-04-26,5.75,,1.0,5.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2020-04-30,6.5,,1.0,6.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2021-04-30,3.75,,1.0,3.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2021-11-02,3.75,,1.0,3.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2022-04-29,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2022-11-01,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2023-04-28,4.13,,1.0,4.13,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2023-11-01,4.13,,1.0,4.13,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2024-04-26,4.25,,1.0,4.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2024-10-28,4.25,,1.0,4.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2025-04-29,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2025-10-29,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2026-04-24,4.75,,1.0,4.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CATE.ST,2026-10-26,4.75,,1.0,4.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CBRAIN.CO,2012-04-27,0.05,,1.0,0.05,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2013-05-01,0.05,,1.0,0.05,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2014-05-01,0.06,,1.0,0.06,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2015-04-30,0.08,,1.0,0.08,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2016-04-20,0.1,,1.0,0.1,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2017-04-27,0.1,,1.0,0.1,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2018-04-19,0.11,,1.0,0.11,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2019-04-25,0.11,,1.0,0.11,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2020-04-23,0.12,,1.0,0.12,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2021-04-22,0.14,,1.0,0.14,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2022-04-29,0.17,,1.0,0.17,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2023-04-20,0.21,,1.0,0.21,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2024-04-25,0.28,,1.0,0.28,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2025-04-30,0.64,,1.0,0.64,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CBRAIN.CO,2026-04-30,1.0,,1.0,1.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CEMAT.CO,2017-06-21,0.04,,1.0,0.04,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CEVI.ST,2012-05-03,0.4,,1.0,0.4,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2013-04-25,0.4,,1.0,0.4,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2014-05-08,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2015-05-07,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2016-05-06,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2017-05-08,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2018-05-07,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2019-05-09,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2021-04-30,0.75,,1.0,0.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2022-05-12,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2023-05-08,2.25,,1.0,2.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2024-05-06,2.25,,1.0,2.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2025-05-07,2.5,,1.0,2.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CEVI.ST,2026-04-29,2.75,,1.0,2.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CHEMM.CO,2019-10-11,7.5,,1.0,7.5,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CHEMM.CO,2020-01-14,13.0,,0.941441,12.238733,DKK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,DKK
CHEMM.CO,2020-10-09,1.5,,1.0,1.5,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CHEMM.CO,2021-10-15,4.0,,1.0,4.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CHEMM.CO,2023-10-13,6.0,,1.0,6.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CHEMM.CO,2024-10-11,4.0,,1.0,4.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CHEMM.CO,2025-10-10,7.0,,1.0,7.0,DKK,yahoo_no_later_split_verified_1,yahoo,0,,DKK
CIBUS.ST,2018-10-19,0.2,,0.8,0.16000000000000003,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2018-12-27,0.2,,0.8,0.16000000000000003,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2019-03-28,0.2,,0.8,0.16000000000000003,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2019-06-19,0.2,,0.8,0.16000000000000003,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2019-09-20,0.21,,0.8,0.168,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2019-12-30,0.21,,0.8,0.168,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2020-03-23,0.22,,0.8,0.17600000000000002,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2020-06-17,0.22,,0.8,0.17600000000000002,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2020-09-22,0.22,,0.8,0.17600000000000002,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2020-10-22,0.07,,0.8,0.05600000000000001,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2020-11-20,0.07,,0.8,0.05600000000000001,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2020-12-18,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-01-21,0.07,,0.8,0.05600000000000001,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-02-18,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-03-23,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-04-22,0.07,,0.8,0.05600000000000001,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-05-21,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-06-22,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-07-22,0.07,,0.8,0.05600000000000001,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-08-23,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-09-22,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-10-21,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-11-22,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2021-12-21,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2022-01-21,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2022-02-18,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2022-03-23,0.08,,0.8,0.064,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2022-04-21,0.06,,0.8,0.048,EUR,yahoo_split_events,yahoo,1,2022-05-10:1.25,SEK
CIBUS.ST,2022-05-12,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-05-12,0.04,,1.0,0.04,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-06-21,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-06-21,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-07-21,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-07-21,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-08-23,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-08-23,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-09-22,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-09-22,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-10-21,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-10-21,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-11-22,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-11-22,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-12-21,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2022-12-21,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-01-23,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-01-23,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-02-20,0.06,,1.0,0.06,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-02-20,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-03-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-03-23,0.02,,1.0,0.02,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-04-21,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-05-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-06-21,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-07-21,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-08-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-09-29,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-10-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-11-22,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2023-12-29,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-01-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-02-21,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-03-20,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-04-16,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-05-27,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-06-28,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-07-25,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-08-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-09-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-10-25,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-11-25,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2024-12-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-01-27,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-02-24,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-03-31,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-04-16,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-05-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-06-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-07-25,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-08-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-09-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-10-24,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-11-25,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2025-12-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-01-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-02-23,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-03-31,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-04-23,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-05-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-06-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-07-24,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-08-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-09-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-10-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-11-25,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2026-12-30,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2027-01-26,0.07,,1.0,0.07,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2027-02-23,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CIBUS.ST,2027-03-31,0.08,,1.0,0.08,EUR,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2004-09-13,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2005-09-12,2.5,,1.0,2.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2006-09-12,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2006-09-12,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2007-09-10,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2008-09-15,5.0,,1.0,5.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2009-09-14,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2010-09-13,3.75,,1.0,3.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2011-09-12,3.75,,1.0,3.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2012-09-10,4.25,,1.0,4.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2013-09-09,4.25,,1.0,4.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2014-09-15,4.75,,1.0,4.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2015-09-14,5.25,,1.0,5.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2016-09-12,5.75,,1.0,5.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2017-09-11,6.25,,1.0,6.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2018-09-10,6.25,,1.0,6.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2019-09-09,3.13,,1.0,3.13,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2020-01-13,3.12,,1.0,3.12,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2021-09-13,3.13,,1.0,3.13,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2022-01-10,3.12,,1.0,3.12,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2022-09-12,3.125,,1.0,3.125,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2022-09-12,3.375,,1.0,3.375,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2023-01-16,3.125,,1.0,3.125,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2023-01-16,3.375,,1.0,3.375,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2023-09-11,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
CLASb.ST,2024-09-09,2.13,,1.0,2.13,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
