Ticker,ExDate,DPS_UNADJUSTED,DPS_ADJUSTED_GROSS,AdjustmentFactor,DPS_LOCAL,Currency,AdjustmentBasis,SplitFallbackSource,SplitFallbackEventCount,SplitFallbackEvents,InstrumentCurrency
TEL.OL,2026-05-20,5.0,,1.0,5.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TEL.OL,2026-10-15,4.7,,1.0,4.7,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TEL2b.ST,2004-05-13,3.0,,0.25,0.75,SEK,yahoo_split_events,yahoo,1,2005-05-19:4,SEK
TEL2b.ST,2005-05-12,5.0,,0.25,1.25,SEK,yahoo_split_events,yahoo,1,2005-05-19:4,SEK
TEL2b.ST,2006-05-11,1.75,,1.0,1.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2007-05-10,1.83,,1.0,1.83,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2008-05-15,3.15,,1.0,3.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2008-05-15,4.7,,1.0,4.7,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2009-05-12,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2009-05-12,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2010-05-18,2.0,,1.0,2.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2010-05-18,3.85,,1.0,3.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2011-05-17,21.0,,1.0,21.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2011-05-17,6.0,,1.0,6.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2012-05-08,6.5,,1.0,6.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2012-05-08,6.5,,1.0,6.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2013-05-14,7.1,,1.0,7.1,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2014-05-13,4.4,,1.0,4.4,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2015-05-20,4.85,,1.0,4.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2015-05-20,10.0,,1.0,10.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2016-05-25,5.35,,1.0,5.35,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2017-05-10,5.23,,1.0,5.23,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2018-05-22,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2019-05-07,2.2,,1.0,2.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2019-08-23,6.0,,0.95791,5.74746,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,SEK
TEL2b.ST,2019-10-01,2.2,,1.0,2.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2020-05-12,2.75,,1.0,2.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2020-10-01,3.5,,0.972397,3.4033895,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,SEK
TEL2b.ST,2020-10-01,2.75,,1.0,2.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2021-04-23,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2021-06-29,3.0,,0.974587,2.923761,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,SEK
TEL2b.ST,2021-10-04,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2022-04-29,3.4,,1.0,3.4,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2022-04-29,13.0,,0.914021,11.882273,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,SEK
TEL2b.ST,2022-10-10,3.35,,1.0,3.35,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2023-05-16,3.4,,1.0,3.4,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2023-10-09,3.4,,1.0,3.4,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2024-05-16,3.45,,1.0,3.45,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2024-10-14,3.45,,1.0,3.45,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2025-05-14,3.2,,1.0,3.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2025-10-09,3.15,,1.0,3.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2026-05-19,5.25,,1.0,5.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TEL2b.ST,2026-10-12,5.25,,1.0,5.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2004-04-29,0.8,,1.0,0.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2004-04-29,0.2,,1.0,0.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2005-04-27,1.2,,1.0,1.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2006-04-28,2.25,,1.0,2.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2006-04-28,1.25,,1.0,1.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2007-04-25,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2007-04-25,1.8,,1.0,1.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2008-04-01,2.2,,1.0,2.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2008-04-01,1.8,,1.0,1.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2009-04-02,1.8,,1.0,1.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2010-04-08,2.25,,1.0,2.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2011-04-07,2.75,,1.0,2.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2012-04-04,2.85,,1.0,2.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2013-04-04,2.85,,1.0,2.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2014-04-03,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2015-04-09,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2016-04-13,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2016-10-24,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2017-04-06,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2017-10-23,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2018-04-11,1.15,,1.0,1.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2018-10-19,1.15,,1.0,1.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2019-04-11,1.18,,1.0,1.18,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2019-10-23,1.18,,1.0,1.18,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2020-04-03,0.9,,1.0,0.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2020-10-22,0.9,,1.0,0.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2020-12-03,0.65,,0.981959,0.6382733500000001,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,SEK
TELIA.ST,2021-04-13,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2021-10-27,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2022-04-07,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2022-10-26,1.05,,1.0,1.05,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2023-04-06,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2023-07-28,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2023-10-25,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2024-02-02,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2024-04-11,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2024-07-31,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2024-10-30,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2025-02-06,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2025-04-10,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2025-07-30,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2025-10-29,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2026-02-05,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2026-04-10,0.51,,1.0,0.51,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2026-07-22,0.51,,1.0,0.51,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2026-10-28,0.51,,1.0,0.51,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA.ST,2027-02-04,0.52,,1.0,0.52,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TELIA1.HE,2004-04-29,0.2,,1.0,0.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2004-04-29,0.8,,1.0,0.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2005-04-27,1.2,,1.0,1.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2006-04-28,2.25,,1.0,2.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2006-04-28,1.25,,1.0,1.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2007-04-25,1.8,,1.0,1.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2007-04-25,4.5,,1.0,4.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2008-04-01,1.8,,1.0,1.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2008-04-01,2.2,,1.0,2.2,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2009-04-02,1.8,,1.0,1.8,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2010-04-08,2.25,,1.0,2.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2011-04-07,2.75,,1.0,2.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2012-04-04,2.85,,1.0,2.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2013-04-04,2.85,,1.0,2.85,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2014-04-03,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2015-04-09,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2016-04-13,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2016-10-24,1.5,,1.0,1.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2017-04-06,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2017-10-23,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2018-04-11,1.15,,1.0,1.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2018-10-19,1.15,,1.0,1.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2019-04-11,1.18,,1.0,1.18,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2019-10-23,1.18,,1.0,1.18,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2020-04-03,0.9,,1.0,0.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2020-10-22,0.9,,1.0,0.9,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2020-12-03,0.65,,0.981959,0.6382733500000001,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,EUR
TELIA1.HE,2021-04-13,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2021-10-27,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2022-04-07,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2022-10-26,1.05,,1.0,1.05,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2023-04-06,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2023-07-28,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2023-10-25,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2024-02-02,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2024-04-11,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2024-07-31,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2024-10-30,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2025-02-06,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2025-04-10,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2025-07-30,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2025-10-29,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2026-02-05,0.5,,1.0,0.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2026-04-10,0.51,,1.0,0.51,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2026-07-22,0.51,,1.0,0.51,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2026-10-28,0.51,,1.0,0.51,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TELIA1.HE,2027-02-04,0.52,,1.0,0.52,SEK,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TEM1V.HE,2006-03-16,0.02,,20.0,0.4,EUR,yahoo_split_events,yahoo,1,2024-04-22:0.05,EUR
TEM1V.HE,2006-09-04,0.1,,0.93865,0.093865,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,,0,,EUR
TEM1V.HE,2007-03-15,0.1,,20.0,2.0,EUR,yahoo_split_events,yahoo,1,2024-04-22:0.05,EUR
TEM1V.HE,2008-03-13,0.07,,20.0,1.4000000000000001,EUR,yahoo_split_events,yahoo,1,2024-04-22:0.05,EUR
TEM1V.HE,2009-05-22,0.07,,20.0,1.4000000000000001,EUR,yahoo_split_events,yahoo,1,2024-04-22:0.05,EUR
TEM1V.HE,2024-09-23,0.01,,1.0,0.01,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TEM1V.HE,2025-04-30,0.01,,1.0,0.01,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TGS.OL,2010-06-04,2.0,,1.0,2.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2010-06-04,2.0,,1.0,2.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2011-06-08,3.0,,1.0,3.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2011-06-08,2.0,,1.0,2.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2012-06-06,6.0,,1.0,6.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2013-06-05,8.0,,1.0,8.0,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2014-06-04,8.5,,1.0,8.5,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2015-05-07,8.5,,1.0,8.5,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2016-02-09,1.3,,1.0,1.3,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2016-05-18,1.23,,1.0,1.23,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2016-08-11,1.26,,1.0,1.26,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2016-11-04,1.23,,1.0,1.23,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2017-02-09,1.23,,1.0,1.23,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2017-05-18,1.3,,1.0,1.3,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2017-08-10,1.19,,1.0,1.19,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2017-11-02,1.2,,1.0,1.2,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2018-02-15,1.57,,1.0,1.57,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2018-05-16,1.62,,1.0,1.62,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2018-08-09,1.62,,1.0,1.62,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2018-11-08,1.68,,1.0,1.68,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2019-02-14,2.3,,1.0,2.3,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2019-05-16,2.36,,1.0,2.36,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2019-08-01,2.34,,1.0,2.34,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2019-11-06,2.49,,1.0,2.49,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2020-02-19,3.47,,1.0,3.47,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2020-05-20,1.27,,1.0,1.27,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2020-07-30,1.14,,1.0,1.14,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2020-11-05,1.17,,1.0,1.17,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2021-02-18,1.18,,1.0,1.18,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2021-05-19,1.15,,1.0,1.15,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2021-07-29,1.25,,1.0,1.25,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2021-11-04,1.17,,1.0,1.17,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2022-02-17,1.24,,1.0,1.24,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2022-05-19,1.36,,1.0,1.36,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2022-07-28,1.39,,1.0,1.39,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2022-11-03,1.48,,1.0,1.48,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2023-02-16,1.46,,1.0,1.46,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2023-05-22,1.48,,1.0,1.48,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2023-07-27,1.41,,1.0,1.41,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2023-11-02,1.56,,1.0,1.56,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2024-02-22,1.47,,1.0,1.47,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2024-05-16,1.52,,1.0,1.52,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2024-07-25,1.51,,1.0,1.51,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2024-10-31,1.53,,1.0,1.53,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2025-02-27,1.73,,1.0,1.73,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2025-05-16,1.59,,1.0,1.59,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2025-07-24,1.58,,1.0,1.58,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2025-10-30,1.56,,1.0,1.56,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
TGS.OL,2026-02-19,1.47,,1.0,1.47,NOK,yahoo_no_later_split_verified_1,yahoo,0,,NOK
THULE.ST,2015-04-30,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2015-10-08,1.0,,1.0,1.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2016-04-27,1.25,,1.0,1.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2016-10-06,1.25,,1.0,1.25,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2017-04-27,7.5,,1.0,7.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2017-04-27,1.7,,1.0,1.7,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2017-10-05,1.7,,1.0,1.7,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2018-04-26,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2018-10-04,3.0,,1.0,3.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2019-04-29,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2019-10-04,3.5,,1.0,3.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2021-04-23,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2021-04-23,7.5,,1.0,7.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2021-10-01,4.0,,1.0,4.0,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2022-04-27,6.5,,1.0,6.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2022-10-05,6.5,,1.0,6.5,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2023-04-28,4.6,,1.0,4.6,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2023-10-04,4.6,,1.0,4.6,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2024-04-29,4.75,,1.0,4.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2024-10-04,4.75,,1.0,4.75,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2025-04-30,4.15,,1.0,4.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2025-10-03,4.15,,1.0,4.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2026-05-12,4.15,,1.0,4.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
THULE.ST,2026-10-02,4.15,,1.0,4.15,SEK,yahoo_no_later_split_verified_1,yahoo,0,,SEK
TIETO.HE,2004-03-19,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2004-11-26,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2005-03-18,1.0,,1.0,1.0,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2006-03-24,0.85,,1.0,0.85,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2007-03-23,0.66,,1.0,0.66,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2007-03-23,0.54,,1.0,0.54,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2008-03-28,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2009-03-27,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2010-03-26,0.5,,1.0,0.5,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2011-03-25,0.7,,1.0,0.7,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
TIETO.HE,2012-03-23,0.75,,1.0,0.75,EUR,yahoo_no_later_split_verified_1,yahoo,0,,EUR
