ResultFolder,SourceFile,SplitType,SplitValue,PortfolioStrategy,Method,MethodLabel,StartDate,EndDate,NMonths,TotalCumulativeReturn,TotalCumulativeReturnPct
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,4.179914351139883,417.99143511398825
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,3.517988441617243,351.79884416172433
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,10.005820897208794,1000.5820897208795
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,10.368142102152563,1036.8142102152563
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,10.290526459902447,1029.0526459902446
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_by_exchange_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,10.415955701493864,1041.5955701493865
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.3725859728691532,137.25859728691532
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.3233789482062077,132.33789482062076
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.0732157219861715,207.32157219861716
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,1.5291832068901803,152.91832068901803
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.763140662339281,676.3140662339281
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,7.041911813362409,704.1911813362409
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.881931280106064,688.1931280106064
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_neutral_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.666092415796575,666.6092415796575
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2025-06-30,179,9.621282896853407,962.1282896853406
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2025-06-30,179,9.336521994157733,933.6521994157733
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,7.20794176865121,720.794176865121
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2025-06-30,179,10.956622615969899,1095.6622615969898
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2025-06-30,179,12.972362738036418,1297.2362738036418
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2025-06-30,179,14.653845083738286,1465.3845083738286
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,12.456949309240057,1245.6949309240058
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Copenhagen,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2025-06-30,179,13.52993155261602,1352.993155261602
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.5469841078787696,154.69841078787695
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,2.21699639569509,221.699639569509
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,1.809614878539267,180.96148785392668
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,1.738843304511923,173.88433045119228
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,8.9200903319085,892.0090331908501
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,9.071373524138885,907.1373524138885
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,9.837888589738006,983.7888589738005
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Helsinki,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,9.377648163321947,937.7648163321946
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method1_ObservedQuality,Observed Quality,2012-07-31,2026-03-31,165,7.7021619881096015,770.2161988109601
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method2_LatentQuality,Latent Quality,2012-07-31,2026-03-31,165,8.964559434424194,896.4559434424194
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method3_ConservativeQuality,Conservative Quality,2012-07-31,2026-03-31,165,9.15918545496348,915.918545496348
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2012-07-31,2026-03-31,165,7.19953074247219,719.953074247219
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method1_ObservedQuality,Observed Quality,2012-07-31,2026-03-31,165,10.250105519403872,1025.0105519403871
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method2_LatentQuality,Latent Quality,2012-07-31,2026-03-31,165,11.028110815791731,1102.811081579173
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method3_ConservativeQuality,Conservative Quality,2012-07-31,2026-03-31,165,9.759897538300416,975.9897538300416
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Oslo,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2012-07-31,2026-03-31,165,9.696517222764571,969.6517222764571
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,4.223215168098454,422.3215168098454
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,3.30794091370288,330.794091370288
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,5.947610383883027,594.7610383883027
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,4.32377523811208,432.377523811208
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,10.023312197334645,1002.3312197334645
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,10.214529885044824,1021.4529885044824
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,9.34915988471516,934.915988471516
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_exchange_split_ucits_5_10_40/monthly_portfolio_returns_used_by_exchange.csv,Exchange,Stockholm,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,9.99578887050218,999.578887050218
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.3269583141724288,132.69583141724289
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.484844453629274,248.4844453629274
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.322081138202847,232.20811382028467
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.233192984316478,623.3192984316478
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.283087515073188,628.3087515073188
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_04_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.4422525552925927,144.22525552925927
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.887448554349603,288.7448554349603
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.325405031637661,232.5405031637661
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.49448428364341,649.448428364341
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.471160266425271,647.1160266425271
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_06_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667222175106866,666.7222175106866
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.937750276251038,193.7750276251038
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.0648395871218734,106.48395871218734
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.632781528002389,263.2781528002389
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,2.32565135411105,232.565135411105
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.576609402593531,657.6609402593531
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.253829353323423,625.3829353323423
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.622674053485924,662.2674053485924
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_latent_kappa_0_08_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.667813146769412,666.7813146769413
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,0.41118020249002574,41.118020249002576
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,0.39209962322269565,39.20996232226956
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,LongShort,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,0.23460552177067395,23.460552177067395
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q4,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.614125024503705,661.4125024503705
results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40,results/current_res/portfolio_evaluation/thesis_risk_adjusted_tables_q4_q2_ucits_5_10_40/monthly_portfolio_returns_used.csv,FullSample,All,Q4,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,6.959516461811972,695.9516461811971
