SizeGroup,PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
SmallCap,LongShort,CAPM,0.20287042857477638,0.21799536720619533,0.17424750024217378,5.572261609909646e-07,6.48858318186285e-08,4.01690986764347e-05,5.182314363428376,5.627217251917649,4.205065741565588,0.015124938631418955,-0.02862292833260268,0.7855643213636494,0.6182029766528512,0.27226736900994414,-0.49880841305305973
SmallCap,LongShort,FF3,0.19809642214613074,0.21420752394401404,0.16639358262490372,1.4399148406951667e-07,1.3525256692403786e-08,7.897629024755659e-06,5.467401228544745,5.940288889782267,4.59559183322291,0.0161111017978856,-0.031702839521227294,0.754930020939836,0.5387428069383815,0.3123732762174217,-0.6152788267896344
SmallCap,LongShort,FF3+MOM,0.15881954772682044,0.17321350342598313,0.10654965898560553,0.00017595727190933275,4.141355905074029e-05,0.002267946140376065,3.8282127828627655,4.1991216382055345,3.095348781904499,0.01439395569915048,-0.05226988874122859,0.8069333076967604,0.33468431679556554,0.24455734782374786,-0.9659681481620508
SmallCap,LongShort,FF5,0.181915500454603,0.1991977723005377,0.15798587264482847,5.357425614249678e-11,5.146261194965973e-11,4.857358623322483e-06,6.96943044679688,6.9765650208007495,4.708892169577966,0.017282271845936056,-0.023929627809781605,0.6568680858966494,0.5745063856146082,0.4445990491680541,-0.5619237316486774
SmallCap,LongShort,FF5+MOM,0.16379599823644075,0.1782710184438133,0.11110083027655657,3.3297880719374007e-07,6.967755794562436e-08,0.00023412138168787955,5.296370327636719,5.619040285141529,3.7525845383213574,0.014475020207373221,-0.05269516795988313,0.7449947927490324,0.2199769679802741,0.32548926282151586,-1.2286686419257948
SmallCap,Q5,CAPM,0.0331013447977508,0.04008012460442706,0.03349777818844367,0.46891031099000413,0.34647573061944437,0.4551200914382125,0.7257086906654315,0.94378962473694,0.748440287272625,0.006978779806676279,0.00039643339069297956,0.9107395716805702,0.9950451988135967,0.11218043966105389,0.006214049286216911
SmallCap,Q5,FF3,0.03200478372019001,0.03894893438869274,0.032160347354152075,0.3123389010470925,0.16917954234384047,0.30233634511089114,1.0130487219485003,1.3801496491957193,1.0342747199015176,0.006944150668481461,0.00015556363394059886,0.869837413957546,0.99720152447101,0.16397692808700615,0.003509708967949449
SmallCap,Q5,FF3+MOM,0.009166126606691836,0.014974047626763354,0.008589050617374762,0.7323495118916283,0.5616899966672557,0.7482287488731654,0.3425130364983513,0.5813718077009928,0.32144954463360786,0.005807921020089077,-0.0005770759892990904,0.8760685608190699,0.9878678678265993,0.15606173530754708,-0.01521612888951168
SmallCap,Q5,FF5,0.027250890666183608,0.03439109969955607,0.02820654780788263,0.34802704202625145,0.18710033599242237,0.3179654883150118,0.9408010752081553,1.3240829692717633,1.0013355983528391,0.007140209033343468,0.0009556571416690501,0.8545421842517404,0.9811559325932682,0.18345345715910838,0.02363561977387592
SmallCap,Q5,FF5+MOM,0.010546871412246852,0.016407856393381867,0.010776586719166365,0.6576296435681299,0.46924910848399626,0.6465995087259109,0.4439055475297075,0.725194334381855,0.4592420487078781,0.005860984981134347,0.00022971530691943964,0.8589650565658551,0.9945484932745363,0.17781566054901343,0.0068371219355073355
