Ticker,ExDate,DPS_UNADJUSTED,AdjustmentFactor,DPS_LOCAL,Currency,InstrumentCurrency,AdjustmentBasis,FXRate,FXDate,FXSource,DPS_NOK
AZN.ST,2019-08-08,0.719,1.0,0.719,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,10.8755,2019-08-08,ex_date_or_prior_business_day,7.8194845
AZN.ST,2020-02-27,1.464,1.0,1.464,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,12.1087,2020-02-27,ex_date_or_prior_business_day,17.7271368
AZN.ST,2020-08-13,0.696,1.0,0.696,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,11.6349,2020-08-13,ex_date_or_prior_business_day,8.097890399999999
AZN.ST,2021-02-25,1.374,1.0,1.374,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,11.8363,2021-02-25,ex_date_or_prior_business_day,16.2630762
AZN.ST,2021-08-12,0.648,1.0,0.648,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,12.2435,2021-08-12,ex_date_or_prior_business_day,7.933788
AZN.ST,2022-02-24,1.453,1.0,1.453,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,12.0866,2022-02-24,ex_date_or_prior_business_day,17.5618298
AZN.ST,2022-08-11,0.764,1.0,0.764,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,11.5921,2022-08-11,ex_date_or_prior_business_day,8.8563644
AZN.ST,2023-02-23,1.628,1.0,1.628,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,12.4285,2023-02-23,ex_date_or_prior_business_day,20.233597999999997
AZN.ST,2023-08-10,0.718,1.0,0.718,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,12.9511,2023-08-10,ex_date_or_prior_business_day,9.2988898
AZN.ST,2024-02-22,1.56,1.0,1.56,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,13.2625,2024-02-22,ex_date_or_prior_business_day,20.6895
AZN.ST,2024-08-08,0.776,1.0,0.776,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,13.8019,2024-08-08,ex_date_or_prior_business_day,10.7102744
AZN.ST,2025-02-20,1.68,1.0,1.68,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,14.0166,2025-02-20,ex_date_or_prior_business_day,23.547888
AZN.ST,2025-08-07,0.767,1.0,0.767,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,13.7096,2025-08-07,ex_date_or_prior_business_day,10.5152632
AZN.ST,2026-02-19,1.595,1.0,1.595,GBP,SEK,TR.DivAdjustmentFactor_blank_assumed_1,12.8782,2026-02-19,ex_date_or_prior_business_day,20.540729
B3.ST,2017-05-12,2.1,1.0,2.1,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9689,2017-05-12,ex_date_or_prior_business_day,2.03469
B3.ST,2018-05-16,2.17,1.0,2.17,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9301,2018-05-16,ex_date_or_prior_business_day,2.018317
B3.ST,2019-05-17,2.25,1.0,2.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9063,2019-05-16,ex_date_or_prior_business_day,2.039175
B3.ST,2021-05-14,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9882,2021-05-14,ex_date_or_prior_business_day,0.88938
B3.ST,2022-05-09,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9505,2022-05-09,ex_date_or_prior_business_day,3.32675
B3.ST,2023-05-11,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0267,2023-05-11,ex_date_or_prior_business_day,8.2136
B3.ST,2024-11-13,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0151000000000001,2024-11-13,ex_date_or_prior_business_day,3.5528500000000003
BAKKA.OL,2011-04-08,3.91,1.0,3.91,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0462,2011-04-08,ex_date_or_prior_business_day,4.090642
BAKKA.OL,2012-03-27,1.0,1.0,1.0,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0182,2012-03-27,ex_date_or_prior_business_day,1.0182
BAKKA.OL,2013-04-19,2.0,1.0,2.0,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0189,2013-04-19,ex_date_or_prior_business_day,2.0378
BAKKA.OL,2014-04-07,4.5,1.0,4.5,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.1038,2014-04-07,ex_date_or_prior_business_day,4.967099999999999
BAKKA.OL,2015-04-13,6.0,1.0,6.0,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.1441,2015-04-13,ex_date_or_prior_business_day,6.864599999999999
BAKKA.OL,2016-04-11,8.25,1.0,8.25,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.2605,2016-04-11,ex_date_or_prior_business_day,10.399125
BAKKA.OL,2017-04-10,8.7,1.0,8.7,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.2297,2017-04-10,ex_date_or_prior_business_day,10.69839
BAKKA.OL,2018-04-16,10.5,1.0,10.5,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.2884,2018-04-16,ex_date_or_prior_business_day,13.5282
BAKKA.OL,2019-04-08,8.25,1.0,8.25,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.2900999999999998,2019-04-08,ex_date_or_prior_business_day,10.643324999999999
BAKKA.OL,2021-04-12,3.65,1.0,3.65,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.3573,2021-04-12,ex_date_or_prior_business_day,4.954145
BAKKA.OL,2022-05-02,5.14,1.0,5.14,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.3341,2022-05-02,ex_date_or_prior_business_day,6.857274
BAKKA.OL,2023-05-02,10.0,1.0,10.0,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.578,2023-05-02,ex_date_or_prior_business_day,15.780000000000001
BAKKA.OL,2024-05-02,8.7,1.0,8.7,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.5878,2024-05-02,ex_date_or_prior_business_day,13.81386
BAKKA.OL,2025-05-02,8.44,1.0,8.44,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.5758,2025-05-02,ex_date_or_prior_business_day,13.299752
BAKKA.OL,2026-05-04,3.45,1.0,3.45,DKK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.4605000000000001,2026-04-30,ex_date_or_prior_business_day,5.038725
BALCO.ST,2018-05-18,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9292,2018-05-18,ex_date_or_prior_business_day,0.9292
BALCO.ST,2019-05-22,2.0,1.0,2.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.907,2019-05-22,ex_date_or_prior_business_day,1.814
BALCO.ST,2022-05-25,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9742000000000001,2022-05-25,ex_date_or_prior_business_day,0.9742000000000001
BALCO.ST,2022-11-23,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9516,2022-11-23,ex_date_or_prior_business_day,0.9516
BALCO.ST,2023-05-10,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0317,2023-05-10,ex_date_or_prior_business_day,0.7737750000000001
BALCO.ST,2023-11-08,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0236,2023-11-08,ex_date_or_prior_business_day,0.7677
BEGR.ST,2007-05-16,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8885,2007-05-16,ex_date_or_prior_business_day,3.10975
BEGR.ST,2008-04-24,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8556999999999999,2008-04-24,ex_date_or_prior_business_day,2.99495
BEGR.ST,2009-05-14,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.82,2009-05-14,ex_date_or_prior_business_day,0.82
BEGR.ST,2012-04-26,0.25,1.0,0.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8536,2012-04-26,ex_date_or_prior_business_day,0.2134
BEGR.ST,2019-04-26,1.75,1.0,1.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9140999999999999,2019-04-26,ex_date_or_prior_business_day,1.599675
BEGR.ST,2022-04-22,12.0,1.0,12.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9365000000000001,2022-04-22,ex_date_or_prior_business_day,11.238000000000001
BEGR.ST,2023-04-21,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0282,2023-04-21,ex_date_or_prior_business_day,6.1692
BEGR.ST,2023-10-23,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0078,2023-10-23,ex_date_or_prior_business_day,6.0468
BEIAb.ST,2005-03-31,2.0,1.0,2.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8975,2005-03-31,ex_date_or_prior_business_day,1.795
BEIAb.ST,2005-03-31,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8975,2005-03-31,ex_date_or_prior_business_day,2.6925
BEIAb.ST,2006-03-23,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8519,2006-03-23,ex_date_or_prior_business_day,2.5557
BEIAb.ST,2006-03-23,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8519,2006-03-23,ex_date_or_prior_business_day,6.8152
BEIAb.ST,2007-03-29,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8676999999999999,2007-03-29,ex_date_or_prior_business_day,3.4707999999999997
BEIAb.ST,2008-04-09,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8482,2008-04-09,ex_date_or_prior_business_day,4.241
BEIAb.ST,2009-04-01,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8129000000000001,2009-04-01,ex_date_or_prior_business_day,4.064500000000001
BEIAb.ST,2010-03-24,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8283,2010-03-24,ex_date_or_prior_business_day,4.141500000000001
BEIAb.ST,2011-03-31,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8769,2011-03-31,ex_date_or_prior_business_day,5.2614
BEIAb.ST,2011-03-31,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8769,2011-03-31,ex_date_or_prior_business_day,0.8769
BEIAb.ST,2012-03-29,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8629000000000001,2012-03-29,ex_date_or_prior_business_day,5.1774000000000004
BEIAb.ST,2012-03-29,1.0,1.0,1.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8629000000000001,2012-03-29,ex_date_or_prior_business_day,0.8629000000000001
BEIAb.ST,2013-03-20,7.0,1.0,7.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.905,2013-03-20,ex_date_or_prior_business_day,6.335
BEIAb.ST,2014-03-28,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9231999999999999,2014-03-28,ex_date_or_prior_business_day,7.385599999999999
BEIAb.ST,2015-03-20,8.5,1.0,8.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9368000000000001,2015-03-20,ex_date_or_prior_business_day,7.9628000000000005
BEIAb.ST,2016-04-06,9.5,1.0,9.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.023,2016-04-06,ex_date_or_prior_business_day,9.718499999999999
BEIAb.ST,2017-03-30,9.5,1.0,9.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9589,2017-03-30,ex_date_or_prior_business_day,9.10955
BEIAb.ST,2018-03-23,9.5,1.0,9.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9389,2018-03-23,ex_date_or_prior_business_day,8.91955
BEIAb.ST,2019-03-29,5.1,1.0,5.1,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9289000000000001,2019-03-29,ex_date_or_prior_business_day,4.7373899999999995
BEIAb.ST,2020-03-26,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0473000000000001,2020-03-26,ex_date_or_prior_business_day,2.61825
BEIAb.ST,2021-03-24,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9993000000000001,2021-03-24,ex_date_or_prior_business_day,2.9979000000000005
BEIAb.ST,2022-03-31,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9394,2022-03-31,ex_date_or_prior_business_day,3.2879
BEIAb.ST,2023-03-31,3.75,1.0,3.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0101,2023-03-31,ex_date_or_prior_business_day,3.787875
BEIAb.ST,2024-05-08,3.85,1.0,3.85,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.002,2024-05-08,ex_date_or_prior_business_day,3.8577
BEIAb.ST,2025-05-07,3.95,1.0,3.95,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0705,2025-05-07,ex_date_or_prior_business_day,4.228475
BEIAb.ST,2026-04-29,2.0,1.0,2.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.002,2026-04-29,ex_date_or_prior_business_day,2.004
BEIAb.ST,2026-11-02,2.0,1.0,2.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,2.0103999999999997
BEIJb.ST,2005-05-02,4.25,1.0,4.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8845000000000001,2005-05-02,ex_date_or_prior_business_day,3.759125
BEIJb.ST,2006-05-02,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8345,2006-05-02,ex_date_or_prior_business_day,4.1725
BEIJb.ST,2007-04-30,6.5,1.0,6.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8879,2007-04-30,ex_date_or_prior_business_day,5.77135
BEIJb.ST,2008-04-28,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8518000000000001,2008-04-28,ex_date_or_prior_business_day,5.110800000000001
BEIJb.ST,2009-04-27,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8169,2009-04-27,ex_date_or_prior_business_day,4.9014
BEIJb.ST,2010-04-29,6.5,1.0,6.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8147,2010-04-29,ex_date_or_prior_business_day,5.2955499999999995
BEIJb.ST,2011-05-06,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8806999999999999,2011-05-06,ex_date_or_prior_business_day,7.045599999999999
BEIJb.ST,2012-04-27,9.0,1.0,9.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8523999999999999,2012-04-27,ex_date_or_prior_business_day,7.6716
BEIJb.ST,2013-04-29,4.75,1.0,4.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8898999999999999,2013-04-29,ex_date_or_prior_business_day,4.227024999999999
BEIJb.ST,2014-04-25,4.75,1.0,4.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9111,2014-04-25,ex_date_or_prior_business_day,4.327725
BEIJb.ST,2015-04-10,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9228000000000001,2015-04-10,ex_date_or_prior_business_day,4.614000000000001
BEIJb.ST,2016-04-08,5.25,1.0,5.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0134999999999998,2016-04-08,ex_date_or_prior_business_day,5.320874999999999
BEIJb.ST,2017-04-07,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9544,2017-04-07,ex_date_or_prior_business_day,5.2492
BEIJb.ST,2018-04-06,5.75,1.0,5.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9308,2018-04-06,ex_date_or_prior_business_day,5.3521
BEIJb.ST,2019-04-11,1.5,1.0,1.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9187000000000001,2019-04-11,ex_date_or_prior_business_day,1.37805
BEIJb.ST,2019-10-10,1.5,1.0,1.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9273,2019-10-10,ex_date_or_prior_business_day,1.3909500000000001
BEIJb.ST,2020-06-26,1.75,1.0,1.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0389,2020-06-26,ex_date_or_prior_business_day,1.8180749999999999
BEIJb.ST,2021-04-16,1.8,1.0,1.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9913,2021-04-16,ex_date_or_prior_business_day,1.78434
BEIJb.ST,2021-10-07,0.4,1.0,0.4,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9795999999999999,2021-10-07,ex_date_or_prior_business_day,0.39183999999999997
BEIJb.ST,2022-04-08,0.6,1.0,0.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9251999999999999,2022-04-08,ex_date_or_prior_business_day,0.55512
BEIJb.ST,2022-10-10,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9440999999999999,2022-10-10,ex_date_or_prior_business_day,0.47204999999999997
BEIJb.ST,2023-04-26,0.47,1.0,0.47,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0295999999999998,2023-04-26,ex_date_or_prior_business_day,0.4839119999999999
BEIJb.ST,2023-10-23,0.47,1.0,0.47,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0078,2023-10-23,ex_date_or_prior_business_day,0.473666
BEIJb.ST,2024-04-24,0.65,1.0,0.65,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0095,2024-04-24,ex_date_or_prior_business_day,0.6561750000000001
BEIJb.ST,2024-10-24,0.65,1.0,0.65,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0347,2024-10-24,ex_date_or_prior_business_day,0.672555
BEIJb.ST,2025-04-25,0.7,1.0,0.7,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0764,2025-04-25,ex_date_or_prior_business_day,0.7534799999999999
BEIJb.ST,2025-10-24,0.7,1.0,0.7,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0655,2025-10-24,ex_date_or_prior_business_day,0.7458499999999999
BEIJb.ST,2026-04-24,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0122,2026-04-24,ex_date_or_prior_business_day,0.75915
BEIJb.ST,2026-10-26,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,0.7538999999999999
BERAHF.IC,2024-05-24,0.5,1.0,0.5,ISK,ISK,TR.DivAdjustmentFactor_blank_assumed_1,0.0767,2024-05-24,ex_date_or_prior_business_day,0.03835
BERGb.ST,2005-08-26,2.75,1.0,2.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8495999999999999,2005-08-26,ex_date_or_prior_business_day,2.3364
BERGb.ST,2006-08-25,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8745,2006-08-25,ex_date_or_prior_business_day,3.06075
BERGb.ST,2007-08-31,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8482,2007-08-31,ex_date_or_prior_business_day,3.3928
BERGb.ST,2008-08-28,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8388,2008-08-28,ex_date_or_prior_business_day,4.194
BERGb.ST,2009-08-28,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8503000000000001,2009-08-28,ex_date_or_prior_business_day,2.12575
BERGb.ST,2010-08-26,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8488,2010-08-26,ex_date_or_prior_business_day,2.122
BERGb.ST,2011-08-26,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8534999999999999,2011-08-26,ex_date_or_prior_business_day,2.5604999999999998
BERGb.ST,2012-08-24,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8856999999999999,2012-08-24,ex_date_or_prior_business_day,2.6571
BERGb.ST,2013-08-23,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9289000000000001,2013-08-23,ex_date_or_prior_business_day,2.7867
BERGb.ST,2014-08-22,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8903,2014-08-22,ex_date_or_prior_business_day,3.11605
BERGb.ST,2015-08-21,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.973,2015-08-21,ex_date_or_prior_business_day,3.892
BERGb.ST,2016-08-26,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9747,2016-08-26,ex_date_or_prior_business_day,4.8735
BERGb.ST,2017-08-25,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9708,2017-08-25,ex_date_or_prior_business_day,4.854
BERGb.ST,2018-08-24,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9159,2018-08-24,ex_date_or_prior_business_day,2.28975
BERGb.ST,2019-08-27,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9334,2019-08-27,ex_date_or_prior_business_day,2.8002000000000002
BERGb.ST,2020-08-27,1.5,1.0,1.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0198,2020-08-27,ex_date_or_prior_business_day,1.5297
BERGb.ST,2021-09-01,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0066,2021-09-01,ex_date_or_prior_business_day,3.0198
BERGb.ST,2022-08-25,3.4,1.0,3.4,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9135,2022-08-25,ex_date_or_prior_business_day,3.1058999999999997
BERGb.ST,2023-08-25,3.6,1.0,3.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9682999999999999,2023-08-25,ex_date_or_prior_business_day,3.48588
BERGb.ST,2024-08-30,3.8,1.0,3.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0288,2024-08-30,ex_date_or_prior_business_day,3.9094399999999996
BERGb.ST,2025-08-29,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0626,2025-08-29,ex_date_or_prior_business_day,4.2504
BERNERb.ST,2015-04-30,0.25,1.0,0.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.899,2015-04-30,ex_date_or_prior_business_day,0.22475
BERNERb.ST,2016-04-29,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.005,2016-04-29,ex_date_or_prior_business_day,0.5025
BERNERb.ST,2017-04-25,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9703,2017-04-25,ex_date_or_prior_business_day,0.48515
BERNERb.ST,2018-04-24,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9279000000000001,2018-04-24,ex_date_or_prior_business_day,0.46395000000000003
BERNERb.ST,2019-04-25,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9091,2019-04-25,ex_date_or_prior_business_day,0.681825
BERNERb.ST,2020-10-09,0.6,1.0,0.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0424,2020-10-09,ex_date_or_prior_business_day,0.62544
BERNERb.ST,2021-04-30,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9793000000000001,2021-04-30,ex_date_or_prior_business_day,0.734475
BERNERb.ST,2022-04-29,0.75,1.0,0.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9472,2022-04-29,ex_date_or_prior_business_day,0.7104
BERNERb.ST,2023-04-28,0.3,1.0,0.3,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0387,2023-04-28,ex_date_or_prior_business_day,0.31161
BERNERb.ST,2023-08-31,0.3,1.0,0.3,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9778,2023-08-31,ex_date_or_prior_business_day,0.29334
BERNERb.ST,2024-04-26,0.9,1.0,0.9,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0081,2024-04-26,ex_date_or_prior_business_day,0.90729
BERNERb.ST,2025-04-30,0.95,1.0,0.95,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0763,2025-04-30,ex_date_or_prior_business_day,1.022485
BERNERb.ST,2026-04-29,1.25,1.0,1.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.002,2026-04-29,ex_date_or_prior_business_day,1.2525
BETSb.ST,2007-05-23,0.5,1.0,0.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8835999999999999,2007-05-23,ex_date_or_prior_business_day,0.44179999999999997
BETSb.ST,2025-05-09,0.1,0.993841,0.0993841,EUR,SEK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,11.6725,2025-05-09,ex_date_or_prior_business_day,1.1600609072499999
BETSb.ST,2025-05-09,0.33,1.0,0.33,EUR,SEK,TR.DivAdjustmentFactor_blank_assumed_1,11.6725,2025-05-09,ex_date_or_prior_business_day,3.851925
BETSb.ST,2025-11-11,0.33,1.0,0.33,EUR,SEK,TR.DivAdjustmentFactor_blank_assumed_1,11.6605,2025-11-11,ex_date_or_prior_business_day,3.8479650000000003
BETSb.ST,2026-05-08,0.33,1.0,0.33,EUR,SEK,TR.DivAdjustmentFactor_blank_assumed_1,10.9123,2026-04-30,ex_date_or_prior_business_day,3.6010590000000002
BETSb.ST,2026-11-10,0.33,1.0,0.33,EUR,SEK,TR.DivAdjustmentFactor_blank_assumed_1,10.9123,2026-04-30,ex_date_or_prior_business_day,3.6010590000000002
BEWI.OL,2021-06-04,0.42,1.0,0.42,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-06-04,identity,0.42
BEWI.OL,2022-11-10,1.1,1.0,1.1,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-11-10,identity,1.1
BILIa.ST,2005-04-07,7.5,1.0,7.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8922,2005-04-07,ex_date_or_prior_business_day,6.6915
