Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_measure,sigma_scale_mean,sigma_scale_median,sigma_scale_std,sigma_scale_q05,sigma_scale_q95,sigma_scale_n_draws,sigma_acc_measure
ENTRA.OL,2021,2022,0.0358642876292037,0.0358642876292037,0.0295502442745086,0.0295502442745086,0.0295502442745086,36116.79,0.0358642876292037,0.039404674452638955,0.03333289005238808,0.055802846922055185,0.0,0.0,2.3633292767222258e-08,0.0,0.005372924195839013,0.0,0.4793774975307924,0.0,0.9746860242318438,0.17572326734304614,0.17419007707847048,0.003194831614683768,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Entra ASA,Real Estate Operations,Real Estate,1149.0,309.0,4622.0,3791.0,16.0,67568.0,70292.0,1488.0,2508.0,234.0,487.0,0.0,583.0,31263.0,2308.0,128.0,92.0,1939.0,1740.0,-10.0,-173.0,59141.0,64716.5,-0.0026731977161929,1488.0,1521.0,155.0,0.0235025070886095,0.0229925907612432,0.0023950615376295,1.044061406287423,1509.0,0.0233170829695672,True,8,195,195,0.0253452511222109,0.0231424261048828,0.0129294107324271,0.0562548724989576,8000,student_t_residual_sd,0.0135895248976183,0.0122926504543305,0.0061031538479883,0.0064417311642402,0.0247541216545542,8000,student_t_residual_sd
ENVIP.OL,2021,2022,-0.0064858490566036,-0.0064858490566036,0.0917129838000462,0.0917129838000462,0.0917129838000462,1443.06,-0.0064858490566036,0.029975788367734377,-0.02649672345454787,0.1568950381531955,0.0,0.0,0.013471382841077406,0.0,0.11955992171648633,0.0,0.5992988694167074,0.0,0.7998912560205573,0.17572326734304614,0.17419007707847048,0.030774249389294524,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Envipco Holding NV,Professional & Commercial Services,Industrials,319.14,30.65,146.08,11.41,9.74,96.01,517.64,5.05,390.66,254.42,149.16,14.48,3.54,304.89,0.39,102.01,19.03,41.780000000000015,-4.870000000000001,4.5600000000000005,40.88999999999997,405.97,461.805,0.0885438659174326,5.05,-4.39,60.22000000000003,-0.009506176849536,0.0109353515011747,0.1304013598813352,0.2079016034906508,-17.8,-0.0385444072714673,True,5,196,196,0.0828119759737269,0.0665787786976882,0.0459933345409313,0.1546324167644755,8000,student_t_residual_sd,0.0423296730411892,0.0401380390697739,0.0144767725999995,0.0228156824159617,0.0690460397763879,8000,student_t_residual_sd
EPIRa.ST,2021,2022,0.3869311808319315,0.3869311808319315,0.1124990838863854,0.1124990838863854,0.1124990838863854,256785.7,0.3869311808319315,0.32917067400375616,0.35958348070363355,0.18341573085390678,0.0,0.0,0.5996694164369073,0.0,0.8724337517031926,0.0,0.026816786494956297,0.0,0.7265229987170203,0.17572326734304614,0.17419007707847048,0.04630456349500372,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Epiroc AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,32055.72,10514.42,12118.08,198.75,547.54,4469.02,47333.38,7623.79,39732.5,24245.39,6805.000000000001,1174.59,136.3,25067.22,54.56,-1685.5400000000009,-5203.93,2859.15,-5.909999999999997,139.26,792.5900000000001,45825.79,46579.585,0.017015823563048,7623.79,8529.7,2762.279999999999,0.1831209960329187,0.1636723470164021,0.0593023746347246,0.0959437487474394,5280.9,0.1133737022345733,True,5,199,199,0.1028020559890627,0.0735572918216968,0.0532324462249906,0.1914419696743619,8000,student_t_residual_sd,0.0522954874784946,0.0497226897241882,0.0191192376391052,0.0259998250050626,0.0866709326501506,8000,student_t_residual_sd
EPR.OL,2021,2022,0.4532164653671333,0.4532164653671333,0.0480901657725961,0.0480901657725961,0.0480901657725961,11771.31,0.4532164653671333,0.4353578202179653,0.4467807598160308,0.08897628299581797,0.0,0.0,0.8971473129673033,0.0,0.9990018800923753,0.0,1.161755595952863e-06,0.0,0.9356429444889752,0.17572326734304614,0.17419007707847048,0.008461324891490346,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Europris ASA,Diversified Retail,Consumer Discretionary,2899.63,570.29,2692.95,30.23,324.06,2320.02,8639.08,1591.35,8568.38,4592.14,2544.27,0.0,122.75,2620.05,268.68,442.54,30.230000000000015,478.6999999999998,8.23,72.18,14.020000000000152,7278.23,7958.655,0.0017616041906578,1591.35,1704.92,639.7199999999993,0.2142221267286997,0.1999521275893979,0.0803804160376344,0.291509055236092,1247.7,0.1567727210188153,True,1,201,201,0.0415065241304054,0.0444339413222463,0.0214761692621815,0.0901872543413633,8000,student_t_residual_sd,0.0220215737333851,0.0201664496612081,0.0094491989100835,0.0106869520266036,0.0400454588422925,8000,student_t_residual_sd
EPROb.ST,2021,2022,0.2708039122623628,0.2708039122623628,0.0847559629352995,0.0847559629352995,0.0847559629352995,17570.33,0.2708039122623628,0.2540656372077436,0.25319961953925085,0.14715853876855736,0.0,0.0,0.3175968309438164,0.0,0.7353962809236714,0.0,0.05303443037997549,0.0,0.8239570727688806,0.17572326734304614,0.17419007707847048,0.02628248029927572,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4074.43,814.5,4957.13,1018.12,417.97,1447.78,10336.12,1103.43,7879.35,5221.5,2038.49,333.73,23.06,3434.33,0.0,478.1999999999998,-17.730000000000018,1582.27,597.31,79.65000000000003,-409.3800000000001,7619.53,8977.825,-0.0455990175794248,1103.43,746.12,445.8000000000002,0.0831069886080425,0.122906160456458,0.0496556794101021,0.1612617755414034,451.32,0.0502705276612097,True,5,202,202,0.0748479415836355,0.0613533861323858,0.0340538565706991,0.1595518894994242,8000,student_t_residual_sd,0.0392709114492332,0.0361391509393474,0.0172906054286729,0.0166805069725162,0.0722073078759358,8000,student_t_residual_sd
EQNR.OL,2021,2022,0.7962153288539161,0.7962153288539161,0.0601330670961993,0.0601330670961993,0.0601330670961993,768488.53,0.7962153288539161,0.7359629686551914,0.7865049128895261,0.10929369106077534,0.0,0.0,0.9999846721158906,0.0,0.9999999921869666,0.0,1.4410366184693492e-12,0.0,0.9028958403560992,0.17572326734304614,0.17419007707847048,0.013229777314044431,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Equinor ASA,Oil & Gas,Energy,544483.03,124403.44,343505.33,2201.68,115535.1,546675.9,1295641.7,247664.31,762726.31,302188.96,178889.66999999998,2501.05,10511.29,343549.37,123.29,280077.84,66442.57,176219.12000000002,-14731.09,105687.67,128372.73,1070599.12,1183120.41,0.1085035207870346,247664.31,97741.03,332151.93000000005,0.0826129184940694,0.2093314491971277,0.2807422872537546,0.4620627751658852,337566.61,0.2853188966624284,True,3,203,203,0.0501633542471158,0.0463756236239402,0.0226900916790411,0.1273732840109702,8000,student_t_residual_sd,0.027970560215396,0.0243135921733913,0.0152134308478947,0.0111665566010524,0.058406658039853,8000,student_t_residual_sd
ERICb.ST,2021,2022,0.6996239755547691,0.6996239755547691,0.1185507357759486,0.1185507357759486,0.1185507357759486,324261.7,0.6996239755547691,0.5451863721342506,0.6701455646651037,0.19042686169164413,0.0,0.0,0.9703024744694582,0.0,0.9969105728032215,0.0,0.0002319354280524879,0.0,0.7052158911033464,0.17572326734304614,0.17419007707847048,0.05142026734110344,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,170308.79,52659.76,123686.63,9343.33,2841.97,13230.7,297753.21,39151.22,232826.74,131855.38,69183.36,42166.86,953.1,105977.17,-1632.89,13892.74000000002,7120.080000000002,4313.600000000006,1050.289999999999,2841.97,6351.320000000011,283531.82,290642.515,0.0218526873124532,39151.22,29612.41,-5020.25,0.1018860231098674,0.1347057570018618,-0.0172729375122562,0.0455222457732998,29324.31,0.1008947710213696,True,0,205,205,0.1060013638228113,0.0888165246059243,0.0582047303721149,0.2056178428876906,8000,student_t_residual_sd,0.054596125787058,0.0511026812518281,0.0199874264914734,0.0287230324555442,0.0923886943864819,8000,student_t_residual_sd
ESSITYb.ST,2021,2022,0.1713269221578093,0.1713269221578093,0.0537634553307426,0.0537634553307426,0.0537634553307426,202171.42,0.1713269221578093,0.17167495618098924,0.16341048228523872,0.09868272531615731,0.0,0.0,0.04312389588283205,0.0,0.4721990885511297,0.0,0.0804646542880213,0.0,0.920835601274294,0.17572326734304614,0.17419007707847048,0.010575481945254811,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,49691.14,3803.58,45688.8,9475.84,1535.46,57402.55,170547.49,14699.37,101689.95,72335.3,18783.36,1458.21,594.3,58333.96,8410.95,4669.379999999997,-1398.63,2800.340000000004,1408.34,-867.25,3808.759999999994,161480.42,166013.95500000002,0.0229424086667894,14699.37,18237.43,-22921.03,0.1098548010617541,0.0885429782092716,-0.1380668872083675,0.3457694264316515,12232.16,0.0736815167134594,True,2,207,207,0.04618053656924,0.0380649443182026,0.0196651401937247,0.1068163495400178,8000,student_t_residual_sd,0.0250186186123903,0.0224181371481748,0.0125849569619062,0.0095267277782813,0.0490986073125427,8000,student_t_residual_sd
ETTE.HE,2021,2022,0.2385890859150946,0.2385890859150946,0.0750515716955707,0.0750515716955707,0.0750515716955707,4223.64,0.2385890859150946,0.22956840101239057,0.2242399768004718,0.13285828594852905,0.0,0.0,0.22125250363789228,0.0,0.6752536929711899,0.0,0.06086002788912427,0.0,0.8565089088537721,0.17572326734304614,0.17419007707847048,0.02060845364562885,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Etteplan Oyj,Professional & Commercial Services,Industrials,1059.24,303.91,1067.99,254.82,17.68,247.87,2532.43,275.31,3049.63,321.97,2479.06,0.0,12.330000000000002,990.28,0.0,204.4,48.22000000000003,-9.019999999999982,-34.139999999999986,-2.870000000000001,128.18999999999994,2282.95,2407.69,0.0532419040657227,275.31,407.45,264.79,0.1692285967047253,0.1143461159866926,0.1099767827253508,0.1029492999514057,283.58,0.1177809435600098,True,5,208,208,0.0669223339965986,0.053903934055565,0.0367271509054424,0.1287567731011842,8000,student_t_residual_sd,0.0344884699472462,0.0324097961182908,0.0121938904688832,0.0185511043102648,0.05728637237451,8000,student_t_residual_sd
EWRK.ST,2021,2022,0.5507223942208475,0.5507223942208475,0.0827760008820004,0.0827760008820004,0.0827760008820004,2230.54,0.5507223942208475,0.4872387330779227,0.5337933784998024,0.1443085391333128,0.0,0.0,0.9272930552799883,0.0,0.9950794789160554,0.0,0.00016676730424546754,0.0,0.8307098427895493,0.17572326734304614,0.17419007707847048,0.02506886688240027,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Ework Group AB,Software & IT Services,Information Technology,3533.15,150.52,3423.42,205.73,0.0,2.73,3628.36,68.45,13217.76,12733.25,372.4,0.0,5.38,193.8,0.0,135.80000000000018,-99.16,154.26000000000022,-18.79000000000002,0.0,61.90999999999994,3511.23,3569.795,0.0173427325658756,68.45,387.43,692.5300000000007,0.1085300416410466,0.019174770540045,0.193997134289224,0.0007647497965569,104.85,0.0293714344941376,True,6,210,210,0.0718520821385171,0.0628787392849658,0.0355024446569789,0.1580787674147898,8000,student_t_residual_sd,0.0382714664406481,0.0347850194167003,0.0172096711324276,0.0176559593829766,0.0709958862992314,8000,student_t_residual_sd
EXL1V.HE,2021,2022,0.1470305592927153,0.1470305592927153,0.0557987655354418,0.0557987655354418,0.0557987655354418,964.75,0.1470305592927153,0.14946238254617572,0.13855515415077227,0.10210721006675613,0.0,0.0,0.028983626256108952,0.0,0.3800484552717579,0.0,0.13200047581831353,0.0,0.9152459485805696,0.17572326734304614,0.17419007707847048,0.011391344986324041,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Exel Composites Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,659.05,156.11,694.63,362.42,15.25,311.84,1178.33,63.76,1365.37,745.6,600.77,33.64,6.74,306.09,6.09,145.26999999999998,30.670000000000016,127.83000000000004,56.84000000000003,8.33,51.93999999999996,1014.09,1096.21,0.0473814323897792,63.76,150.19,200.87999999999988,0.1370084199195409,0.0581640379124437,0.1832495598471094,0.2844710411326296,68.3,0.062305580135193,True,5,211,211,0.0488002728457189,0.0421250174487906,0.022719117101311,0.1064096696318722,8000,student_t_residual_sd,0.0258813811208728,0.0237658843432877,0.0119342664974317,0.0110432144610634,0.0482375084789238,8000,student_t_residual_sd
FIA1S.HE,2021,2022,-2.2054463903546164,-2.2054463903546164,0.1377579699597073,0.1377579699597073,0.1377579699597073,8096.24,-2.2054463903546164,-1.3463492372526904,-2.241525178370611,0.21066973361243593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6392121198400531,0.17572326734304614,0.17419007707847048,0.0694319386050442,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Finnair Oyj,Passenger Transportation Services,Industrials,14601.75,7351.43,11811.55,4422.07,0.0,45754.48,40517.47,-464.39,8519.55,10021.45,3731.37,0.0,898.29,2780.19,0.0,4525.76,2476.8600000000006,5570.889999999999,3882.55,0.0,360.56,38201.41,39359.44,0.0091606994408457,-464.39,-11382.7,-372.1400000000013,-0.2891987284371932,-0.0117986942903659,-0.0094549109438549,1.1624779214338417,2407.36,0.0611634718380139,True,5,215,215,0.1270892337892567,0.0901097374142416,0.0737172097512117,0.2186339933610312,8000,student_t_residual_sd,0.0638767926329675,0.0618558089670425,0.0192619870638122,0.0361208005619388,0.0984023692070564,8000,student_t_residual_sd
FLS.CO,2021,2022,0.0875212565847062,0.0875212565847062,0.042917562831877,0.042917562831877,0.042917562831877,18963.79,0.0875212565847062,0.09210224353221623,0.08232751223792341,0.0799312234236696,0.0,0.0,0.0007715333077382702,0.0,0.1282763705687162,0.0,0.24750172104777557,0.0,0.9480625565321721,0.17572326734304614,0.17419007707847048,0.006739007288057347,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,FLSmidth & Co A/S,Metals & Mining,Materials,17217.53,2605.45,13544.32,22.89,259.87,3107.69,31040.57,1980.34,24027.8,18315.03,4777.95,401.81,114.8,13964.42,-4.04,2685.9,1273.5099999999998,1899.0200000000004,-234.77000000000004,31.78,-689.6200000000003,28801.38,29920.975,-0.0230480457271195,1980.34,2044.66,371.0200000000005,0.0683353400081381,0.0661856774386529,0.0123999969920766,0.1038632598035324,1313.77,0.0439079943083405,True,7,216,216,0.0375838550285417,0.0338487929128658,0.0197369319525327,0.0774845019653325,8000,student_t_residual_sd,0.0197432762130628,0.0182074364971903,0.0079022167938591,0.0098478835234853,0.0349150806575301,8000,student_t_residual_sd
FORTUM.HE,2021,2022,0.0920298677939392,0.0920298677939392,0.1216092890085079,0.1216092890085079,0.1216092890085079,232088.54,0.0920298677939392,0.11759689317252611,0.06148143086064732,0.19385217269511948,0.0,0.0,0.09985627368870975,0.0,0.32831782347450533,0.0,0.3803273393014731,0.0,0.6945156306670813,0.17572326734304614,0.17419007707847048,0.05410773091244062,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Fortum Oyj,Electric Utilities & IPPs,Utilities,1002699.95,75536.63,1003410.77,93847.63,26760.69,381417.44,1498328.36,50503.55,65258.31,40707.69,10944.13,548.73,1564.9,121449.28,15357.61,766283.8899999999,55652.83,789162.3200000001,72402.88,18075.93,11947.54999999993,605628.24,1051978.3,0.011357220961687,50503.55,27397.82,-460340.25000000006,0.0260440923543765,0.0480081670886177,-0.4375948154063634,0.3625715853644509,17331.0,0.0164746744300714,True,9,218,218,0.1083218640642081,0.0843683396579566,0.0587761011416463,0.2111748278348487,8000,student_t_residual_sd,0.056096441297068,0.0525091611355074,0.0207961318104283,0.0297305839092096,0.0953988646262986,8000,student_t_residual_sd
FSKRS.HE,2021,2022,0.1875074182886971,0.1875074182886971,0.1334828880277323,0.1334828880277323,0.1334828880277323,18859.84,0.1875074182886971,0.1834256413818353,0.1528695650764706,0.20641994586830448,0.0,0.0,0.2291181609043711,0.0,0.5179640394240375,0.0,0.22704469914637626,0.0,0.6536214678777349,0.17572326734304614,0.17419007707847048,0.0651894041831627,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Fiskars Oyj Abp,Household Goods,Consumer Staples,5376.17,315.36,4759.46,644.74,32.04,1450.66,14371.48,1248.87,12745.8,7261.54,4074.84,157.51,34.55,8130.32,42.05,3.980000000000473,-339.4,517.6499999999996,3.6000000000000227,-25.58,-196.2499999999992,14059.04,14215.26,-0.0138055863909628,1248.87,2136.07,776.539999999999,0.1502659817688878,0.0878541792411816,0.0546272104766285,0.1020494876632576,-619.76,-0.0435982176900035,True,2,221,221,0.1213449731693893,0.0927253417321489,0.0675024264351301,0.219803076201066,8000,student_t_residual_sd,0.0616646800840982,0.0586495978874461,0.0204086040016674,0.033409184236043,0.0995629254464968,8000,student_t_residual_sd
GARO.ST,2021,2022,0.3737879436451957,0.3737879436451957,0.1024064927123582,0.1024064927123582,0.1024064927123582,10522.21,0.3737879436451957,0.32669762362214466,0.35001271986363947,0.171016684610071,0.0,0.0,0.5768901799421522,0.0,0.8736099583092147,0.0,0.023139271844693908,0.0,0.7622477621844378,0.17572326734304614,0.17419007707847048,0.03836902889843288,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Garo AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,663.97,79.5,317.91,18.9,18.22,280.78,912.8,121.97,1298.66,828.12,265.79,0.0,3.91,537.31,0.0,138.63,7.030000000000001,56.55000000000001,-4.280000000000001,10.81,81.57999999999998,776.15,844.4749999999999,0.0966043991829243,121.97,88.94,234.44000000000003,0.1053198732940584,0.1444329317031291,0.2776162704638978,0.3324906006690547,84.75,0.1003582107226383,True,5,223,223,0.0928356195067637,0.0715651775292591,0.0517819796074427,0.1715748495309436,8000,student_t_residual_sd,0.047224247501837,0.0449563913284047,0.0155059659520284,0.0262606334170519,0.0766485198281856,8000,student_t_residual_sd
GLA1V.HE,2021,2022,0.0081047747694839,0.0081047747694839,0.0457765577930192,0.0457765577930192,0.0457765577930192,812.57,0.0081047747694839,0.017938643660434638,0.002237958560863616,0.08495274525391888,0.0,0.0,4.536669997912135e-05,0.0,0.022623897593608056,0.0,0.6151600091810626,0.0,0.9413318379137972,0.17572326734304614,0.17419007707847048,0.007666763871677455,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Glaston Oyj Abp,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,858.0,268.83,824.95,61.66,7.64,229.0,1975.1,196.4,1856.15,843.05,1015.0,51.99,44.57,681.08,0.0,-124.52999999999996,25.16,-4.629999999999996,13.009999999999998,-1.6399999999999997,-133.68999999999997,2171.51,2073.3050000000003,-0.0644815885747634,196.4,7.72,32.48000000000002,0.0037235235529745,0.0947279826171257,0.0156658089379034,0.1104516701594796,102.55,0.0494620907198892,True,5,227,227,0.0398235492192535,0.0403210496297912,0.0205568356790535,0.0851179640333886,8000,student_t_residual_sd,0.021044257178833,0.019238228537986,0.0090094142513684,0.0102488289112463,0.0379430858167782,8000,student_t_residual_sd
GMAB.CO,2021,2022,0.3256372498337885,0.3256372498337885,0.3591429373052974,0.3591429373052974,0.3591429373052974,232726.24,0.3256372498337885,0.2067211780765463,0.2463143809582414,0.3123743623380616,0.0,0.0,0.4808720964718193,0.0,0.6815219752436297,0.0,0.17440885190486127,0.0,0.20677131124452905,0.17572326734304614,0.17419007707847048,0.471911415847794,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Genmab A/S,Biotechnology & Medical Research,Health Care,30613.73,12060.49,2111.29,99.64,0.0,836.17,33159.94,3044.99,11503.44,0.0,7467.610000000001,5714.14,17.77,29886.63,0.0,4156.619999999999,1838.65,347.1099999999999,25.02,0.0,1995.8799999999997,29768.65,31464.295,0.0634331708369756,3044.99,9256.38,-3045.17,0.2941867917269399,0.0967760440842548,-0.0967817648544167,0.0265752021457973,5309.37,0.1687426970793402,True,4,228,228,0.3305202606024339,0.2393718117562763,0.1994831894207436,0.5533846564759688,8000,student_t_residual_sd,0.1657420709565404,0.1601848762956476,0.0456161735431819,0.1002805314727899,0.2474225012231377,8000,student_t_residual_sd
GN.CO,2021,2022,0.6341956321902121,0.6341956321902121,0.0247419808598112,0.0247419808598112,0.0247419808598112,76523.27,0.6341956321902121,0.6259974150564321,0.6324074726930715,0.04690069765087974,0.0,0.0,0.999999999806905,0.0,1.0,0.0,6.42219644657367e-38,0.0,0.9821184050285935,0.17572326734304614,0.17419007707847048,0.002239725300815633,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,16149.77,8358.99,8270.12,2174.58,96.95,1750.43,31712.47,2886.45,21559.56,9693.94,8306.74,1898.33,138.04,8387.27,0.0,6975.460000000001,6025.99,1190.8600000000006,1694.46,-259.27000000000004,1193.8000000000006,23487.71,27600.09,0.0432534821444423,2886.45,4613.08,2207.9400000000023,0.1671400346882926,0.1045811807135411,0.0799975652253308,0.0634211700034311,850.97,0.0308321458372056,True,6,229,229,0.0208694451264639,0.0189537161070489,0.0097095935700448,0.0501564499596602,8000,student_t_residual_sd,0.0114410507221127,0.0101503483525746,0.0059725217215546,0.0047751536664316,0.0223508589823316,8000,student_t_residual_sd
GOD.OL,2021,2022,-0.0663284912766122,-0.0663284912766122,0.0583929404361485,0.0583929404361485,0.0583929404361485,255.97,-0.0663284912766122,-0.04404146340482374,-0.07553603762904693,0.10642609641534886,0.0,0.0,6.571366076402185e-05,0.0,0.01078873753864984,0.0,0.8246175010795274,0.0,0.9079245364756527,0.17572326734304614,0.17419007707847048,0.012475171165850377,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,218.03,88.72,209.14,44.35,0.0,47.28,517.11,1.96,536.03,201.93,349.98,0.0,1.38,260.22,0.0,-0.75,-19.40000000000001,23.569999999999997,9.07,-0.26,3.890000000000013,505.02,511.065,0.0076115562599669,1.96,11.19,23.269999999999985,0.0218954536115758,0.0038351286039936,0.0455323686810874,0.0925126940800094,30.52,0.0597184311193292,True,5,230,230,0.0507213387456014,0.0443202116514856,0.0242409102310647,0.1093382542282711,8000,student_t_residual_sd,0.0270103746974105,0.0245310494145826,0.0121545880699475,0.0117831755542586,0.0505224845153384,8000,student_t_residual_sd
GOFORE.HE,2021,2022,0.3547956141351278,0.3547956141351278,0.1991887359358519,0.1991887359358519,0.1991887359358519,3621.45,0.3547956141351278,0.2578643942482185,0.30066597233205544,0.25804399247436083,0.0,0.0,0.5219044181901215,0.0,0.7531153883550245,0.0,0.10617291280565294,0.0,0.45870358196927674,0.17572326734304614,0.17419007707847048,0.14516281247737858,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Gofore Oyj,Software & IT Services,Information Technology,589.37,391.59,284.17,26.03,5.34,96.84,1020.15,144.15,1061.99,226.32,615.63,0.0,2.27,610.75,3.04,207.36,167.45999999999998,-4.439999999999998,5.080000000000002,2.84,52.26000000000003,820.95,920.55,0.0567704089946228,144.15,96.02,226.08000000000004,0.1043072076476019,0.156591168323285,0.245592308945739,0.1051979794687958,219.44,0.2383792298082668,True,6,231,231,0.1805370658712641,0.1386233970096531,0.1011551451745129,0.3310097528791288,8000,student_t_residual_sd,0.0918463734657345,0.0879797309987251,0.0301605958509406,0.0503348044256004,0.1470044752978396,8000,student_t_residual_sd
GSFG.OL,2021,2022,0.0298420002516492,0.0298420002516492,0.1274056358143941,0.1274056358143941,0.1274056358143941,9427.45,0.0298420002516492,0.0773397544079904,-0.0027171864783256013,0.2001303478989123,0.0,0.0,0.06022599294347353,0.0,0.22923953189008617,0.0,0.5062518579038304,0.0,0.674408132700252,0.17572326734304614,0.17419007707847048,0.05938860195795011,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Grieg Seafood ASA,Food & Tobacco,Consumer Staples,4842.77,928.34,1111.23,54.48,88.64,3402.63,10714.25,601.48,4598.59,1738.27,2504.91,0.0,189.39,5563.3,0.0,1546.8000000000006,652.9100000000001,142.72000000000003,-49.96,73.85,775.0600000000005,10649.53,10681.89,0.0725583206717163,601.48,412.16,214.23000000000047,0.0385849320672652,0.0563083873733955,0.020055439627257,0.3185419434201251,1584.23,0.1483098964696322,True,2,234,234,0.1162766208643668,0.0798454892439489,0.0686516917380754,0.2064521190246553,8000,student_t_residual_sd,0.0589199511435005,0.0566974125820673,0.0178033691720932,0.0342972285969662,0.0911874942193504,8000,student_t_residual_sd
HARVIA.HE,2021,2022,0.6928126298296637,0.6928126298296637,0.0651720313146094,0.0651720313146094,0.0651720313146094,10986.12,0.6928126298296637,0.6348167533408409,0.681596797384392,0.11746052359985586,0.0,0.0,0.9986429458910471,0.0,0.9999940952187888,0.0,9.687127802078811e-09,0.0,0.8878416755472827,0.17572326734304614,0.17419007707847048,0.015539904224306181,0.1230133801630452,0.3406202639762613,0.1782093562965676,0.0329783880822713,1,Harvia Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,822.72,155.06,324.48,6.11,66.69,613.46,2017.23,202.53,1820.19,763.39,449.46,0.0,23.68,806.43,36.02,166.14999999999998,-131.16000000000005,89.81000000000003,1.3000000000000007,21.4,230.2,1735.12,1876.175,0.1226964435620344,202.53,277.67,650.1300000000001,0.1479979213026503,0.1079483523658507,0.3465188481884686,0.326973763108452,235.32,0.1254254000826149,True,5,242,242,0.0561524569255169,0.0488825192256078,0.0236201593575929,0.1287820938158513,8000,student_t_residual_sd,0.0301755771361675,0.0270942604301,0.0149524681394305,0.0115697766501453,0.0589185582244851,8000,student_t_residual_sd
