Method,FormationYear,HoldDate,Quintile,ew_ret,n_firms
M1,2024,2024-08-01,3,-0.007133635708737408,117
M1,2024,2024-08-01,4,-0.0019758717143772615,117
M1,2024,2024-08-01,5,-0.012842172106165731,119
M1,2024,2024-08-01,Q5-Q1,0.0413870972360762,239
M1,2024,2024-09-01,1,-0.04360958194393542,120
M1,2024,2024-09-01,2,0.029164663736935523,120
M1,2024,2024-09-01,3,0.013305858947702429,117
M1,2024,2024-09-01,4,-0.004972685456903581,117
M1,2024,2024-09-01,5,-0.019951663478884548,119
M1,2024,2024-09-01,Q5-Q1,0.02365791846505087,239
M1,2024,2024-10-01,1,-0.05036433315547727,120
M1,2024,2024-10-01,2,-0.03649112712719747,120
M1,2024,2024-10-01,3,-0.03682891471750977,117
M1,2024,2024-10-01,4,-0.026014691101882093,117
M1,2024,2024-10-01,5,-0.021953989643151338,119
M1,2024,2024-10-01,Q5-Q1,0.02841034351232593,239
M1,2024,2024-11-01,1,-0.03583130055789368,120
M1,2024,2024-11-01,2,-0.015786373812674677,120
M1,2024,2024-11-01,3,-0.02643429575441112,117
M1,2024,2024-11-01,4,-0.020078945986173713,117
M1,2024,2024-11-01,5,-0.012682860457242658,119
M1,2024,2024-11-01,Q5-Q1,0.02314844010065102,239
M1,2024,2024-12-01,1,-0.0020641582067861958,120
M1,2024,2024-12-01,2,-0.004993374602692589,120
M1,2024,2024-12-01,3,0.004134853418310182,117
M1,2024,2024-12-01,4,0.0011064091006989507,117
M1,2024,2024-12-01,5,-0.0020588997317074324,119
M1,2024,2024-12-01,Q5-Q1,5.258475078763394e-06,239
M2,2010,2010-07-01,1,0.037831509992246035,56
M2,2010,2010-07-01,2,0.052910309238016213,60
M2,2010,2010-07-01,3,0.056307247601414714,60
M2,2010,2010-07-01,4,0.04779214092760973,58
M2,2010,2010-07-01,5,0.03521804459953722,58
M2,2010,2010-07-01,Q5-Q1,-0.0026134653927088122,114
M2,2010,2010-08-01,1,-0.07336747214486172,56
M2,2010,2010-08-01,2,-0.02551785328035012,60
M2,2010,2010-08-01,3,-0.029345136066168967,60
M2,2010,2010-08-01,4,-0.011258397015791614,58
M2,2010,2010-08-01,5,-0.02070368829014452,58
M2,2010,2010-08-01,Q5-Q1,0.052663783854717205,114
M2,2010,2010-09-01,1,0.07499665369299931,56
M2,2010,2010-09-01,2,0.07551469289405523,60
M2,2010,2010-09-01,3,0.08946785879980308,60
M2,2010,2010-09-01,4,0.07297945652450823,58
M2,2010,2010-09-01,5,0.06732434521583919,58
M2,2010,2010-09-01,Q5-Q1,-0.00767230847716012,114
M2,2010,2010-10-01,1,-0.003116507683839404,56
M2,2010,2010-10-01,2,0.009305054500894822,60
M2,2010,2010-10-01,3,0.0029220720787930623,60
M2,2010,2010-10-01,4,0.03044681223874996,58
M2,2010,2010-10-01,5,0.02622472488944819,58
M2,2010,2010-10-01,Q5-Q1,0.029341232573287593,114
M2,2010,2010-11-01,1,-0.04409920421987472,56
M2,2010,2010-11-01,2,-0.010571371521452304,60
M2,2010,2010-11-01,3,-0.004949216044548042,60
M2,2010,2010-11-01,4,0.013828732832449625,58
M2,2010,2010-11-01,5,0.0002979871706207872,58
M2,2010,2010-11-01,Q5-Q1,0.044397191390495507,114
M2,2010,2010-12-01,1,0.09085442075956067,56
M2,2010,2010-12-01,2,0.0556905377520221,60
M2,2010,2010-12-01,3,0.07485122778854694,60
M2,2010,2010-12-01,4,0.05694988344456935,58
M2,2010,2010-12-01,5,0.0701665321080459,58
M2,2010,2010-12-01,Q5-Q1,-0.020687888651514774,114
M2,2010,2011-01-01,1,0.07507660464275188,56
M2,2010,2011-01-01,2,0.05416229396057917,60
M2,2010,2011-01-01,3,0.024038984732560734,60
M2,2010,2011-01-01,4,0.02493383842377643,58
M2,2010,2011-01-01,5,0.004108791425892998,58
M2,2010,2011-01-01,Q5-Q1,-0.07096781321685888,114
M2,2010,2011-02-01,1,-0.03921996513640096,56
M2,2010,2011-02-01,2,-0.019166465340814016,60
M2,2010,2011-02-01,3,-0.023013193301418666,60
M2,2010,2011-02-01,4,-0.009536787553750122,58
M2,2010,2011-02-01,5,0.0015806044157887778,58
M2,2010,2011-02-01,Q5-Q1,0.04080056955218974,114
M2,2010,2011-03-01,1,-0.014889604770607811,56
M2,2010,2011-03-01,2,0.015646564898038468,60
M2,2010,2011-03-01,3,0.024903253940802183,60
M2,2010,2011-03-01,4,0.008280112818913596,58
M2,2010,2011-03-01,5,0.01663507336161174,58
M2,2010,2011-03-01,Q5-Q1,0.031524678132219555,114
M2,2010,2011-04-01,1,0.029306221503466064,56
M2,2010,2011-04-01,2,-0.01165945919892101,60
M2,2010,2011-04-01,3,0.007697316593881733,60
M2,2010,2011-04-01,4,0.0005292356574162398,58
M2,2010,2011-04-01,5,0.01790380391084856,58
M2,2010,2011-04-01,Q5-Q1,-0.011402417592617505,114
M2,2010,2011-05-01,1,-0.09238826313692487,56
M2,2010,2011-05-01,2,-0.020152743017273593,60
M2,2010,2011-05-01,3,-0.051954391469361344,60
M2,2010,2011-05-01,4,-0.022146217069089914,58
M2,2010,2011-05-01,5,-0.019499120589249457,58
M2,2010,2011-05-01,Q5-Q1,0.07288914254767542,114
M2,2010,2011-06-01,1,-0.10433768715338394,56
M2,2010,2011-06-01,2,-0.03897185737006774,60
M2,2010,2011-06-01,3,-0.06078645156637244,60
M2,2010,2011-06-01,4,-0.047577999098470006,58
M2,2010,2011-06-01,5,-0.023444704348562807,58
M2,2010,2011-06-01,Q5-Q1,0.08089298280482113,114
M2,2011,2011-07-01,1,-0.028685196062418913,61
M2,2011,2011-07-01,2,-0.02988014671781991,64
M2,2011,2011-07-01,3,-0.04347960206556817,63
M2,2011,2011-07-01,4,-0.04175198249624887,61
M2,2011,2011-07-01,5,-0.04194271901191526,62
M2,2011,2011-07-01,Q5-Q1,-0.013257522949496343,123
M2,2011,2011-08-01,1,-0.12206756807400773,61
M2,2011,2011-08-01,2,-0.09388801149641186,64
M2,2011,2011-08-01,3,-0.09874948429082034,63
M2,2011,2011-08-01,4,-0.09197324062197695,61
M2,2011,2011-08-01,5,-0.0764186310084948,62
M2,2011,2011-08-01,Q5-Q1,0.04564893706551293,123
M2,2011,2011-09-01,1,-0.09262578810834278,61
M2,2011,2011-09-01,2,-0.08491262221637463,64
M2,2011,2011-09-01,3,-0.08025371858555062,63
M2,2011,2011-09-01,4,-0.0874439773178801,61
M2,2011,2011-09-01,5,-0.06186928739288788,62
M2,2011,2011-09-01,Q5-Q1,0.030756500715454903,123
M2,2011,2011-10-01,1,0.026471056694041508,61
M2,2011,2011-10-01,2,0.05026164689384148,64
M2,2011,2011-10-01,3,0.04987827689064111,63
M2,2011,2011-10-01,4,0.08445377439187708,61
M2,2011,2011-10-01,5,0.07135978488042324,62
M2,2011,2011-10-01,Q5-Q1,0.04488872818638173,123
M2,2011,2011-11-01,1,-0.05804846993513579,61
M2,2011,2011-11-01,2,-0.044048323012940364,64
M2,2011,2011-11-01,3,-0.03736126186348767,63
M2,2011,2011-11-01,4,-0.027718161525102505,61
M2,2011,2011-11-01,5,-0.009490897549773124,62
M2,2011,2011-11-01,Q5-Q1,0.048557572385362666,123
M2,2011,2011-12-01,1,-0.015312126351121967,61
M2,2011,2011-12-01,2,-0.014759414816733507,64
M2,2011,2011-12-01,3,0.012007515921401275,63
M2,2011,2011-12-01,4,0.026125318509572032,61
M2,2011,2011-12-01,5,-0.017274047800743982,62
M2,2011,2011-12-01,Q5-Q1,-0.001961921449622015,123
M2,2011,2012-01-01,1,0.14683379347905007,61
M2,2011,2012-01-01,2,0.10194656195455792,64
M2,2011,2012-01-01,3,0.12418445810606994,63
M2,2011,2012-01-01,4,0.10059585066097555,61
M2,2011,2012-01-01,5,0.08656412240837678,62
M2,2011,2012-01-01,Q5-Q1,-0.060269671070673284,123
M2,2011,2012-02-01,1,0.044280595383857625,61
M2,2011,2012-02-01,2,0.052168273912364733,64
M2,2011,2012-02-01,3,0.02058845621945393,63
M2,2011,2012-02-01,4,0.06737317714563044,61
M2,2011,2012-02-01,5,0.047846922387451085,62
M2,2011,2012-02-01,Q5-Q1,0.00356632700359346,123
M2,2011,2012-03-01,1,0.005869021714428494,61
M2,2011,2012-03-01,2,0.01370513722104328,64
M2,2011,2012-03-01,3,-0.004747605412281152,63
M2,2011,2012-03-01,4,0.0025836723616843743,61
M2,2011,2012-03-01,5,-0.0013049174264543597,62
M2,2011,2012-03-01,Q5-Q1,-0.007173939140882854,123
M2,2011,2012-04-01,1,-0.04548474355461037,61
M2,2011,2012-04-01,2,-0.024698013486214206,64
M2,2011,2012-04-01,3,-0.03080640283431908,63
M2,2011,2012-04-01,4,-0.010053014884658953,61
M2,2011,2012-04-01,5,-0.014513399159076363,62
M2,2011,2012-04-01,Q5-Q1,0.03097134439553401,123
M2,2011,2012-05-01,1,-0.09457660536295669,61
M2,2011,2012-05-01,2,-0.07084365327309605,64
M2,2011,2012-05-01,3,-0.0609355762083064,63
M2,2011,2012-05-01,4,-0.09572692182212662,61
M2,2011,2012-05-01,5,-0.06869862161741805,62
M2,2011,2012-05-01,Q5-Q1,0.025877983745538638,123
M2,2011,2012-06-01,1,-0.023294076304541635,61
M2,2011,2012-06-01,2,-0.00714175807154741,64
M2,2011,2012-06-01,3,0.009768419586111281,63
M2,2011,2012-06-01,4,0.008765566339774763,61
M2,2011,2012-06-01,5,-0.008567126141369006,62
M2,2011,2012-06-01,Q5-Q1,0.014726950163172629,123
M2,2012,2012-07-01,1,0.042894337346664584,62
M2,2012,2012-07-01,2,-6.153518091919948e-05,64
M2,2012,2012-07-01,3,0.0067358470139898185,67
M2,2012,2012-07-01,4,0.014654332481517155,66
M2,2012,2012-07-01,5,0.03740346459831885,64
M2,2012,2012-07-01,Q5-Q1,-0.005490872748345733,126
M2,2012,2012-08-01,1,0.003328163885168903,62
M2,2012,2012-08-01,2,-0.004237552207550984,64
M2,2012,2012-08-01,3,0.016185803904380642,67
M2,2012,2012-08-01,4,0.0038055142523828332,66
M2,2012,2012-08-01,5,-0.002314706144082265,64
M2,2012,2012-08-01,Q5-Q1,-0.005642870029251168,126
M2,2012,2012-09-01,1,0.02182355474248387,62
M2,2012,2012-09-01,2,0.02037125950238501,64
M2,2012,2012-09-01,3,0.019878509908771273,67
M2,2012,2012-09-01,4,0.021287065557134794,66
M2,2012,2012-09-01,5,0.0240008683388363,64
M2,2012,2012-09-01,Q5-Q1,0.0021773135963524294,126
M2,2012,2012-10-01,1,-0.04800253787237295,62
M2,2012,2012-10-01,2,-0.0276771382127134,64
M2,2012,2012-10-01,3,-0.021158223190431678,67
M2,2012,2012-10-01,4,-0.007946756189328677,66
M2,2012,2012-10-01,5,-0.010842772746172196,64
M2,2012,2012-10-01,Q5-Q1,0.037159765126200756,126
M2,2012,2012-11-01,1,-0.033669065029835264,62
M2,2012,2012-11-01,2,-0.007367617689885322,64
M2,2012,2012-11-01,3,-0.00879312327351485,67
M2,2012,2012-11-01,4,0.006726847854481874,66
M2,2012,2012-11-01,5,0.007332995088407714,64
M2,2012,2012-11-01,Q5-Q1,0.04100206011824298,126
M2,2012,2012-12-01,1,0.01707951263382732,62
M2,2012,2012-12-01,2,0.025320579725369677,64
M2,2012,2012-12-01,3,0.038077754435976115,67
M2,2012,2012-12-01,4,0.025073570971943668,66
M2,2012,2012-12-01,5,0.024269920290247285,64
M2,2012,2012-12-01,Q5-Q1,0.007190407656419966,126
M2,2012,2013-01-01,1,0.09517699281996703,62
M2,2012,2013-01-01,2,0.0741195431838027,64
M2,2012,2013-01-01,3,0.06661341789287673,67
M2,2012,2013-01-01,4,0.06399422236328044,66
M2,2012,2013-01-01,5,0.04344958067048159,64
M2,2012,2013-01-01,Q5-Q1,-0.05172741214948544,126
M2,2012,2013-02-01,1,-0.009064983004509433,62
M2,2012,2013-02-01,2,0.013934871387690468,64
M2,2012,2013-02-01,3,0.055970555135279064,67
M2,2012,2013-02-01,4,0.04806467331577377,66
M2,2012,2013-02-01,5,0.027214946138046238,64
M2,2012,2013-02-01,Q5-Q1,0.03627992914255567,126
M2,2012,2013-03-01,1,-0.0028141175412535664,62
M2,2012,2013-03-01,2,0.005622404757793261,64
M2,2012,2013-03-01,3,0.008733270062149825,67
M2,2012,2013-03-01,4,-0.01672887851144128,66
M2,2012,2013-03-01,5,0.011199314929240005,64
M2,2012,2013-03-01,Q5-Q1,0.01401343247049357,126
M2,2012,2013-04-01,1,-0.027994154487057114,62
M2,2012,2013-04-01,2,-0.019394775463449906,64
M2,2012,2013-04-01,3,-0.004297147700743784,67
M2,2012,2013-04-01,4,-0.03590278233566241,66
M2,2012,2013-04-01,5,-0.008320452072960711,64
M2,2012,2013-04-01,Q5-Q1,0.019673702414096404,126
M2,2012,2013-05-01,1,0.08002307071615086,62
M2,2012,2013-05-01,2,0.02588405935781895,64
M2,2012,2013-05-01,3,0.02823551907369783,67
M2,2012,2013-05-01,4,-0.0021651996079525095,66
M2,2012,2013-05-01,5,0.011370899519559973,64
M2,2012,2013-05-01,Q5-Q1,-0.0686521711965909,126
M2,2012,2013-06-01,1,-0.012321245142371104,62
M2,2012,2013-06-01,2,-0.02179918325845207,64
M2,2012,2013-06-01,3,-0.01733750328202046,67
M2,2012,2013-06-01,4,-0.02425811968390482,66
M2,2012,2013-06-01,5,-0.026124124635713175,64
M2,2012,2013-06-01,Q5-Q1,-0.01380287949334207,126
M2,2013,2013-07-01,1,0.02361059134115668,69
M2,2013,2013-07-01,2,0.03746180900016214,68
M2,2013,2013-07-01,3,0.05495281903026625,66
M2,2013,2013-07-01,4,0.05443385290166239,66
M2,2013,2013-07-01,5,0.04809100603448962,68
M2,2013,2013-07-01,Q5-Q1,0.02448041469333294,137
M2,2013,2013-08-01,1,-0.01816513380862551,69
M2,2013,2013-08-01,2,0.009305997079019862,68
M2,2013,2013-08-01,3,0.02172948988241158,66
M2,2013,2013-08-01,4,0.024940423469994217,66
M2,2013,2013-08-01,5,0.015840878874564725,68
M2,2013,2013-08-01,Q5-Q1,0.034006012683190236,137
M2,2013,2013-09-01,1,0.03376447665283486,69
M2,2013,2013-09-01,2,0.0779103722513978,68
M2,2013,2013-09-01,3,0.05020383783302614,66
M2,2013,2013-09-01,4,0.04582637841624898,66
M2,2013,2013-09-01,5,0.05554909478525489,68
M2,2013,2013-09-01,Q5-Q1,0.021784618132420032,137
M2,2013,2013-10-01,1,-0.013147414235935476,69
M2,2013,2013-10-01,2,0.029920370134311435,68
M2,2013,2013-10-01,3,0.022740695261831357,66
M2,2013,2013-10-01,4,0.011024885160249184,66
M2,2013,2013-10-01,5,0.032164058506274816,68
M2,2013,2013-10-01,Q5-Q1,0.04531147274221029,137
M2,2013,2013-11-01,1,0.04180961825385759,69
M2,2013,2013-11-01,2,0.0006849117581077013,68
M2,2013,2013-11-01,3,0.04565625616080233,66
M2,2013,2013-11-01,4,0.04292515612309613,66
M2,2013,2013-11-01,5,0.04148232943323064,68
M2,2013,2013-11-01,Q5-Q1,-0.0003272888206269503,137
M2,2013,2013-12-01,1,-0.0071571405802769925,69
M2,2013,2013-12-01,2,-0.0007885293454770818,68
M2,2013,2013-12-01,3,0.014450567611826682,66
M2,2013,2013-12-01,4,0.007935797308237909,66
M2,2013,2013-12-01,5,0.02071415542059968,68
M2,2013,2013-12-01,Q5-Q1,0.027871296000876674,137
M2,2013,2014-01-01,1,0.046743184338332584,69
M2,2013,2014-01-01,2,0.030339418186900075,68
M2,2013,2014-01-01,3,0.014295455271082771,66
M2,2013,2014-01-01,4,0.006503466854031549,66
M2,2013,2014-01-01,5,-0.0080741445604209,68
M2,2013,2014-01-01,Q5-Q1,-0.05481732889875349,137
M2,2013,2014-02-01,1,0.07592859315040501,69
M2,2013,2014-02-01,2,0.025081735223819936,68
M2,2013,2014-02-01,3,0.05445208641836517,66
M2,2013,2014-02-01,4,0.06265606736496866,66
M2,2013,2014-02-01,5,0.046125220438895734,68
M2,2013,2014-02-01,Q5-Q1,-0.029803372711509277,137
M2,2013,2014-03-01,1,-0.0025014880102098846,69
M2,2013,2014-03-01,2,-0.020409455829608642,68
M2,2013,2014-03-01,3,0.010436154075104691,66
M2,2013,2014-03-01,4,-0.002972382675815332,66
M2,2013,2014-03-01,5,0.014976959939923118,68
M2,2013,2014-03-01,Q5-Q1,0.017478447950133,137
M2,2013,2014-04-01,1,-0.03445910564091244,69
M2,2013,2014-04-01,2,0.004192748089533842,68
M2,2013,2014-04-01,3,0.00021422406918688037,66
M2,2013,2014-04-01,4,0.014395210770735087,66
M2,2013,2014-04-01,5,0.015098196812530263,68
M2,2013,2014-04-01,Q5-Q1,0.0495573024534427,137
M2,2013,2014-05-01,1,0.027948655309121648,69
M2,2013,2014-05-01,2,0.029127440914049438,68
M2,2013,2014-05-01,3,0.03547512835367015,66
M2,2013,2014-05-01,4,0.03314051567523752,66
M2,2013,2014-05-01,5,0.025746427194989697,68
M2,2013,2014-05-01,Q5-Q1,-0.002202228114131951,137
M2,2013,2014-06-01,1,-0.015913141249695933,69
M2,2013,2014-06-01,2,0.0035251283436746753,68
M2,2013,2014-06-01,3,-0.009609755368365249,66
M2,2013,2014-06-01,4,-0.004658555216671992,66
M2,2013,2014-06-01,5,0.0036204114354957666,68
M2,2013,2014-06-01,Q5-Q1,0.019533552685191698,137
M2,2014,2014-07-01,1,-0.012458686775806053,71
M2,2014,2014-07-01,2,0.014676926289613776,72
M2,2014,2014-07-01,3,-0.020414134693002597,71
M2,2014,2014-07-01,4,-0.010469895526533055,73
M2,2014,2014-07-01,5,-0.00625065180474778,69
M2,2014,2014-07-01,Q5-Q1,0.006208034971058273,140
M2,2014,2014-08-01,1,-0.037432840894136746,71
M2,2014,2014-08-01,2,-0.028646803702547456,72
M2,2014,2014-08-01,3,-0.015560295784746223,71
M2,2014,2014-08-01,4,-0.007894819137361548,73
M2,2014,2014-08-01,5,-0.002754977482448737,69
M2,2014,2014-08-01,Q5-Q1,0.034677863411688006,140
M2,2014,2014-09-01,1,-0.06453000848866733,71
M2,2014,2014-09-01,2,-0.03210178950222534,72
M2,2014,2014-09-01,3,-0.009796192932134754,71
M2,2014,2014-09-01,4,-0.028681630673863284,73
M2,2014,2014-09-01,5,-0.010481072232783073,69
M2,2014,2014-09-01,Q5-Q1,0.05404893625588426,140
M2,2014,2014-10-01,1,-0.08549869040774542,71
M2,2014,2014-10-01,2,0.00032791470939968266,72
M2,2014,2014-10-01,3,-0.01024361369020395,71
M2,2014,2014-10-01,4,0.004738344620403391,73
M2,2014,2014-10-01,5,0.01652444343040999,69
M2,2014,2014-10-01,Q5-Q1,0.10202313383815541,140
M2,2014,2014-11-01,1,0.007577592581301998,71
M2,2014,2014-11-01,2,-0.0073316382756356095,72
M2,2014,2014-11-01,3,0.02655786111213057,71
M2,2014,2014-11-01,4,0.012305974722647913,73
M2,2014,2014-11-01,5,0.013317275944286921,69
M2,2014,2014-11-01,Q5-Q1,0.005739683362984923,140
M2,2014,2014-12-01,1,-0.04734426017829369,71
M2,2014,2014-12-01,2,-0.012078987540238582,72
M2,2014,2014-12-01,3,-0.009965765034596301,71
M2,2014,2014-12-01,4,0.004335759079636112,73
M2,2014,2014-12-01,5,0.04514594663435413,69
M2,2014,2014-12-01,Q5-Q1,0.09249020681264783,140
M2,2014,2015-01-01,1,0.057112361056220556,71
M2,2014,2015-01-01,2,0.05741898981034242,72
M2,2014,2015-01-01,3,0.06674933888297647,71
M2,2014,2015-01-01,4,0.07210978007780762,73
M2,2014,2015-01-01,5,0.06733904339907089,69
M2,2014,2015-01-01,Q5-Q1,0.010226682342850332,140
M2,2014,2015-02-01,1,0.14297640294098113,71
M2,2014,2015-02-01,2,0.07930044162282258,72
M2,2014,2015-02-01,3,0.0609808999418571,71
M2,2014,2015-02-01,4,0.0811205904793616,73
M2,2014,2015-02-01,5,0.08746986552539289,69
M2,2014,2015-02-01,Q5-Q1,-0.05550653741558824,140
M2,2014,2015-03-01,1,-0.02514835628905109,71
M2,2014,2015-03-01,2,-0.001227001097914435,72
M2,2014,2015-03-01,3,0.001118957175157556,71
M2,2014,2015-03-01,4,0.005710137595517706,73
M2,2014,2015-03-01,5,0.023471159380107326,69
M2,2014,2015-03-01,Q5-Q1,0.04861951566915841,140
M2,2014,2015-04-01,1,0.020127369460021218,71
M2,2014,2015-04-01,2,0.017859339894031885,72
M2,2014,2015-04-01,3,0.018096514098098655,71
M2,2014,2015-04-01,4,0.0177255384581562,73
M2,2014,2015-04-01,5,0.012855051817412883,69
M2,2014,2015-04-01,Q5-Q1,-0.007272317642608335,140
M2,2014,2015-05-01,1,0.019084405340942728,71
M2,2014,2015-05-01,2,0.033427314993089936,72
M2,2014,2015-05-01,3,0.019960074951888514,71
M2,2014,2015-05-01,4,0.006092257402262626,73
M2,2014,2015-05-01,5,0.015237484365621346,69
M2,2014,2015-05-01,Q5-Q1,-0.003846920975321381,140
M2,2014,2015-06-01,1,-0.009634313792460278,71
M2,2014,2015-06-01,2,-0.03651396466540743,72
M2,2014,2015-06-01,3,-0.041431250857200785,71
M2,2014,2015-06-01,4,-0.043689951269459855,73
M2,2014,2015-06-01,5,-0.05278555582486053,69
M2,2014,2015-06-01,Q5-Q1,-0.043151242032400255,140
M2,2015,2015-07-01,1,-0.008935188138928232,74
M2,2015,2015-07-01,2,0.04040579368922733,73
M2,2015,2015-07-01,3,0.032913144894649124,76
M2,2015,2015-07-01,4,0.05130699914448694,75
M2,2015,2015-07-01,5,0.03699830457681169,74
M2,2015,2015-07-01,Q5-Q1,0.045933492715739925,148
M2,2015,2015-08-01,1,-0.03998189125041615,74
M2,2015,2015-08-01,2,-0.05614153411622961,73
M2,2015,2015-08-01,3,-0.040758256576905856,76
M2,2015,2015-08-01,4,-0.03249274321641274,75
M2,2015,2015-08-01,5,-0.05621872584432336,74
M2,2015,2015-08-01,Q5-Q1,-0.016236834593907207,148
M2,2015,2015-09-01,1,-0.046970565628230695,74
M2,2015,2015-09-01,2,-0.018185206589313965,73
M2,2015,2015-09-01,3,-0.018096557060207723,76
M2,2015,2015-09-01,4,-0.01599535204445896,75
M2,2015,2015-09-01,5,-0.0071023380101320355,74
M2,2015,2015-09-01,Q5-Q1,0.03986822761809866,148
M2,2015,2015-10-01,1,0.039589725761371354,74
M2,2015,2015-10-01,2,0.05083520258375865,73
M2,2015,2015-10-01,3,0.05986443792150839,76
M2,2015,2015-10-01,4,0.0578055548733039,75
M2,2015,2015-10-01,5,0.06266790442084075,74
M2,2015,2015-10-01,Q5-Q1,0.023078178659469394,148
M2,2015,2015-11-01,1,0.028031101043738627,74
M2,2015,2015-11-01,2,0.04352597396445974,73
M2,2015,2015-11-01,3,0.07184562096737201,76
M2,2015,2015-11-01,4,0.05532005680703205,75
M2,2015,2015-11-01,5,0.07291516973604088,74
M2,2015,2015-11-01,Q5-Q1,0.044884068692302256,148
M2,2015,2015-12-01,1,-0.02737284911073946,74
M2,2015,2015-12-01,2,0.022616963813108504,73
M2,2015,2015-12-01,3,0.005012002476428609,76
M2,2015,2015-12-01,4,-0.009301783695963734,75
M2,2015,2015-12-01,5,-0.013034466067563538,74
M2,2015,2015-12-01,Q5-Q1,0.014338383043175923,148
M2,2015,2016-01-01,1,-0.026115489683410934,74
M2,2015,2016-01-01,2,-0.04927015766146191,73
M2,2015,2016-01-01,3,-0.05111225799033161,76
M2,2015,2016-01-01,4,-0.04822850476394073,75
M2,2015,2016-01-01,5,-0.027872346659350466,74
M2,2015,2016-01-01,Q5-Q1,-0.0017568569759395317,148
M2,2015,2016-02-01,1,-0.013898726271951573,74
M2,2015,2016-02-01,2,-0.010734613965446562,73
M2,2015,2016-02-01,3,0.0068627357952214954,76
M2,2015,2016-02-01,4,0.010438058398120573,75
M2,2015,2016-02-01,5,-0.008087357589412557,74
M2,2015,2016-02-01,Q5-Q1,0.005811368682539016,148
M2,2015,2016-03-01,1,0.0805220069642352,74
M2,2015,2016-03-01,2,0.07552534898414194,73
M2,2015,2016-03-01,3,0.030180586889534466,76
M2,2015,2016-03-01,4,0.021945004918410255,75
M2,2015,2016-03-01,5,0.024208355650017322,74
M2,2015,2016-03-01,Q5-Q1,-0.05631365131421788,148
M2,2015,2016-04-01,1,0.02525637942738647,74
M2,2015,2016-04-01,2,0.023515617157217263,73
M2,2015,2016-04-01,3,0.031199846272791026,76
M2,2015,2016-04-01,4,-0.017615472909055862,75
M2,2015,2016-04-01,5,-0.0038746262113150687,74
M2,2015,2016-04-01,Q5-Q1,-0.029131005638701538,148
M2,2015,2016-05-01,1,-0.00884927142512371,74
M2,2015,2016-05-01,2,0.0005376265387669842,73
M2,2015,2016-05-01,3,0.015472079490657618,76
M2,2015,2016-05-01,4,0.011411311994534814,75
M2,2015,2016-05-01,5,0.027692945651840044,74
M2,2015,2016-05-01,Q5-Q1,0.03654221707696376,148
M2,2015,2016-06-01,1,-0.02309830710090555,74
M2,2015,2016-06-01,2,-0.011452866503895195,73
M2,2015,2016-06-01,3,-0.007914812338728447,76
M2,2015,2016-06-01,4,-0.04369517021219365,75
M2,2015,2016-06-01,5,-0.017763112913794683,74
M2,2015,2016-06-01,Q5-Q1,0.005335194187110866,148
M2,2016,2016-07-01,1,0.05890903712861275,84
M2,2016,2016-07-01,2,0.053261002929963476,81
M2,2016,2016-07-01,3,0.07368030992528621,80
M2,2016,2016-07-01,4,0.06443673822929194,83
M2,2016,2016-07-01,5,0.07537438843933338,80
M2,2016,2016-07-01,Q5-Q1,0.016465351310720626,164
M2,2016,2016-08-01,1,0.03578253046182323,84
M2,2016,2016-08-01,2,0.019920684800889203,81
M2,2016,2016-08-01,3,0.026268034491730687,80
M2,2016,2016-08-01,4,0.037238345842523286,83
M2,2016,2016-08-01,5,0.024116589314994705,80
M2,2016,2016-08-01,Q5-Q1,-0.011665941146828528,164
M2,2016,2016-09-01,1,0.008006435078352001,84
M2,2016,2016-09-01,2,0.0156318576156948,81
M2,2016,2016-09-01,3,0.008404920677102488,80
M2,2016,2016-09-01,4,0.02117679790560306,83
M2,2016,2016-09-01,5,0.022550988435277437,80
M2,2016,2016-09-01,Q5-Q1,0.014544553356925435,164
M2,2016,2016-10-01,1,-0.009662738372329595,84
M2,2016,2016-10-01,2,0.05402017098267721,81
M2,2016,2016-10-01,3,0.006267005377678991,80
M2,2016,2016-10-01,4,-0.005283680734750705,83
M2,2016,2016-10-01,5,-0.014264656156581268,80
M2,2016,2016-10-01,Q5-Q1,-0.004601917784251673,164
M2,2016,2016-11-01,1,0.023926927707497027,84
M2,2016,2016-11-01,2,0.0031124107941689935,81
M2,2016,2016-11-01,3,0.059199026454613245,80
M2,2016,2016-11-01,4,0.00019154809473982028,83
M2,2016,2016-11-01,5,-0.002889986912296337,80
M2,2016,2016-11-01,Q5-Q1,-0.026816914619793363,164
M2,2016,2016-12-01,1,0.14511362140755493,84
M2,2016,2016-12-01,2,0.06599825797000394,81
M2,2016,2016-12-01,3,0.021047046111699896,80
M2,2016,2016-12-01,4,0.04409690506670304,83
M2,2016,2016-12-01,5,0.048257734939167754,80
M2,2016,2016-12-01,Q5-Q1,-0.09685588646838718,164
M2,2016,2017-01-01,1,0.04064219323777436,84
M2,2016,2017-01-01,2,0.006875049855547667,81
M2,2016,2017-01-01,3,0.04305228524993612,80
M2,2016,2017-01-01,4,0.09833896950454897,83
M2,2016,2017-01-01,5,0.016624661467949546,80
M2,2016,2017-01-01,Q5-Q1,-0.024017531769824817,164
M2,2016,2017-02-01,1,0.03544029722458555,84
M2,2016,2017-02-01,2,0.01918611426659958,81
M2,2016,2017-02-01,3,0.03408296764438551,80
M2,2016,2017-02-01,4,0.028223788479947134,83
M2,2016,2017-02-01,5,0.02356236129443188,80
M2,2016,2017-02-01,Q5-Q1,-0.011877935930153669,164
