Method,FormationYear,HoldDate,Quintile,ew_ret,n_firms
M1,2010,2011-02-01,Q5-Q1,0.05175665400457637,117
M1,2010,2011-03-01,1,-0.015047611621619932,58
M1,2010,2011-03-01,2,0.019225361434206282,58
M1,2010,2011-03-01,3,0.027517445711518613,59
M1,2010,2011-03-01,4,0.012916810507077997,58
M1,2010,2011-03-01,5,0.0072752248496057775,59
M1,2010,2011-03-01,Q5-Q1,0.02232283647122571,117
M1,2010,2011-04-01,1,0.029006471933642006,58
M1,2010,2011-04-01,2,-0.0107853039470388,58
M1,2010,2011-04-01,3,0.00598689742360808,59
M1,2010,2011-04-01,4,-0.0047257390617392375,58
M1,2010,2011-04-01,5,0.022653801986713795,59
M1,2010,2011-04-01,Q5-Q1,-0.006352669946928211,117
M1,2010,2011-05-01,1,-0.08286769438955452,58
M1,2010,2011-05-01,2,-0.02469559245752272,58
M1,2010,2011-05-01,3,-0.04003130293777956,59
M1,2010,2011-05-01,4,-0.033926788938993535,58
M1,2010,2011-05-01,5,-0.02283608678183855,59
M1,2010,2011-05-01,Q5-Q1,0.06003160760771597,117
M1,2010,2011-06-01,1,-0.09978871828403554,58
M1,2010,2011-06-01,2,-0.04258769310014434,58
M1,2010,2011-06-01,3,-0.0586383501545962,59
M1,2010,2011-06-01,4,-0.04940854623918704,58
M1,2010,2011-06-01,5,-0.023127722295378933,59
M1,2010,2011-06-01,Q5-Q1,0.07666099598865661,117
M1,2011,2011-07-01,1,-0.027754531924977958,62
M1,2011,2011-07-01,2,-0.02921379687270817,63
M1,2011,2011-07-01,3,-0.03652129144751713,62
M1,2011,2011-07-01,4,-0.04216986267359354,63
M1,2011,2011-07-01,5,-0.05026867525208272,61
M1,2011,2011-07-01,Q5-Q1,-0.022514143327104764,123
M1,2011,2011-08-01,1,-0.12227345679511324,62
M1,2011,2011-08-01,2,-0.09705882204048417,63
M1,2011,2011-08-01,3,-0.0920507045955182,62
M1,2011,2011-08-01,4,-0.08846619395678589,63
M1,2011,2011-08-01,5,-0.0827593554922397,61
M1,2011,2011-08-01,Q5-Q1,0.03951410130287354,123
M1,2011,2011-09-01,1,-0.09895476672090167,62
M1,2011,2011-09-01,2,-0.08804709781777796,63
M1,2011,2011-09-01,3,-0.07156171602113616,62
M1,2011,2011-09-01,4,-0.08177428290870548,63
M1,2011,2011-09-01,5,-0.06622581452986082,61
M1,2011,2011-09-01,Q5-Q1,0.032728952191040855,123
M1,2011,2011-10-01,1,0.024809939481243354,62
M1,2011,2011-10-01,2,0.04869836143891321,63
M1,2011,2011-10-01,3,0.06076356394422727,62
M1,2011,2011-10-01,4,0.07544610273535353,63
M1,2011,2011-10-01,5,0.07251048768500881,61
M1,2011,2011-10-01,Q5-Q1,0.04770054820376546,123
M1,2011,2011-11-01,1,-0.07386375578142855,62
M1,2011,2011-11-01,2,-0.03897349100297268,63
M1,2011,2011-11-01,3,-0.02360878877785688,62
M1,2011,2011-11-01,4,-0.0272788454006106,63
M1,2011,2011-11-01,5,-0.01271897346372021,61
M1,2011,2011-11-01,Q5-Q1,0.06114478231770834,123
M1,2011,2011-12-01,1,-0.016562157690297424,62
M1,2011,2011-12-01,2,-0.015804680623030552,63
M1,2011,2011-12-01,3,0.01669139213378983,62
M1,2011,2011-12-01,4,0.01743534187189268,63
M1,2011,2011-12-01,5,-0.01164359805538,61
M1,2011,2011-12-01,Q5-Q1,0.004918559634917424,123
M1,2011,2012-01-01,1,0.1517064855437729,62
M1,2011,2012-01-01,2,0.11659747022125982,63
M1,2011,2012-01-01,3,0.09029551968281083,62
M1,2011,2012-01-01,4,0.10503753378915585,63
M1,2011,2012-01-01,5,0.09575828083492884,61
M1,2011,2012-01-01,Q5-Q1,-0.055948204708844054,123
M1,2011,2012-02-01,1,0.04309815947196863,62
M1,2011,2012-02-01,2,0.03589751468354123,63
M1,2011,2012-02-01,3,0.04097875900467161,62
M1,2011,2012-02-01,4,0.06354170300113797,63
M1,2011,2012-02-01,5,0.04812773647297044,61
M1,2011,2012-02-01,Q5-Q1,0.00502957700100181,123
M1,2011,2012-03-01,1,0.0029825141183749218,62
M1,2011,2012-03-01,2,0.01466401113112227,63
M1,2011,2012-03-01,3,-0.012157729398891927,62
M1,2011,2012-03-01,4,0.008990055560820187,63
M1,2011,2012-03-01,5,0.0014982991012369104,61
M1,2011,2012-03-01,Q5-Q1,-0.0014842150171380114,123
M1,2011,2012-04-01,1,-0.056556143868655345,62
M1,2011,2012-04-01,2,-0.02879697055624178,63
M1,2011,2012-04-01,3,-0.012059340108672718,62
M1,2011,2012-04-01,4,-0.01743557642999619,63
M1,2011,2012-04-01,5,-0.010529504714928563,61
M1,2011,2012-04-01,Q5-Q1,0.04602663915372678,123
M1,2011,2012-05-01,1,-0.10201282249656136,62
M1,2011,2012-05-01,2,-0.06120248377209791,63
M1,2011,2012-05-01,3,-0.06217837543105145,62
M1,2011,2012-05-01,4,-0.09275252599787036,63
M1,2011,2012-05-01,5,-0.07150401511723696,61
M1,2011,2012-05-01,Q5-Q1,0.030508807379324404,123
M1,2011,2012-06-01,1,-0.03406774238622002,62
M1,2011,2012-06-01,2,0.0030163879516191586,63
M1,2011,2012-06-01,3,0.002576492874256742,62
M1,2011,2012-06-01,4,0.012225948572262862,63
M1,2011,2012-06-01,5,-0.004374962992336481,61
M1,2011,2012-06-01,Q5-Q1,0.02969277939388354,123
M1,2012,2012-07-01,1,0.04710149197382234,61
M1,2012,2012-07-01,2,-0.002889448532049088,65
M1,2012,2012-07-01,3,0.012100178464907943,67
M1,2012,2012-07-01,4,0.022591531035698054,65
M1,2012,2012-07-01,5,0.023127411717462375,65
M1,2012,2012-07-01,Q5-Q1,-0.023974080256359963,126
M1,2012,2012-08-01,1,-0.011894729874852503,61
M1,2012,2012-08-01,2,0.011456451673324545,65
M1,2012,2012-08-01,3,0.01169057964515174,67
M1,2012,2012-08-01,4,-0.004100760221996424,65
M1,2012,2012-08-01,5,0.00902775646817265,65
M1,2012,2012-08-01,Q5-Q1,0.020922486343025154,126
M1,2012,2012-09-01,1,0.03354907401616266,61
M1,2012,2012-09-01,2,0.01005907867200615,65
M1,2012,2012-09-01,3,0.016813775111951125,67
M1,2012,2012-09-01,4,0.027854182350839588,65
M1,2012,2012-09-01,5,0.019881610039371,65
M1,2012,2012-09-01,Q5-Q1,-0.01366746397679166,126
M1,2012,2012-10-01,1,-0.049828211363853805,61
M1,2012,2012-10-01,2,-0.02437722815630719,65
M1,2012,2012-10-01,3,-0.010482628798940342,67
M1,2012,2012-10-01,4,-0.025453412683748417,65
M1,2012,2012-10-01,5,-0.006194920528964859,65
M1,2012,2012-10-01,Q5-Q1,0.04363329083488895,126
M1,2012,2012-11-01,1,-0.03757774318333186,61
M1,2012,2012-11-01,2,-0.003547208736407049,65
M1,2012,2012-11-01,3,-0.012010806347446017,67
M1,2012,2012-11-01,4,0.005540347491523207,65
M1,2012,2012-11-01,5,0.011269956324700485,65
M1,2012,2012-11-01,Q5-Q1,0.04884769950803235,126
M1,2012,2012-12-01,1,0.007070793643609784,61
M1,2012,2012-12-01,2,0.036942235426280945,65
M1,2012,2012-12-01,3,0.025514758814923964,67
M1,2012,2012-12-01,4,0.041957098668400465,65
M1,2012,2012-12-01,5,0.017992662256016406,65
M1,2012,2012-12-01,Q5-Q1,0.010921868612406621,126
M1,2012,2013-01-01,1,0.10353068912005475,61
M1,2012,2013-01-01,2,0.06625534822304838,65
M1,2012,2013-01-01,3,0.06167893233856387,67
M1,2012,2013-01-01,4,0.0668509691297493,65
M1,2012,2013-01-01,5,0.04634375423649894,65
M1,2012,2013-01-01,Q5-Q1,-0.057186934883555814,126
M1,2012,2013-02-01,1,-0.016293091757471134,61
M1,2012,2013-02-01,2,0.018954690484347576,65
M1,2012,2013-02-01,3,0.059131826212996556,67
M1,2012,2013-02-01,4,0.0489436910636546,65
M1,2012,2013-02-01,5,0.024807791516725523,65
M1,2012,2013-02-01,Q5-Q1,0.041100883274196656,126
M1,2012,2013-03-01,1,0.009035655891331023,61
M1,2012,2013-03-01,2,-0.005715481428567495,65
M1,2012,2013-03-01,3,0.002989178189346871,67
M1,2012,2013-03-01,4,-0.014615119128585386,65
M1,2012,2013-03-01,5,0.014664261122751175,65
M1,2012,2013-03-01,Q5-Q1,0.005628605231420152,126
M1,2012,2013-04-01,1,-0.03145925385988988,61
M1,2012,2013-04-01,2,-0.014690047777533041,65
M1,2012,2013-04-01,3,-0.006552553743610767,67
M1,2012,2013-04-01,4,-0.03237687217906526,65
M1,2012,2013-04-01,5,-0.011531065956573524,65
M1,2012,2013-04-01,Q5-Q1,0.01992818790331636,126
M1,2012,2013-05-01,1,0.09185586932285479,61
M1,2012,2013-05-01,2,0.01364973886685458,65
M1,2012,2013-05-01,3,0.0033693824281739062,67
M1,2012,2013-05-01,4,0.011505642499251229,65
M1,2012,2013-05-01,5,0.025085660249043417,65
M1,2012,2013-05-01,Q5-Q1,-0.06677020907381137,126
M1,2012,2013-06-01,1,-0.01553597220451795,61
M1,2012,2013-06-01,2,-0.01968530372513136,65
M1,2012,2013-06-01,3,-0.013415540071482398,67
M1,2012,2013-06-01,4,-0.022732395431035432,65
M1,2012,2013-06-01,5,-0.03061494751801409,65
M1,2012,2013-06-01,Q5-Q1,-0.01507897531349614,126
M1,2013,2013-07-01,1,0.024970199695969114,69
M1,2013,2013-07-01,2,0.04190394316287328,66
M1,2013,2013-07-01,3,0.05195808224715961,68
M1,2013,2013-07-01,4,0.04225935240125485,68
M1,2013,2013-07-01,5,0.05713413618999593,66
M1,2013,2013-07-01,Q5-Q1,0.03216393649402682,135
M1,2013,2013-08-01,1,-0.013076539983371367,69
M1,2013,2013-08-01,2,0.006741606374278614,66
M1,2013,2013-08-01,3,0.019116113431005596,68
M1,2013,2013-08-01,4,0.02724553690553595,68
M1,2013,2013-08-01,5,0.012750767099587654,66
M1,2013,2013-08-01,Q5-Q1,0.025827307082959022,135
M1,2013,2013-09-01,1,0.06613198361584019,69
M1,2013,2013-09-01,2,0.046775483710498694,66
M1,2013,2013-09-01,3,0.052768886224785726,68
M1,2013,2013-09-01,4,0.03727028246703886,68
M1,2013,2013-09-01,5,0.0601520402206089,66
M1,2013,2013-09-01,Q5-Q1,-0.005979943395231287,135
M1,2013,2013-10-01,1,-0.005874863005878632,69
M1,2013,2013-10-01,2,0.02329236853635216,66
M1,2013,2013-10-01,3,0.02394711461788135,68
M1,2013,2013-10-01,4,0.01570063763866611,68
M1,2013,2013-10-01,5,0.025986665813618005,66
M1,2013,2013-10-01,Q5-Q1,0.03186152881949664,135
M1,2013,2013-11-01,1,0.038852975026209643,69
M1,2013,2013-11-01,2,0.00940828217720325,66
M1,2013,2013-11-01,3,0.03902879325985823,68
M1,2013,2013-11-01,4,0.04923796652926976,68
M1,2013,2013-11-01,5,0.03476769250151357,66
M1,2013,2013-11-01,Q5-Q1,-0.004085282524696074,135
M1,2013,2013-12-01,1,-0.012045768032317087,69
M1,2013,2013-12-01,2,0.004489206333489875,66
M1,2013,2013-12-01,3,0.013487462043341641,68
M1,2013,2013-12-01,4,0.009992551642854649,68
M1,2013,2013-12-01,5,0.019345900050783134,66
M1,2013,2013-12-01,Q5-Q1,0.03139166808310022,135
M1,2013,2014-01-01,1,0.05037673323959914,69
M1,2013,2014-01-01,2,0.027332824398333767,66
M1,2013,2014-01-01,3,0.018102372500464686,68
M1,2013,2014-01-01,4,0.0019129438683265156,68
M1,2013,2014-01-01,5,-0.008014474707531721,66
M1,2013,2014-01-01,Q5-Q1,-0.05839120794713086,135
M1,2013,2014-02-01,1,0.07645953104182261,69
M1,2013,2014-02-01,2,0.0269358097871994,66
M1,2013,2014-02-01,3,0.05279991841765916,68
M1,2013,2014-02-01,4,0.06434935129895958,68
M1,2013,2014-02-01,5,0.04228276717532803,66
M1,2013,2014-02-01,Q5-Q1,-0.03417676386649458,135
M1,2013,2014-03-01,1,-0.008943559699635872,69
M1,2013,2014-03-01,2,-0.014749320247036127,66
M1,2013,2014-03-01,3,0.009427715217584724,68
M1,2013,2014-03-01,4,-0.0014006919677955819,68
M1,2013,2014-03-01,5,0.015080601420357545,66
M1,2013,2014-03-01,Q5-Q1,0.024024161119993417,135
M1,2013,2014-04-01,1,-0.04243618986081609,69
M1,2013,2014-04-01,2,0.012651114851811503,66
M1,2013,2014-04-01,3,0.011463567304792659,68
M1,2013,2014-04-01,4,0.008541341799262917,68
M1,2013,2014-04-01,5,0.009562399464442768,66
M1,2013,2014-04-01,Q5-Q1,0.05199858932525886,135
M1,2013,2014-05-01,1,0.025941919994311592,69
M1,2013,2014-05-01,2,0.031998718984072694,66
M1,2013,2014-05-01,3,0.029023746185552687,68
M1,2013,2014-05-01,4,0.04092653463100498,68
M1,2013,2014-05-01,5,0.023181601902571847,66
M1,2013,2014-05-01,Q5-Q1,-0.0027603180917397455,135
M1,2013,2014-06-01,1,-0.004757309846526716,69
M1,2013,2014-06-01,2,-0.010550254957037458,66
M1,2013,2014-06-01,3,-0.004466589905468716,68
M1,2013,2014-06-01,4,-0.0036440274421641492,68
M1,2013,2014-06-01,5,0.00033749464175702006,66
M1,2013,2014-06-01,Q5-Q1,0.005094804488283736,135
M1,2014,2014-07-01,1,-0.013073804196606751,73
M1,2014,2014-07-01,2,-0.007285783863936062,70
M1,2014,2014-07-01,3,0.009451737502330186,71
M1,2014,2014-07-01,4,-0.015165736273995672,73
M1,2014,2014-07-01,5,-0.008295811843966291,69
M1,2014,2014-07-01,Q5-Q1,0.00477799235264046,142
M1,2014,2014-08-01,1,-0.04271264486738856,73
M1,2014,2014-08-01,2,-0.01906241324731555,70
M1,2014,2014-08-01,3,-0.0238981205963465,71
M1,2014,2014-08-01,4,-0.00565521681172443,73
M1,2014,2014-08-01,5,-0.00042765828800762483,69
M1,2014,2014-08-01,Q5-Q1,0.042284986579380936,142
M1,2014,2014-09-01,1,-0.0628107708329335,73
M1,2014,2014-09-01,2,-0.029149946869856024,70
M1,2014,2014-09-01,3,-0.02418510381227024,71
M1,2014,2014-09-01,4,-0.018135102355571846,73
M1,2014,2014-09-01,5,-0.010706590927090223,69
M1,2014,2014-09-01,Q5-Q1,0.052104179905843276,142
M1,2014,2014-10-01,1,-0.08611332533076647,73
M1,2014,2014-10-01,2,0.0066040199706503926,70
M1,2014,2014-10-01,3,-0.027211372349677257,71
M1,2014,2014-10-01,4,0.01994966063361599,73
M1,2014,2014-10-01,5,0.0146618200562848,69
M1,2014,2014-10-01,Q5-Q1,0.10077514538705128,142
M1,2014,2014-11-01,1,0.010697843863518273,73
M1,2014,2014-11-01,2,-0.002619732169822475,70
M1,2014,2014-11-01,3,0.0147361904919176,71
M1,2014,2014-11-01,4,0.024818683555191803,73
M1,2014,2014-11-01,5,0.0037300387926468385,69
M1,2014,2014-11-01,Q5-Q1,-0.006967805070871434,142
M1,2014,2014-12-01,1,-0.040056366687496306,73
M1,2014,2014-12-01,2,-0.021611777733306407,70
M1,2014,2014-12-01,3,-0.010362125453057222,71
M1,2014,2014-12-01,4,0.021394805505651007,73
M1,2014,2014-12-01,5,0.030488567425285825,69
M1,2014,2014-12-01,Q5-Q1,0.07054493411278213,142
M1,2014,2015-01-01,1,0.06633727955573294,73
M1,2014,2015-01-01,2,0.05505023799274177,70
M1,2014,2015-01-01,3,0.050884449691820176,71
M1,2014,2015-01-01,4,0.0778314943796984,73
M1,2014,2015-01-01,5,0.07026264952675139,69
M1,2014,2015-01-01,Q5-Q1,0.003925369971018444,142
M1,2014,2015-02-01,1,0.13803404801515196,73
M1,2014,2015-02-01,2,0.07839879483038217,70
M1,2014,2015-02-01,3,0.062421717919348134,71
M1,2014,2015-02-01,4,0.0901034193494065,73
M1,2014,2015-02-01,5,0.08078161448923205,69
M1,2014,2015-02-01,Q5-Q1,-0.05725243352591991,142
M1,2014,2015-03-01,1,-0.04467146041929175,73
M1,2014,2015-03-01,2,0.01278696522536087,70
M1,2014,2015-03-01,3,0.010268460829221632,71
M1,2014,2015-03-01,4,0.020112827995834772,73
M1,2014,2015-03-01,5,0.005950007359801173,69
M1,2014,2015-03-01,Q5-Q1,0.050621467779092925,142
M1,2014,2015-04-01,1,0.020401434433445626,73
M1,2014,2015-04-01,2,0.007096380932847889,70
M1,2014,2015-04-01,3,0.022765305871808583,71
M1,2014,2015-04-01,4,0.01324297025643724,73
M1,2014,2015-04-01,5,0.023356611062094017,69
M1,2014,2015-04-01,Q5-Q1,0.0029551766286483906,142
M1,2014,2015-05-01,1,0.03754901890726425,73
M1,2014,2015-05-01,2,0.005456336584207706,70
M1,2014,2015-05-01,3,0.014711011855664516,71
M1,2014,2015-05-01,4,0.019409576477935866,73
M1,2014,2015-05-01,5,0.015806422117684193,69
M1,2014,2015-05-01,Q5-Q1,-0.02174259678958006,142
M1,2014,2015-06-01,1,-0.007398858896426106,73
M1,2014,2015-06-01,2,-0.035572756901355695,70
M1,2014,2015-06-01,3,-0.04719190823437531,71
M1,2014,2015-06-01,4,-0.04712132351817918,73
M1,2014,2015-06-01,5,-0.04732664574810848,69
M1,2014,2015-06-01,Q5-Q1,-0.03992778685168237,142
M1,2015,2015-07-01,1,0.004448880731200362,74
M1,2015,2015-07-01,2,0.026233483929880737,73
M1,2015,2015-07-01,3,0.029685345123901155,77
M1,2015,2015-07-01,4,0.05102333428989231,73
M1,2015,2015-07-01,5,0.041613080331389024,75
M1,2015,2015-07-01,Q5-Q1,0.037164199600188665,149
M1,2015,2015-08-01,1,-0.05168731560157183,74
M1,2015,2015-08-01,2,-0.042369478894791736,73
M1,2015,2015-08-01,3,-0.032105221142729894,77
M1,2015,2015-08-01,4,-0.047829406656324,73
M1,2015,2015-08-01,5,-0.05160371825111094,75
M1,2015,2015-08-01,Q5-Q1,8.359735046089417e-05,149
M1,2015,2015-09-01,1,-0.042666112183792904,74
M1,2015,2015-09-01,2,-0.022569728291523896,73
M1,2015,2015-09-01,3,-0.017556825569690963,77
M1,2015,2015-09-01,4,-0.021013039007724707,73
M1,2015,2015-09-01,5,-0.002842597424759255,75
M1,2015,2015-09-01,Q5-Q1,0.039823514759033646,149
M1,2015,2015-10-01,1,0.05413118269328798,74
M1,2015,2015-10-01,2,0.03682703496529792,73
M1,2015,2015-10-01,3,0.06560949828393942,77
M1,2015,2015-10-01,4,0.05216585223712957,73
M1,2015,2015-10-01,5,0.06145371555582205,75
M1,2015,2015-10-01,Q5-Q1,0.007322532862534065,149
M1,2015,2015-11-01,1,0.022176180299914233,74
M1,2015,2015-11-01,2,0.048198855885591696,73
M1,2015,2015-11-01,3,0.05565160405840841,77
M1,2015,2015-11-01,4,0.07713774188146903,73
M1,2015,2015-11-01,5,0.0690787879929385,75
M1,2015,2015-11-01,Q5-Q1,0.04690260769302426,149
M1,2015,2015-12-01,1,-0.014255603566711201,74
M1,2015,2015-12-01,2,0.008284623829523946,73
M1,2015,2015-12-01,3,0.0018424573518353402,77
M1,2015,2015-12-01,4,-0.01128136401374625,73
M1,2015,2015-12-01,5,-0.006986894300435614,75
M1,2015,2015-12-01,Q5-Q1,0.007268709266275587,149
M1,2015,2016-01-01,1,-0.040693393015217204,74
M1,2015,2016-01-01,2,-0.03013322821108753,73
M1,2015,2016-01-01,3,-0.05232429793333054,77
M1,2015,2016-01-01,4,-0.052801304733129835,73
M1,2015,2016-01-01,5,-0.026653172457219026,75
M1,2015,2016-01-01,Q5-Q1,0.014040220557998178,149
M1,2015,2016-02-01,1,-0.02097314265760687,74
M1,2015,2016-02-01,2,-0.0006728085716556654,73
M1,2015,2016-02-01,3,0.02234099384597922,77
M1,2015,2016-02-01,4,-0.002287458365957655,73
M1,2015,2016-02-01,5,-0.014110922772725161,75
M1,2015,2016-02-01,Q5-Q1,0.006862219884881707,149
M1,2015,2016-03-01,1,0.08097756601092843,74
M1,2015,2016-03-01,2,0.07478273303853057,73
M1,2015,2016-03-01,3,0.03519522921473794,77
M1,2015,2016-03-01,4,0.015150662285457398,73
M1,2015,2016-03-01,5,0.025806491850503852,75
M1,2015,2016-03-01,Q5-Q1,-0.05517107416042458,149
M1,2015,2016-04-01,1,0.028412971667830498,74
M1,2015,2016-04-01,2,0.020046424809808745,73
M1,2015,2016-04-01,3,0.023753611548194026,77
M1,2015,2016-04-01,4,-0.011410722298610452,73
M1,2015,2016-04-01,5,-0.00284102182571733,75
M1,2015,2016-04-01,Q5-Q1,-0.03125399349354783,149
M1,2015,2016-05-01,1,-0.013959886165344229,74
M1,2015,2016-05-01,2,0.007260144726393663,73
M1,2015,2016-05-01,3,0.016865408134836578,77
M1,2015,2016-05-01,4,0.013862545412144841,73
M1,2015,2016-05-01,5,0.022104584543024455,75
M1,2015,2016-05-01,Q5-Q1,0.036064470708368684,149
M1,2015,2016-06-01,1,-0.036285072713635326,74
M1,2015,2016-06-01,2,0.0037132623013888403,73
M1,2015,2016-06-01,3,-0.01093796032113233,77
M1,2015,2016-06-01,4,-0.04024412252923803,73
M1,2015,2016-06-01,5,-0.020591956231478113,75
M1,2015,2016-06-01,Q5-Q1,0.015693116482157213,149
M1,2016,2016-07-01,1,0.05376297008355852,84
M1,2016,2016-07-01,2,0.058089627328432855,81
M1,2016,2016-07-01,3,0.07422290035079387,79
M1,2016,2016-07-01,4,0.05591114923155459,83
M1,2016,2016-07-01,5,0.084068415849106,81
M1,2016,2016-07-01,Q5-Q1,0.03030544576554748,165
M1,2016,2016-08-01,1,0.0387876711836739,84
M1,2016,2016-08-01,2,0.022496605478307622,81
M1,2016,2016-08-01,3,0.030571511086743004,79
M1,2016,2016-08-01,4,0.021875845280529094,83
M1,2016,2016-08-01,5,0.02999539110894449,81
M1,2016,2016-08-01,Q5-Q1,-0.00879228007472941,165
M1,2016,2016-09-01,1,0.0034511650809588715,84
M1,2016,2016-09-01,2,0.017331986105564624,81
M1,2016,2016-09-01,3,0.019535355460879634,79
M1,2016,2016-09-01,4,0.003925093110157048,83
M1,2016,2016-09-01,5,0.0322222644161048,81
M1,2016,2016-09-01,Q5-Q1,0.028771099335145926,165
M1,2016,2016-10-01,1,0.03953215457284036,84
M1,2016,2016-10-01,2,0.0026545899284493306,81
M1,2016,2016-10-01,3,0.0034430133677665594,79
M1,2016,2016-10-01,4,-0.006724454306969628,83
M1,2016,2016-10-01,5,-0.009431911776214663,81
M1,2016,2016-10-01,Q5-Q1,-0.04896406634905502,165
M1,2016,2016-11-01,1,0.018468295902924398,84
M1,2016,2016-11-01,2,0.00734143797433929,81
M1,2016,2016-11-01,3,0.046339254493795015,79
M1,2016,2016-11-01,4,0.0037992443763827034,83
M1,2016,2016-11-01,5,0.008153791814685101,81
M1,2016,2016-11-01,Q5-Q1,-0.010314504088239296,165
M1,2016,2016-12-01,1,0.1498028581887377,84
M1,2016,2016-12-01,2,0.05499507262952235,81
M1,2016,2016-12-01,3,0.028873037161487074,79
M1,2016,2016-12-01,4,0.04754806630232152,83
M1,2016,2016-12-01,5,0.04289294183599079,81
M1,2016,2016-12-01,Q5-Q1,-0.10690991635274691,165
M1,2016,2017-01-01,1,0.03311090395825868,84
M1,2016,2017-01-01,2,0.01765434345066999,81
M1,2016,2017-01-01,3,0.12943033680706248,79
M1,2016,2017-01-01,4,0.011269832325896187,83
M1,2016,2017-01-01,5,0.01895559300957416,81
M1,2016,2017-01-01,Q5-Q1,-0.014155310948684517,165
M1,2016,2017-02-01,1,0.03671146746809401,84
M1,2016,2017-02-01,2,0.02255864354480843,81
M1,2016,2017-02-01,3,0.02426437374404842,79
M1,2016,2017-02-01,4,0.024490428824868578,83
M1,2016,2017-02-01,5,0.032403166280338985,81
M1,2016,2017-02-01,Q5-Q1,-0.004308301187755027,165
M1,2016,2017-03-01,1,0.02431401927549197,84
M1,2016,2017-03-01,2,-0.0005492618870816419,81
M1,2016,2017-03-01,3,-0.004423636280233587,79
M1,2016,2017-03-01,4,0.01122313762343477,83
M1,2016,2017-03-01,5,0.005938207621503157,81
M1,2016,2017-03-01,Q5-Q1,-0.018375811653988813,165
M1,2016,2017-04-01,1,0.03171607323213579,84
M1,2016,2017-04-01,2,0.02905606213778638,81
M1,2016,2017-04-01,3,0.03675001642491704,79
M1,2016,2017-04-01,4,0.043175366426438606,83
M1,2016,2017-04-01,5,0.0447944710352843,81
M1,2016,2017-04-01,Q5-Q1,0.013078397803148512,165
M1,2016,2017-05-01,1,-0.02613695130074123,84
M1,2016,2017-05-01,2,0.008023502757631603,81
M1,2016,2017-05-01,3,0.009058618950098515,79
M1,2016,2017-05-01,4,-0.0031012027890527202,83
M1,2016,2017-05-01,5,0.028052130182339208,81
M1,2016,2017-05-01,Q5-Q1,0.05418908148308044,165
M1,2016,2017-06-01,1,0.0026864428722848136,84
M1,2016,2017-06-01,2,-0.0003678850830679427,81
M1,2016,2017-06-01,3,-0.016860072609398143,79
M1,2016,2017-06-01,4,-0.014445886222394467,83
M1,2016,2017-06-01,5,-0.016356678013447742,81
M1,2016,2017-06-01,Q5-Q1,-0.019043120885732557,165
M1,2017,2017-07-01,1,0.015033715668893576,86
M1,2017,2017-07-01,2,0.012626544407298369,83
M1,2017,2017-07-01,3,-0.008573830047094484,84
M1,2017,2017-07-01,4,-0.024663185232507316,84
